data_year,nibrs_month_id,agency_id,month_num,inc_data_year,reported_status,report_date,update_flag,orig_format,data_home,ddocname,did,month_pub_status
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107580_INC,122043471,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107582_INC,122043536,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107585_INC,134719853,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107586_INC,122044213,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107588_INC,122055458,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107589_INC,122043137,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107592_INC,122044085,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107593_INC,122043568,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107599_INC,122044660,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107602_INC,122055101,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107613_INC,122043320,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107617_INC,122043494,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107619_INC,122043390,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107621_INC,122043240,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107624_INC,134719196,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107633_INC,122043540,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107640_INC,122055469,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107641_INC,116995903,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107643_INC,122056151,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107645_INC,122044089,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107646_INC,122043506,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107652_INC,122043332,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107656_INC,122043468,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107658_INC,122043823,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107661_INC,122043693,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107664_INC,122055288,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107666_INC,122043177,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107668_INC,122043525,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107669_INC,119208099,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107677_INC,122043516,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107681_INC,122043448,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107682_INC,122043385,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107687_INC,122043152,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107693_INC,116995919,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107704_INC,122043153,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107714_INC,122049507,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107717_INC,122044239,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107727_INC,129293020,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107730_INC,122043233,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107749_INC,122056182,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107753_INC,122044278,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107754_INC,122043232,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107755_INC,122043496,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107756_INC,122044068,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107757_INC,122043727,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107760_INC,122043470,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107763_INC,122043150,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107769_INC,122043155,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107772_INC,122043497,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107776_INC,122043316,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107777_INC,122044287,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107788_INC,122043624,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107790_INC,122043211,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107793_INC,122043418,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107795_INC,122043317,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107797_INC,122043270,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107799_INC,116996654,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107802_INC,122043144,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107808_INC,129294016,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107811_INC,122043476,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107822_INC,122043191,
2021,40337129,2243,8,2021,I,2021-08-02,,F,,2021_08_DCMPD0000_21107824_INC,122055102,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107829_INC,122043341,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107837_INC,122043482,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107840_INC,122043503,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107841_INC,122055616,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107844_INC,122055494,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107847_INC,122043850,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107848_INC,119208498,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107849_INC,122044720,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107855_INC,122044008,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107858_INC,122043907,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107863_INC,122043314,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107864_INC,122043196,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107865_INC,122043190,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107870_INC,122056010,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107872_INC,119208007,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107873_INC,129293858,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107877_INC,122044703,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107880_INC,122043908,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107882_INC,122043452,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107890_INC,122043372,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107897_INC,122043225,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107902_INC,122043541,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107904_INC,122043610,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107909_INC,122043587,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107918_INC,116997130,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107920_INC,122043578,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107922_INC,122043117,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107924_INC,122043406,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107932_INC,122043432,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107933_INC,122043703,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107934_INC,119209313,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107939_INC,122043173,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107945_INC,122043937,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107954_INC,122055512,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107956_INC,116995750,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107959_INC,134719954,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107962_INC,122043450,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107969_INC,122043956,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107970_INC,122043466,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107973_INC,122043738,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107980_INC,122056235,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107985_INC,122043095,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107986_INC,119208210,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107987_INC,113600038,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107990_INC,122044064,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107991_INC,122043313,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107993_INC,122043291,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107996_INC,122043306,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21107999_INC,122043642,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21108003_INC,122043422,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21108007_INC,122043336,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21108011_INC,122044169,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21108012_INC,122043339,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21108018_INC,122043440,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21108019_INC,122043115,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21108020_INC,122048916,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21108021_INC,116995403,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21108026_INC,122048891,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21108031_INC,122043579,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21108032_INC,122043305,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21108037_INC,122043319,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21108038_INC,122043171,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21108040_INC,119209754,
