data_year,nibrs_month_id,agency_id,month_num,inc_data_year,reported_status,report_date,update_flag,orig_format,data_home,ddocname,did,month_pub_status
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118411_INC,113600422,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118428_INC,122046230,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118429_INC,122046482,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118430_INC,122046539,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118432_INC,122045946,
2021,40337129,2243,8,2021,I,2021-08-17,,F,,2021_08_DCMPD0000_21118440_INC,122046209,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118441_INC,122046518,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118443_INC,122046514,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118444_INC,116995642,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118445_INC,122046706,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118447_INC,122046364,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118448_INC,122046080,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118451_INC,129292877,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118459_INC,122046161,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118460_INC,119206333,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118463_INC,122046586,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118469_INC,122046442,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118475_INC,116995765,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118477_INC,122047610,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118481_INC,122046108,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118483_INC,122046378,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118485_INC,122046645,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118489_INC,116995977,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118492_INC,116995730,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118500_INC,122046284,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118502_INC,122048783,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118504_INC,122047850,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118505_INC,122056951,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118506_INC,122046220,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118513_INC,113600540,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118514_INC,122046173,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118520_INC,122056733,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118526_INC,122046708,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118530_INC,116995926,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118531_INC,134718813,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118534_INC,122057167,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118535_INC,122056683,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118537_INC,122046059,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118540_INC,122057174,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118542_INC,122056772,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118543_INC,122046440,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118546_INC,122056264,
2021,40337129,2243,8,2021,I,2021-08-22,,F,,2021_08_DCMPD0000_21118548_INC,122057273,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118552_INC,122056709,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118558_INC,122056563,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118559_INC,122045921,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118560_INC,122046930,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118561_INC,122056312,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118562_INC,122046441,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118565_INC,116995411,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118567_INC,113600030,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118568_INC,122046169,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118570_INC,122046764,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118575_INC,122046682,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118579_INC,122046548,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118586_INC,122056825,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118593_INC,122046659,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118595_INC,122046085,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118599_INC,122056434,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118602_INC,122046245,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118603_INC,122046189,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118605_INC,122046562,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118608_INC,113599813,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118609_INC,122056308,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118612_INC,116996658,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118615_INC,122057135,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118623_INC,122045985,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118628_INC,116995610,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118629_INC,122056882,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118631_INC,122046419,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118632_INC,122046024,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118634_INC,122046038,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118638_INC,122046411,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118640_INC,122046633,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118641_INC,122056739,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118642_INC,119208448,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118643_INC,122046246,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118650_INC,119207227,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118652_INC,122046046,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118655_INC,122045968,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118656_INC,122046469,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118657_INC,122046315,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118658_INC,116995996,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118663_INC,113600003,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118669_INC,122045965,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118673_INC,122056521,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118674_INC,122056375,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118676_INC,119208422,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118678_INC,119206718,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118681_INC,113599923,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118682_INC,122046448,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118684_INC,122046336,
2021,40337129,2243,8,2021,I,2021-08-21,,F,,2021_08_DCMPD0000_21118685_INC,122046325,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118686_INC,122046392,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118693_INC,122056540,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118696_INC,122046047,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118697_INC,122046395,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118698_INC,116995819,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118702_INC,134718757,
2021,40380125,2243,12,2021,I,,,F,,2021_12_DCMPD0000_21118704_INC,122065931,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118706_INC,122046684,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118713_INC,113599899,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118716_INC,122056914,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118719_INC,116996057,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118720_INC,122046711,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118721_INC,122046892,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118724_INC,116995809,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118725_INC,122046693,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118726_INC,122046276,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118728_INC,113600602,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118729_INC,122046856,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118732_INC,122045942,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118739_INC,122046420,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118740_INC,122056214,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118745_INC,122046458,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118752_INC,116995689,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118754_INC,122045959,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118758_INC,122046344,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118759_INC,122047739,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118765_INC,122046610,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118766_INC,122047191,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118769_INC,122046777,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118770_INC,122046117,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118774_INC,122046730,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118775_INC,122046529,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118778_INC,122046517,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118781_INC,134719328,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118782_INC,113600052,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118787_INC,134719826,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118788_INC,116995655,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118790_INC,122047283,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118791_INC,122046566,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118794_INC,122046433,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118797_INC,122047520,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118800_INC,122046607,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118801_INC,113600046,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118802_INC,122046095,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118804_INC,122046774,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118809_INC,122056846,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118811_INC,122045988,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118813_INC,122047399,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118814_INC,122046192,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118816_INC,122056850,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118819_INC,122046701,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118820_INC,122046618,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118822_INC,116996948,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118824_INC,116995756,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118828_INC,122046444,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118832_INC,122046797,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118835_INC,119208142,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118840_INC,116995714,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118843_INC,122047539,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118846_INC,116995827,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118848_INC,122047750,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118850_INC,122056731,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118851_INC,122046309,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118853_INC,122046171,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118856_INC,129293088,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118859_INC,122045962,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118860_INC,116995577,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118862_INC,122047218,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118863_INC,122056630,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118866_INC,122047169,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118868_INC,122046088,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118880_INC,122047691,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118881_INC,122045883,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118883_INC,122047144,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118884_INC,122057115,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118888_INC,122056960,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118891_INC,122046006,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118895_INC,116995981,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118896_INC,122047205,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118898_INC,122046784,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118903_INC,122046303,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118905_INC,122046735,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118906_INC,122047091,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118912_INC,116995829,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118913_INC,119207759,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118917_INC,122047654,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118918_INC,122047094,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118921_INC,122047727,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118922_INC,122047758,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118923_INC,116995359,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118925_INC,116995718,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118927_INC,122046944,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118936_INC,122046769,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118937_INC,122047771,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118941_INC,122047373,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118943_INC,122047699,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118944_INC,122046852,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118949_INC,122047084,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118950_INC,134719334,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118959_INC,116995596,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118965_INC,122046802,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118966_INC,122047127,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118968_INC,122056371,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118970_INC,122056364,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118972_INC,119208086,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118975_INC,116996532,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118979_INC,122046996,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118980_INC,113600385,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118987_INC,116996762,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118993_INC,122046855,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21118996_INC,122047141,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119002_INC,122047036,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119007_INC,122049684,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119008_INC,122047571,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119010_INC,122047015,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119011_INC,129294023,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119012_INC,122046704,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119017_INC,116996780,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119019_INC,122047132,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119022_INC,122047385,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119023_INC,116995483,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119025_INC,122047193,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119027_INC,122046972,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119036_INC,122047545,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119037_INC,122056868,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119047_INC,129292297,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119052_INC,134718964,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119053_INC,122056523,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119054_INC,116995400,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119060_INC,122047151,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119067_INC,122047248,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119068_INC,129294475,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119070_INC,122047280,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119072_INC,116995707,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119075_INC,119208022,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119076_INC,122047751,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119077_INC,122047646,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119083_INC,122046847,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119084_INC,122046893,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119086_INC,122047475,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119088_INC,122047000,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119089_INC,122057094,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119090_INC,122056696,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119091_INC,122046746,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119094_INC,122047494,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119096_INC,122047521,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119102_INC,122047032,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119106_INC,116995787,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119108_INC,122047225,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119109_INC,122047013,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119110_INC,122046911,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119112_INC,122047186,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119116_INC,122047029,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119118_INC,122047080,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119119_INC,122047044,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119122_INC,116995870,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119126_INC,122046951,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119128_INC,122056321,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119129_INC,122047202,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119130_INC,116995604,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119138_INC,134719057,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119140_INC,119208706,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119143_INC,122047265,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119145_INC,122047185,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119147_INC,122046884,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119152_INC,122047414,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119154_INC,122047478,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119156_INC,134718863,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119157_INC,116995798,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119158_INC,134718533,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119159_INC,134719450,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119164_INC,116995909,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119169_INC,116996789,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119172_INC,122047159,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119181_INC,122047063,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119186_INC,122056588,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119188_INC,122047028,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119189_INC,116996015,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119193_INC,122047553,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119198_INC,116996698,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119201_INC,122047290,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119203_INC,116995666,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119205_INC,122047435,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119207_INC,122056711,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119210_INC,122047296,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119213_INC,122047041,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119216_INC,122047463,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119219_INC,122047293,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119222_INC,122047060,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119223_INC,122056297,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119224_INC,122047034,
2021,40337129,2243,8,2021,I,2021-08-20,,F,,2021_08_DCMPD0000_21119225_INC,122047087,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119227_INC,122047562,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119229_INC,122047328,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119230_INC,122047318,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119232_INC,122056224,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119233_INC,116995397,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119234_INC,122047071,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119236_INC,122056833,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119238_INC,122057112,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119240_INC,122049245,
2021,40337129,2243,8,2021,I,,,F,,2021_08_DCMPD0000_21119243_INC,122047500,
