data_year,bias_id,offense_id
2021,88,179291226
2021,88,171760181
2021,88,173509098
2021,88,173509099
2021,88,173504937
2021,88,176045658
2021,88,173504258
2021,88,171765413
2021,88,176051117
2021,88,176058725
2021,88,173507083
2021,88,176052178
2021,88,173510341
2021,88,180877452
2021,88,171762677
2021,88,171762678
2021,88,179285555
2021,88,179285556
2021,88,171760843
2021,88,176044623
2021,88,173504413
2021,88,173505515
2021,88,174589114
2021,88,174589115
2021,88,179286595
2021,88,179286597
2021,88,179286598
2021,88,173504082
2021,88,173503895
2021,88,176049968
2021,88,176049969
2021,88,176044369
2021,88,173504629
2021,88,176044556
2021,88,173504087
2021,88,173504384
2021,88,173504007
2021,88,173503992
2021,88,176044120
2021,88,176044637
2021,88,173503878
2021,88,176050087
2021,88,176045053
2021,88,176044620
2021,88,176044621
2021,88,176044614
2021,88,176044557
2021,88,176044405
2021,88,176044436
2021,88,176044470
2021,88,176044141
2021,88,176045273
2021,88,180877461
2021,88,180877462
2021,88,176044625
2021,88,176044111
2021,88,176044564
2021,88,176044456
2021,88,173503885
2021,88,176044683
2021,88,176044296
2021,88,173503953
2021,88,176044504
2021,88,176044758
2021,88,180877596
2021,88,176049956
2021,88,176049957
2021,88,176044126
2021,88,176044127
2021,88,176044343
2021,88,176044107
2021,88,176044290
2021,88,176049748
2021,88,176044202
2021,88,176044270
2021,88,176044523
2021,88,179286043
2021,88,176044598
2021,88,176044861
2021,88,174589549
2021,88,174589550
2021,88,176044167
2021,88,176044444
2021,88,176044579
2021,88,176044580
2021,88,176044233
2021,88,176049195
2021,88,176044415
2021,88,176044667
2021,88,176044303
2021,88,176044274
2021,88,176045751
2021,88,176044192
2021,88,176044371
2021,88,176044346
2021,88,176049867
2021,88,176044332
2021,88,176044333
2021,88,176044334
2021,88,176044590
2021,88,173505314
2021,88,176044966
2021,88,176044474
2021,88,173504283
2021,88,176044517
2021,88,173503971
2021,88,176044518
2021,88,176045766
2021,88,179285998
2021,88,176044434
2021,88,176045046
2021,88,174589411
2021,88,176050164
2021,88,176044616
2021,88,176044566
2021,88,176044104
2021,88,176044458
2021,88,176044338
2021,88,174589035
2021,88,176044105
2021,88,176044247
2021,88,176044500
2021,88,176044283
2021,88,176049692
2021,88,176044381
2021,88,176044147
2021,88,176049815
2021,88,176044248
2021,88,180877362
2021,88,176044239
2021,88,176044152
2021,88,176044182
2021,88,179285777
2021,88,176044657
2021,88,176044149
2021,88,176044648
2021,88,176045096
2021,88,176049894
2021,88,176044402
2021,88,176044219
2021,88,176044889
2021,88,176044416
2021,88,176044335
2021,88,176044336
2021,88,176044115
2021,88,176044174
2021,88,176044264
2021,88,176044756
2021,88,176044757
2021,88,176050186
2021,88,176044359
2021,88,176044305
2021,88,174589554
2021,88,176044385
2021,88,176044568
2021,88,176045221
2021,88,176044208
2021,88,176044602
2021,88,176044266
2021,88,176044528
2021,88,176044529
2021,88,176044575
2021,88,176044372
2021,88,176044890
2021,88,176044891
2021,88,176044133
2021,88,176044173
2021,88,176044407
2021,88,176044408
2021,88,176049251
2021,88,176044668
2021,88,176044770
2021,88,174590428
2021,88,171760628
2021,88,171760629
2021,88,176049682
2021,88,176044944
2021,88,176045010
2021,88,176049829
2021,88,176049830
2021,88,176050187
2021,88,176050188
2021,88,176044312
2021,88,171760303
2021,88,171760304
2021,88,176044295
2021,88,176049860
2021,88,176044226
2021,88,176050182
2021,88,176044302
2021,88,176044473
2021,88,176044530
2021,88,180877809
2021,88,176045210
2021,88,176045211
2021,88,176049795
2021,88,176044153
2021,88,176045082
2021,88,176045083
2021,88,176044562
2021,88,176044563
2021,88,176045645
2021,88,176049595
2021,88,176044324
2021,88,176044491
2021,88,176044397
2021,88,176044250
2021,88,180877413
2021,88,176044534
2021,88,176049800
2021,88,173504441
2021,88,176050194
2021,88,176045091
2021,88,176044498
2021,88,176044342
2021,88,176044472
2021,88,176044824
2021,88,176044689
2021,88,176049709
2021,88,176044193
2021,88,176044516
2021,88,174589293
2021,88,176044509
2021,88,176044449
2021,88,176044389
2021,88,176044390
2021,88,176044169
2021,88,173504463
2021,88,173504464
2021,88,176044172
2021,88,176049272
2021,88,176045230
2021,88,179285535
2021,88,176044241
2021,88,176050218
2021,88,176045271
2021,88,176044243
2021,88,176044493
2021,88,176045064
2021,88,176044724
2021,88,176044725
