data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2021,1,146392369,1.000,1,12390881
2021,4,146392145,1.000,9,12390874
2021,5,146392051,3.500,1,12390872
2021,17,146392683,1.000,11,12390891
2021,8,146392317,170.000,9,12390880
2021,10,146392142,29.574,5,12390873
2021,1,146392279,1.000,9,12390879
2021,11,145298320,189.000,9,12235862
2021,11,145298320,302.300,1,12235863
2021,5,146396270,78.500,1,12391047
2021,16,146392154,10.000,9,12390875
2021,1,146396166,2.000,9,12391044
2021,10,146392524,118.294,5,12390888
2021,17,146392524,2.000,9,12390889
2021,2,146396354,3.600,1,12391054
2021,5,146396354,19.600,1,12391055
2021,10,146396476,3.000,9,12391063
2021,12,146396068,18.410,1,12391039
2021,10,146395772,1.000,9,12390968
2021,5,146396043,153.087,1,12391033
2021,8,146396346,30.574,5,12391053
2021,1,148833591,53.000,9,12717127
2021,1,148833591,12.400,1,12717128
2021,5,146396091,8.000,9,12391042
2021,2,146395728,13.000,1,12390966
2021,10,146396276,1.000,9,12391048
2021,12,146396090,11.500,9,12391041
2021,4,146396390,1.000,11,12391058
2021,12,146395130,5.700,1,12390930
2021,1,146396427,45.000,9,12391059
2021,4,146396427,16.000,9,12391060
2021,5,146393965,68.039,1,12390907
2021,17,146395401,7.000,1,12390937
2021,1,146394033,42.000,9,12390908
2021,1,146394033,2.000,1,12390909
2021,4,148834431,1.000,1,12717207
2021,5,146396069,23314.648,1,12391040
2021,5,145297134,5281.520,1,12235815
2021,1,146394639,1.000,9,12390925
2021,2,146396151,1.000,9,12391043
2021,5,146394591,197.880,1,12390923
2021,1,146396224,2.000,9,12391045
2021,1,146394583,1.000,9,12390922
2021,1,146396288,1.000,9,12391049
2021,5,146396250,128.500,1,12391046
2021,5,144471638,1420.000,9,12119282
2021,5,144471638,10192.221,1,12119283
2021,11,144471638,226.796,1,12119284
2021,5,145297142,6808.000,1,12235816
2021,5,146396365,198.447,1,12391056
2021,16,146396365,12.000,9,12391057
2021,1,146394574,1.000,9,12390921
2021,5,144471567,1304.078,1,12119280
2021,16,144471567,92.000,9,12119281
2021,2,144471648,5.000,1,12119285
2021,5,144471648,1636.108,1,12119286
2021,12,144471648,22.000,1,12119287
2021,1,146394231,1.000,9,12390916
2021,1,146394100,1.000,9,12390912
2021,16,146394299,17.000,9,12390918
2021,5,146394993,122.800,1,12390929
2021,5,145297088,408.000,9,12235811
2021,5,145297088,4639.000,1,12235812
2021,1,146395229,13.000,9,12390932
2021,12,146396874,6.000,9,12391085
2021,7,146395777,1.000,9,12390969
2021,5,144471211,15.000,9,12119272
2021,12,146394835,1.900,1,12390927
2021,2,146396651,1.000,9,12391072
2021,16,146396790,10.000,9,12391078
2021,5,146395236,1.000,9,12390933
2021,5,146396711,28.000,10,12391076
2021,5,144471840,1.000,10,12119290
2021,1,143167501,4.500,1,11931233
2021,16,150016457,1.000,11,12888883
2021,4,143168105,10.200,1,11931245
2021,16,143168105,8.000,9,11931246
2021,1,146396808,1.000,9,12391079
2021,5,143168235,3.500,1,11931247
2021,10,143168371,1.000,9,11931249
2021,16,144472053,1000.000,9,12119293
2021,1,143168313,1.000,1,11931248
2021,16,146396812,33.000,9,12391080
2021,5,143168821,2.000,9,11931266
2021,2,143168559,1.000,9,11931255
2021,1,143168671,1.000,9,11931261
2021,7,143168720,80.000,9,11931265
2021,1,143168603,6.400,1,11931258
2021,5,143168705,548.000,1,11931264
2021,5,146396699,1.000,11,12391074
