data_year,victim_id,offender_id,relationship_id,nibrs_victim_offender_id
2021,165006889,169855306,18,
2021,159223715,164135021,18,
2021,159223715,164135022,18,
2021,159223062,164134377,27,
2021,159225879,164137154,16,
2021,166566709,171401010,18,
2021,165001393,169849694,18,
2021,165001393,169849695,18,
2021,165001394,169849694,18,
2021,165001394,169849695,18,
2021,159223202,164134515,27,
2021,160307401,165206639,24,
2021,165002385,169850685,18,
2021,165002385,169850686,18,
2021,159222892,164134223,16,
2021,159223411,164134719,27,
2021,159222897,164134228,16,
2021,159223173,164134491,24,
2021,159223174,164134491,24,
2021,159223175,164134491,24,
2021,159222810,164134137,18,
2021,159222810,164134138,18,
2021,159222810,164134139,18,
2021,161761092,166639511,24,
2021,161761497,166639927,18,
2021,161761066,166639487,18,
2021,161760894,166639319,9,
2021,161760924,166639355,17,
2021,161760560,166638987,19,
2021,161761014,166639445,3,
2021,161761138,166639560,16,
2021,161761139,166639560,16,
2021,159222765,164134104,3,
2021,161761208,166639628,3,
2021,161766402,166644762,27,
2021,161760557,166638983,18,
2021,161760730,166639151,16,
2021,161760976,166639407,21,
2021,161761045,166639473,16,
2021,161761312,166639735,17,
2021,160307824,165207076,18,
2021,161760619,166639044,17,
2021,161761029,166639459,13,
2021,161765637,166643998,16,
2021,161760873,166639296,24,
2021,161761126,166639548,27,
2021,161760763,166639182,24,
2021,159224082,164135392,16,
2021,161761411,166639842,24,
2021,161761411,166639843,24,
2021,161761411,166639844,24,
2021,161761412,166639842,24,
2021,161761412,166639843,24,
2021,161761412,166639844,24,
2021,161760928,166639359,24,
2021,161760892,166639316,18,
2021,161760892,166639317,18,
2021,161761491,166639919,18,
2021,161761491,166639920,18,
2021,161761491,166639921,18,
2021,161761016,166639447,3,
2021,161760554,166638980,16,
2021,161760913,166639341,3,
2021,161760800,166639217,18,
2021,161760800,166639218,18,
2021,161760800,166639219,18,
2021,161760800,166639220,18,
2021,161760800,166639221,18,
2021,161760705,166639127,19,
2021,161760954,166639386,5,
2021,161760843,166639265,16,
2021,161766263,166644627,27,
2021,166566610,171400928,18,
2021,161761116,166639530,24,
2021,161761116,166639531,24,
2021,161761105,166639521,24,
