data_year,victim_id,offender_id,relationship_id,nibrs_victim_offender_id
2022,168651496,173468183,16,
2022,173352180,178117933,3,
2022,171604258,176387062,1,
2022,165001669,169849978,24,
2022,178398577,183102578,24,
2022,168646482,173462983,18,
2022,166566532,171400861,24,
2022,165002880,169851199,18,
2022,165003174,169851527,18,
2022,165003174,169851528,24,
2022,165003175,169851527,18,
2022,165003175,169851528,24,
2022,166567409,171401685,18,
2022,166567409,171401687,18,
2022,165006412,169854834,18,
2022,165006665,169855092,3,
2022,167296460,172120753,3,
2022,165006921,169855340,18,
2022,166567182,171401464,18,
2022,166567182,171401465,18,
2022,165006673,169855098,18,
2022,165006673,169855099,18,
2022,165006816,169855236,26,
2022,165006817,169855236,1,
2022,165006724,169855150,16,
2022,165006634,169855058,18,
2022,165006634,169855059,18,
2022,165006634,169855060,18,
2022,165006634,169855061,18,
2022,165007091,169855518,27,
2022,165006685,169855112,16,
2022,178398514,183102513,3,
2022,165006879,169855297,3,
2022,165006868,169855285,27,
2022,165006788,169855218,18,
2022,167296736,172121049,24,
2022,165006845,169855262,18,
2022,165006845,169855263,18,
2022,165006845,169855264,18,
2022,165006513,169854934,27,
2022,165007279,169855709,24,
2022,166567105,171401392,19,
2022,165006515,169854936,16,
2022,165006904,169855323,3,
2022,165006777,169855207,27,
2022,165006844,169855261,16,
2022,165006838,169855255,27,
2022,165006537,169854962,3,
2022,165006930,169855353,16,
2022,165006543,169854968,27,
2022,167296601,172120905,3,
2022,170015496,174822796,18,
2022,165007118,169855547,3,
2022,165007052,169855478,15,
2022,170015624,174822927,16,
2022,168646574,173463074,18,
2022,168646574,173463075,18,
2022,165006683,169855110,16,
2022,165006616,169855040,18,
2022,165006616,169855041,18,
2022,165006964,169855383,18,
2022,165006964,169855384,18,
2022,165006965,169855383,18,
2022,165006965,169855384,18,
2022,165006835,169855252,16,
2022,165006550,169854976,3,
2022,165006696,169855124,18,
2022,165006696,169855125,18,
2022,165007006,169855431,24,
2022,165007007,169855431,24,
2022,165007008,169855431,24,
2022,166566894,171401180,5,
2022,165006884,169855301,27,
2022,178398334,183102330,27,
2022,165006741,169855171,3,
2022,165007076,169855499,3,
2022,165007076,169855500,15,
2022,165007076,169855501,25,
2022,165007077,169855499,25,
2022,165007077,169855500,1,
2022,165007077,169855501,3,
2022,165007041,169855467,16,
2022,165007041,169855468,18,
2022,165007041,169855469,18,
2022,165007041,169855470,18,
2022,165007043,169855467,16,
2022,165007043,169855468,18,
2022,165007043,169855469,18,
2022,165007043,169855470,18,
2022,165006755,169855184,1,
2022,165006622,169855047,21,
2022,165006623,169855047,20,
2022,165006979,169855400,18,
2022,165006979,169855401,18,
2022,165006979,169855402,18,
2022,165006979,169855403,18,
2022,165006979,169855404,18,
2022,167296659,172120965,24,
2022,167296659,172120966,18,
2022,167296660,172120965,24,
2022,167296660,172120966,18,
2022,167296661,172120965,24,
2022,167296661,172120966,18,
2022,170015809,174823106,18,
2022,170015809,174823107,24,
2022,165006970,169855390,3,
2022,173350328,178116070,18,
2022,173350328,178116071,18,
2022,173350328,178116072,18,
2022,173350328,178116073,18,
2022,166566852,171401137,18,
2022,166566854,171401137,18,
2022,179276700,183968782,27,
2022,165006773,169855203,24,
2022,165006612,169855035,18,
2022,165006612,169855036,18,
2022,165006738,169855165,18,
2022,165006738,169855166,18,
2022,165006738,169855167,18,
2022,165006753,169855182,5,
2022,166567402,171401677,16,
2022,178398394,183102393,18,
2022,183177099,187823494,6,
2022,165006913,169855333,18,
2022,165007027,169855455,27,
2022,183176936,187823317,18,
2022,165006443,169854861,18,
2022,165007013,169855435,18,
2022,165007013,169855436,18,
2022,165007013,169855437,18,
2022,165006750,169855180,18,
2022,165006750,169855181,18,
2022,165006630,169855054,16,
2022,165006725,169855152,18,
2022,167296544,172120847,18,
2022,167296545,172120847,18,
2022,165007823,169856261,16,
2022,179276599,183968663,27,
2022,165006919,169855338,16,
2022,165006503,169854921,3,
2022,165006604,169855026,18,
2022,165006604,169855027,18,
2022,167296638,172120940,16,
2022,167296626,172120933,16,
2022,165006472,169854894,1,
2022,167296445,172120734,1,
2022,165006843,169855260,1,
2022,168646467,173462971,18,
2022,168646467,173462972,18,
2022,183177285,187823687,27,
2022,165006428,169854847,24,
2022,165006429,169854847,24,
2022,165006430,169854847,24,
2022,165006740,169855169,18,
2022,165006740,169855170,18,
2022,165007313,169855743,24,
2022,167296357,172120633,18,
2022,167296357,172120634,18,
2022,167296357,172120635,18,
2022,165006758,169855187,18,
2022,183177155,187823551,24,
2022,165006784,169855212,18,
2022,165006784,169855213,18,
2022,165006553,169854979,16,
2022,167296377,172120658,16,
2022,165006916,169855335,16,
2022,165006823,169855241,18,
2022,165006990,169855415,3,
2022,165007260,169855690,16,
2022,165007111,169855541,9,
2022,166567142,171401429,1,
2022,166567143,171401429,27,
2022,166567144,171401429,1,
2022,166567145,171401429,24,
2022,166567146,171401429,24,
2022,165007333,169855764,16,
2022,165006486,169854907,27,
2022,165006775,169855205,25,
2022,165006775,169855206,19,
2022,165006776,169855205,19,
2022,165006776,169855206,25,
2022,165007134,169855561,1,
2022,165006947,169855369,24,
2022,181729228,186392561,18,
2022,165007093,169855521,3,
2022,165006707,169855133,3,
2022,165007403,169855830,27,
2022,165006895,169855312,21,
2022,165007223,169855653,18,
2022,165007223,169855654,18,
2022,165007088,169855515,16,
2022,165007584,169856008,18,
2022,165007584,169856009,18,
2022,165006896,169855310,14,
2022,165006896,169855311,14,
2022,165006896,169855313,14,
2022,165006896,169855314,14,
2022,165006896,169855315,14,
2022,165007357,169855784,24,
2022,166567351,171401628,1,
2022,167296417,172120700,15,
2022,179276587,183968651,14,
2022,165007020,169855446,15,
2022,165007242,169855671,3,
2022,166567253,171401532,18,
2022,166567253,171401533,16,
2022,178398363,183102358,27,
2022,165007094,169855520,27,
2022,165007152,169855578,18,
2022,165007374,169855802,21,
2022,165007299,169855729,18,
2022,171603926,176386731,17,
2022,167296369,172120647,18,
2022,165007119,169855548,16,
2022,165007603,169856031,1,
2022,165007130,169855559,16,
2022,165007197,169855623,17,
2022,165007128,169855556,21,
2022,165007000,169855425,3,
2022,165007419,169855852,14,
