data_year,criminal_act_id,offense_id
2022,9,182978559
2022,9,187690885
2022,9,179285848
2022,9,192758091
2022,9,182973335
2022,9,180877286
2022,9,180877287
2022,9,179287114
2022,6,179287432
2022,6,179287434
2022,6,179291015
2022,6,181619993
2022,6,181619994
2022,6,181620150
2022,6,179290952
2022,8,179290952
2022,6,179290825
2022,6,179291099
2022,9,179290732
2022,8,179291288
2022,6,179290853
2022,6,179291320
2022,6,179291234
2022,7,179291234
2022,9,179290999
2022,9,179291109
2022,8,179291134
2022,8,179290754
2022,6,179291349
2022,8,179291158
2022,6,179291159
2022,9,181619858
2022,8,179291187
2022,6,179290817
2022,6,180877934
2022,6,179291038
2022,6,179291007
2022,9,179291145
2022,9,179291146
2022,9,179291060
2022,9,179290963
2022,9,179291450
2022,9,179291535
2022,6,179291115
2022,9,179291022
2022,9,192758025
2022,6,184345173
2022,9,179291214
2022,6,184344914
2022,9,179291081
2022,6,179291047
2022,6,179291198
2022,9,179291203
2022,9,179291126
2022,9,181620137
2022,6,179291571
2022,9,179291175
2022,9,179290831
2022,9,179291646
2022,9,196067558
2022,9,180877860
2022,9,179290833
2022,6,179290949
2022,6,182973491
2022,9,179291251
2022,9,179291114
2022,9,179291174
2022,6,184345480
2022,9,179290858
2022,6,179291282
2022,9,179291275
2022,9,181620004
2022,9,184344912
2022,9,180877560
2022,9,179291480
2022,9,179291408
2022,9,184345025
2022,6,180877807
2022,9,182973424
2022,6,182973425
2022,6,179291000
2022,9,179291020
2022,9,179291308
2022,9,179291310
2022,6,180877861
2022,9,180877992
2022,9,179290873
2022,6,182973396
2022,6,179291362
2022,6,179291131
2022,9,179291357
2022,9,179291358
2022,9,180877643
2022,9,179291221
2022,9,179291078
2022,9,179291432
2022,6,179291433
2022,5,179291037
2022,11,179291397
2022,9,179291091
2022,9,179290951
2022,6,179291028
2022,9,179291324
2022,9,179291087
2022,9,179291258
2022,6,184344904
2022,7,184345289
2022,9,179290976
2022,9,179291314
2022,9,187688957
2022,6,187688958
2022,9,179290759
2022,9,180877599
2022,9,193631245
2022,9,179291111
2022,9,179291090
2022,9,180878143
2022,9,180878148
2022,6,192757898
2022,9,179291256
2022,6,179291257
2022,9,179290760
2022,9,179291302
2022,9,179290958
2022,6,180878315
2022,9,179291061
2022,9,179292214
2022,9,193631150
2022,9,179291263
2022,9,179290820
2022,9,179290930
2022,9,179290792
2022,6,181619842
2022,6,181619843
2022,9,181619844
2022,6,179291170
2022,3,179291171
2022,9,179291173
2022,9,197540665
2022,9,179290747
2022,9,179291077
2022,9,179291683
2022,9,181619753
2022,9,179291542
2022,9,179291094
2022,9,179291121
2022,9,179290877
2022,9,181619775
2022,6,179290965
2022,9,179291259
2022,9,179291152
2022,9,179291336
2022,9,179291624
2022,9,179291474
2022,9,180877901
2022,9,180877903
2022,9,179291700
2022,9,179291113
2022,9,179291497
2022,9,179291116
2022,9,179291294
2022,9,196086839
2022,9,179291452
2022,9,179291042
2022,9,180877817
2022,9,179291232
2022,9,179291447
2022,9,179291551
2022,9,196086859
2022,9,179291428
2022,9,179291233
2022,9,179291726
2022,9,179291586
2022,9,180878098
2022,9,181619815
2022,9,181620007
2022,9,193631139
2022,9,179291374
2022,9,179291309
2022,9,179291609
2022,6,196086805
2022,6,179291831
2022,9,180878002
2022,9,192757866
2022,9,179291688
2022,9,179291453
2022,9,179291742
2022,9,185929079
2022,9,181619765
2022,6,179291406
2022,5,179291392
2022,9,179291482
2022,9,179291986
2022,9,179291492
2022,9,179291564
2022,9,179291491
2022,9,179291348
2022,9,179291792
2022,9,179291604
2022,9,179291110
2022,9,181619791
2022,9,179291918
2022,9,179291978
2022,9,179291769
2022,9,196067511
2022,6,196067512
2022,6,196067513
2022,6,179291603
2022,9,179291602
2022,9,190582122
2022,9,179291384
2022,9,179291868
2022,9,179291347
2022,9,192758099
2022,6,181620115
2022,9,179291502
2022,9,181620079
2022,9,179291850
2022,9,189111945
2022,9,179291540
2022,1,179291708
2022,6,179291708
2022,9,179291269
2022,9,179292010
2022,9,192757861
2022,9,179291948
2022,9,179291516
2022,9,197540292
2022,9,179291862
2022,9,197540442
2022,6,179291321
2022,9,179291416
2022,9,179291701
2022,9,184345096
2022,9,179292061
2022,9,197540461
2022,9,180877844
2022,6,179291420
2022,9,179291419
2022,9,179291380
2022,9,179291530
2022,9,179292007
2022,9,179291463
2022,9,179291600
2022,6,190582276
2022,6,180877589
2022,9,185929885
2022,9,179291989
2022,9,179291783
2022,9,180877637
2022,9,180877788
2022,9,193631035
2022,9,179291629
2022,9,179291731
2022,6,179291510
2022,9,197540204
2022,9,180878559
2022,9,180878561
2022,9,179291791
2022,9,179291711
2022,6,179291941
2022,6,179291942
2022,6,179291883
2022,6,179291509
2022,9,179291486
2022,6,179291804
2022,3,179291554
2022,9,179291615
2022,9,180877570
2022,6,179291638
2022,6,179291445
2022,9,179291736
2022,9,179291532
2022,9,179291528
2022,6,179291675
2022,6,179292099
2022,6,179292100
2022,9,179291620
2022,9,181619977
2022,9,179291690
2022,9,179291136
2022,9,181619829
2022,6,179291500
2022,9,179291818
2022,9,196086857
2022,6,182973703
2022,9,192758768
2022,9,179291703
2022,9,179291735
2022,9,184345309
2022,9,179291595
2022,9,179291402
2022,9,179291674
2022,6,179291762
2022,9,179291596
2022,9,179291655
2022,9,180878030
2022,9,179291903
2022,9,179291910
2022,9,184345009
2022,9,179291307
2022,9,179291443
2022,9,179292069
2022,9,184345133
