data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2022,150590580,54,300,,
2022,153820627,3,1500,,
2022,161465000,9,0,,
2022,153819423,3,1,,
2022,152990297,3,1,,
2022,148833741,63,1,,
2022,152630255,8,75,,
2022,150016289,63,10,,
2022,148834997,38,1,2022-01-17,
2022,148834997,63,1,2022-01-17,
2022,150016861,38,2000,,
2022,150586591,10,,,
2022,148837914,3,1,2022-01-01,
2022,148837914,25,1,2022-01-01,
2022,148837915,3,2,,
2022,148837915,13,1,,
2022,148837915,20,40,,
2022,148837915,25,1,,
2022,148837915,38,1,,
2022,148837674,31,1000,,
2022,148837944,10,,,
2022,148838020,16,1,,
2022,148837966,35,100,,
2022,150016726,63,1,,
2022,148837844,8,14,,
2022,148837844,29,500,,
2022,148837818,63,500,,
2022,150016819,3,5000,,
2022,150016739,63,1,,
2022,148837987,63,100,,
2022,150016572,3,1,,
2022,150016572,38,1,,
2022,148837977,3,20000,,
2022,148837710,16,1,,
2022,152626343,3,1,,
2022,148838298,17,2000,,
2022,148838298,25,50,,
2022,161464076,63,24,,
2022,156209557,3,1000,,
2022,156209557,38,1,,
2022,148837641,3,1,,
2022,148837641,38,250,,
2022,148837642,20,950,,
2022,148837642,25,125,,
2022,148837642,51,0,,
2022,150586458,3,1,,
2022,148837986,61,120,,
2022,148837950,3,1,,
2022,148838031,16,2,,
2022,148838028,29,670,,
2022,148837751,38,1,,
2022,148837709,16,32,,
2022,161464074,3,1000,,
2022,161464074,38,400,,
2022,148837964,35,1000,,
2022,152626218,61,500,,
2022,162558746,9,0,,
2022,162558746,25,2,,
2022,162558746,51,0,,
2022,162558746,61,1,,
2022,150017042,3,1,,
2022,150017042,38,250,,
2022,148838174,61,400,,
2022,150016821,3,3,,
2022,150016822,61,1,,
2022,150016822,63,3,,
2022,148839940,24,1,,
2022,148837940,6,1,,
2022,148838201,38,600,,
2022,150586583,3,1000,,
2022,151600089,9,0,,
2022,151600089,20,2500,,
2022,151600089,25,500,,
2022,151600089,61,2000,,
2022,148837801,9,0,,
2022,148837801,20,20,,
2022,148837801,25,40,,
2022,148837801,51,0,,
2022,148837801,61,1200,,
2022,148837801,63,200,,
2022,150016650,3,1,,
2022,151600066,25,1,,
2022,151600066,38,1,,
2022,151600066,61,1,,
2022,148837929,30,1,,
2022,148837806,16,100,,
2022,148837806,29,500,,
2022,148838050,20,700,,
2022,148838050,61,100,,
2022,148838051,20,249,,
2022,148837945,3,1000,,
2022,148837947,63,1,,
2022,150016763,61,1,,
2022,148837683,9,0,,
2022,148838128,3,300,,
2022,148838128,38,300,,
2022,148838129,6,800,,
2022,148838129,25,400,,
2022,152626388,61,300,,
2022,148837863,21,6000,,
2022,148837696,3,800,,
2022,148837930,38,1,2022-01-01,
2022,148837766,3,1,,
2022,148837766,38,500,,
2022,148837767,62,600,,
2022,158959534,63,1,,
2022,148838205,3,1,,
2022,148837889,61,1300,2022-01-01,
2022,148837890,61,1300,,
2022,148837865,3,1,,
2022,148838070,36,900,2022-01-01,
2022,148838071,36,900,,
2022,148838010,38,500,,
2022,148838011,25,80,,
2022,148838011,51,0,,
2022,148838011,60,500,,
2022,148838290,3,1,,
2022,148838113,6,1,,
2022,148838113,20,80,,
2022,148837904,8,13,,
2022,148838060,3,1,,
2022,148838060,38,200,,
2022,148838061,61,600,,
2022,148837894,25,100,,
2022,148837894,51,0,,
2022,148837924,63,1,,
2022,148837823,3,2,,
2022,148837823,38,301,,
2022,148837824,9,0,,
2022,148837824,17,400,,
2022,148837824,20,250,,
2022,148837824,25,101,,
2022,150016680,6,1390,,
2022,150016680,25,50,,
2022,150016680,63,550,,
2022,148838062,3,1,,
2022,148837907,42,2,,
2022,150586620,3,20000,,
2022,148838172,9,0,,
2022,148838172,17,70000,,
2022,148838172,51,0,,
2022,152626212,38,1,2022-01-02,
2022,162559043,49,50,,
2022,148837784,3,1,,
2022,150016641,3,1,2022-01-03,
2022,150016642,3,1,,
2022,148837816,38,100,,
2022,148837817,20,400,,
2022,150586628,29,250,,
2022,150586629,6,87,,
2022,150586629,8,31,,
2022,150586629,17,100,,
2022,150586629,62,40,,
2022,152626372,3,1,,
2022,152626372,38,1000,,
2022,155152152,35,1,,
2022,155152153,13,1,2022-01-02,
2022,148837967,3,100,,
2022,148837967,24,100,,
2022,148837969,6,60,,
2022,148837969,9,0,,
2022,148837969,47,0,,
2022,148837969,51,0,,
2022,148837969,63,1150,,
2022,148838022,63,1,,
2022,148837916,61,1,,
2022,148837804,16,1,2022-01-02,
2022,148837805,16,1,,
2022,148837888,38,20,,
2022,148837949,20,300,,
2022,148838034,16,1,,
2022,148837820,63,25,,
2022,148837842,63,300,,
2022,148837843,63,306,,
2022,148837989,3,1,,
2022,148837989,38,300,,
2022,148837990,6,1,,
2022,148837990,9,0,,
2022,148837990,25,250,,
2022,148837990,51,0,,
2022,148837990,52,0,,
2022,148837990,61,1200,,
2022,148838108,3,1,,
2022,148838108,38,250,,
2022,148838109,61,2097,,
2022,148838109,63,900,,
2022,148837645,38,499,,
2022,148837646,7,1300,,
2022,148837646,9,0,,
2022,148837646,20,87,,
2022,148837646,25,50,,
2022,148837646,51,0,,
2022,148837646,61,600,,
2022,148838104,3,1,,
2022,148838104,38,600,,
2022,162558796,11,1,,
2022,150016797,31,5000,,
2022,148838116,38,500,,
2022,148838117,51,0,,
2022,148838117,61,600,,
2022,148837892,3,1,,
2022,148837892,38,250,,
2022,148838084,3,1,,
2022,148838084,38,250,,
2022,148838085,6,600,,
2022,148838085,19,20,,
2022,148838085,25,37,,
2022,148838085,38,10,,
2022,148838085,60,800,,
2022,148838085,61,10,,
2022,148837713,38,600,,
2022,148837714,25,30,,
2022,148837714,63,90,,
2022,148837774,3,1,,
2022,148838090,35,1,,
2022,148837791,47,0,,
2022,148838164,63,1800,,
2022,148837636,19,12,,
2022,148837636,20,88,,
2022,148837803,63,18,,
2022,148837899,28,1,,
2022,148838043,3,1,,
2022,148838064,3,1,,
2022,148838064,38,1,,
2022,148838065,38,1,,
2022,148837895,63,1,,
2022,150586561,30,1,,
2022,150586562,4,400,,
2022,150586562,63,80,,
2022,148838192,52,0,,
2022,148837919,38,200,,
2022,148837920,23,200,,
2022,148837961,30,400,,
2022,150016597,3,1,,
2022,150016597,38,200,,
2022,150016598,63,10,,
2022,148837936,3,1,,
2022,148837998,3,1,,
2022,148837998,38,500,,
2022,148837999,6,700,,
2022,148837999,63,50,,
2022,148837796,61,1,,
2022,150586612,3,2,,
2022,150586612,38,1,,
2022,148838088,24,1,,
2022,148838089,7,1000,,
2022,148838089,27,15,,
2022,148838089,61,1060,,
2022,150016473,3,1,,
2022,150016473,38,200,,
2022,150016474,61,400,,
2022,150016474,63,850,,
2022,150586490,8,90,,
2022,161478054,16,20,,
2022,161478054,19,150,,
2022,161478030,19,12,,
2022,148837900,3,1,,
2022,148837900,38,300,,
2022,148837901,25,200,,
2022,150016629,8,70,,
2022,148838033,61,1000,,
2022,148837825,3,1,,
2022,148837825,38,200,,
2022,148837826,6,800,,
2022,148837826,7,800,,
2022,148837826,25,60,,
2022,148837826,63,30,,
2022,148838082,3,1,,
2022,148838082,38,1,,
2022,148838083,9,0,,
2022,148838083,20,300,,
2022,148838083,25,100,,
2022,148838083,51,0,,
2022,148838083,61,300,,
2022,148838083,63,80,,
2022,148837953,10,,,
2022,148838048,36,1065,,
2022,151600017,3,12500,,
2022,148837757,3,1,,
2022,148837757,38,200,,
2022,148837758,6,1800,,
2022,148837758,13,459,,
2022,148837758,25,4700,,
2022,148837758,49,55,,
2022,162559128,61,1,,
2022,148837893,9,0,,
2022,148837893,25,1,,
2022,148837893,51,0,,
2022,148838295,17,400,,
2022,148838295,25,240,,
2022,148838221,25,301,,
2022,148838221,51,0,,
2022,148838221,63,1,,
2022,148838029,3,1,,
2022,162559008,63,84,,
2022,148837921,24,1,,
2022,148837781,8,5,,
2022,148837813,3,1,,
2022,148838282,3,1,,
2022,148838282,38,200,,
2022,148837688,3,1,,
2022,150016702,63,1,,
2022,148837859,30,75,,
2022,148837707,38,40,,
2022,148837708,63,30,,
2022,148837797,3,1,,
2022,148837798,17,7000,,
2022,148837798,20,20000,,
2022,148837798,25,3,,
2022,161477998,8,25,,
2022,161478018,8,13,,
2022,148838568,3,600,,
2022,148838118,38,400,,
2022,148838119,20,150,,
2022,148838119,25,65,,
2022,148838119,47,0,,
2022,148838119,51,0,,
2022,148838323,19,57,,
2022,148838097,36,20,,
2022,148838097,63,40,,
2022,148837873,51,0,,
2022,148838386,63,100,,
2022,148838149,42,10000,,
2022,148838121,3,1,,
2022,148838121,38,1,,
2022,148838122,6,250,,
2022,148838122,61,75,,
2022,148838260,16,80,,
2022,148838260,61,1100,,
2022,148838068,3,1,,
2022,148838389,9,0,,
2022,151600023,3,1,,
2022,148838225,63,400,,
2022,148838521,63,11,,
2022,148838522,63,4000,,
2022,161478015,8,3,,
2022,161478045,63,38,,
2022,148838353,9,0,,
2022,148838353,20,75,,
2022,161477979,6,1,,
2022,161477979,16,45,,
2022,148838368,52,0,,
2022,148837941,3,1,,
2022,148837941,38,200,,
2022,148838094,3,1,,
2022,148838094,38,1,,
2022,148838095,20,50,,
2022,162558998,63,400,,
2022,148838333,6,120,,
2022,148838333,7,1100,,
2022,148838333,9,0,,
2022,148838333,25,250,,
2022,148838333,47,0,,
2022,148838333,61,200,,
2022,150016555,3,5000,,
2022,148838176,63,225,,
2022,148838283,9,0,,
2022,161477967,19,45,2022-01-03,
2022,161477968,19,45,,
2022,161477956,36,140,,
2022,148837958,52,0,,
2022,148838148,3,1,,
2022,148838148,38,200,,
2022,150016526,3,4000,,
2022,148838147,3,1,,
2022,148838147,38,200,,
2022,148838199,38,300,,
2022,148838312,3,1,,
2022,150586447,61,600,,
2022,148838111,30,1,,
2022,148838187,3,1,,
2022,148838156,24,1,,
2022,148838246,3,1,,
2022,148838266,52,0,,
2022,148838485,61,800,,
2022,148838087,7,1136,,
2022,148838087,23,640,,
2022,148838087,61,38,,
2022,161478004,61,930,,
2022,148838328,3,400,,
2022,148838328,38,400,,
2022,148838310,20,100,,
2022,159619729,8,5,,
2022,159619729,16,20,,
2022,148838308,38,200,,
2022,148838269,52,0,,
2022,148838284,3,1,,
2022,148838285,61,3500,,
2022,148838285,63,220,,
2022,148838189,20,155,,
2022,148838306,3,1,,
2022,150586627,3,1,,
2022,148838336,61,1800,,
2022,148838336,63,250,,
2022,148838592,19,393,,
2022,148838592,34,30,,
2022,148838542,63,1300,,
2022,148838339,38,1,,
2022,148838332,3,1,,
2022,148838332,38,250,,
2022,148838135,3,1,,
2022,153819340,3,1,,
2022,161464050,10,,,
2022,161464051,3,1,,
2022,148838153,63,1,,
2022,148838154,36,302,,
2022,162558885,63,1,,
2022,157329944,38,600,,
2022,148838477,38,200,,
2022,148838478,7,4300,,
2022,148838478,9,0,,
2022,148838478,20,20,,
2022,148838478,25,332,,
2022,148838478,51,0,,
2022,148838478,61,250,,
2022,148838478,63,231,,
2022,148838302,3,1,,
2022,148838302,38,2,,
2022,148838303,63,3,,
2022,148838322,36,100,,
2022,148838209,47,0,,
2022,148838489,52,0,,
2022,148838078,3,1,,
2022,148838078,38,1,,
2022,148838079,36,350,,
2022,148838236,63,7,,
2022,148838384,52,0,,
2022,150016492,3,1,,
2022,150016492,38,200,,
2022,148838341,3,1,2022-01-04,
2022,148838023,20,985,,
2022,148837951,16,2,,
2022,150016950,16,1,,
2022,150017266,3,1,,
2022,148838150,3,2,,
2022,148838261,63,45,,
2022,148838200,25,50,,
2022,148838200,61,1200,,
2022,148838440,3,1000,,
2022,150016587,3,1,,
2022,150586698,3,1,,
2022,162558807,63,2500,,
2022,148838168,42,200,,
2022,150586539,4,2500,,
2022,150586539,7,800,,
2022,148838092,3,600,,
2022,148838093,20,5,,
2022,148838093,63,110,,
2022,148838337,24,1,,
2022,162558936,9,0,,
2022,162558936,51,0,,
2022,148838580,19,212,,
2022,162558864,63,55,,
2022,162558953,56,1,,
2022,148838133,29,500,,
2022,148838363,63,55,,
2022,148837975,32,100,,
2022,148837976,36,100,,
2022,150586657,16,39,,
2022,148838123,3,500,,
2022,148838123,38,500,,
2022,150016899,8,142,,
2022,148838313,3,1,,
2022,148838313,38,500,,
2022,148838314,6,500,,
2022,148838314,8,1,,
2022,148838314,63,250,,
2022,148838652,9,0,,
2022,148838554,61,500,,
2022,148838114,38,50,,
2022,148838279,3,1,,
2022,148838279,38,200,,
2022,148838280,56,24,,
