data_year,victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,age_range_low_num,age_code_range_high
2022,167302184,151569497,1,4,,,,57,54,F,20,20,U,54,
2022,168651496,152750784,1,4,,,,20,17,F,20,20,R,17,
2022,171606164,155326464,1,4,,,,48,45,M,20,20,,45,
2022,173352180,156857304,1,4,,,,23,20,F,20,50,,20,
2022,181711787,164157796,1,4,,,,46,43,M,20,40,,43,
2022,171604258,155324870,1,4,,,,89,86,M,20,20,R,86,
2022,170501644,154371166,1,4,,,,59,56,F,20,20,N,56,
2022,165001669,149542977,1,4,,,,64,61,F,20,20,R,61,
2022,165001673,149542977,2,3,,,,104,NS,X,99,50,,,
2022,178398577,161264128,1,4,,,,38,35,F,20,20,N,35,
2022,170021566,153948830,1,1,,,,104,NS,X,99,50,,,
2022,170021567,153948830,2,3,,,,104,NS,X,99,50,,,
2022,168646482,152746335,1,4,,,,31,28,F,20,20,N,28,
2022,166566532,150921281,1,4,,,,56,53,M,98,20,,53,
2022,166566533,150921281,3,3,,,,104,NS,X,99,50,,,
2022,165002880,149543978,1,4,,,,65,62,M,10,20,,62,
2022,165003174,149544227,1,4,,,,59,56,F,20,40,,56,
2022,165003175,149544227,2,4,,,,60,57,M,20,20,,57,
2022,165003176,149544227,3,8,,,,104,NS,X,99,50,,,
2022,166567409,150921998,1,4,,,,50,47,M,20,20,,47,
2022,165006679,149547197,1,8,,,,104,NS,X,99,50,,,
2022,167296589,151564605,3,8,,,,104,NS,X,99,50,,,
2022,167296747,151564741,1,8,,,,104,NS,X,99,50,,,
2022,165006624,149547149,1,8,,,,104,NS,X,99,50,,,
2022,165006508,149547043,1,8,,,,104,NS,X,99,50,,,
2022,165006763,149547271,1,8,,,,104,NS,X,99,50,,,
2022,165006412,149546968,1,4,,,,24,21,F,10,50,,21,
2022,165006942,149547419,1,8,,,,104,NS,X,99,50,,,
2022,165006532,149547071,1,8,,,,104,NS,X,99,50,,,
2022,165006976,149547448,1,8,,,,104,NS,X,99,50,,,
2022,165006897,149547381,1,8,,,,104,NS,X,99,50,,,
2022,165006665,149547185,1,4,,,,35,32,M,20,50,,32,
2022,165006771,149547278,1,4,,,,29,26,M,20,20,,26,
2022,165006799,149547302,1,8,,,,104,NS,X,99,50,,,
2022,165006436,149546987,1,1,,,,104,NS,X,99,50,,,
2022,165006437,149546987,2,8,,,,104,NS,X,99,50,,,
2022,165007001,149547473,1,8,,,,104,NS,X,99,50,,,
2022,165006830,149547321,1,8,,,,104,NS,X,99,50,,,
2022,167296460,151564489,1,4,,,,27,24,M,10,40,,24,
2022,165006921,149547400,1,4,,,,32,29,F,20,20,R,29,
2022,171604247,155324861,1,4,,,,27,24,M,10,20,N,24,
2022,165006855,149547347,1,4,,,,91,88,F,20,20,,88,
2022,165006856,149547347,2,8,,,,104,NS,X,99,50,,,
2022,165006500,149547039,1,8,,,,104,NS,X,99,50,,,
2022,166567182,150921810,1,4,,,,75,72,M,20,20,R,72,
2022,166567183,150921810,2,8,,,,104,NS,X,99,50,,,
2022,165006702,149547217,1,8,,,,104,NS,X,99,50,,,
2022,165006671,149547191,1,8,,,,104,NS,X,99,50,,,
2022,165006672,149547191,2,1,,,,104,NS,X,99,50,,,
2022,165006673,149547191,3,4,,,,48,45,M,10,20,N,45,
2022,165006816,149547308,1,4,,,,33,30,F,10,10,,30,
2022,165006817,149547308,2,4,,,,29,26,M,98,10,,26,
2022,165006724,149547235,1,4,,,,34,31,M,10,10,,31,
2022,165006634,149547159,1,4,,,,37,34,M,10,20,,34,
2022,165007091,149547548,1,4,,,,38,35,M,20,20,R,35,
2022,165007170,149547621,1,4,,,,47,44,M,20,40,R,44,
2022,166567342,150921943,1,4,,,,35,32,M,20,50,,32,
2022,166567343,150921943,2,4,,,,42,39,F,20,50,,39,
2022,165006778,149547284,1,8,,,,104,NS,X,99,50,,,
2022,165006685,149547203,1,4,,,,33,30,M,20,50,,30,
2022,178398514,161264073,1,4,,,,31,28,F,98,20,U,28,
2022,170015778,153943840,1,8,,,,104,NS,X,99,50,,,
2022,166567204,150921828,1,4,,,,32,29,M,40,20,R,29,
2022,165006879,149547366,1,4,,,,30,27,F,20,50,,27,
2022,170015498,153943612,1,8,,,,104,NS,X,99,50,,,
2022,165006744,149547254,1,4,,,,50,47,M,98,50,,47,
2022,165006712,149547226,1,8,,,,104,NS,X,99,50,,,
2022,165006865,149547354,1,8,,,,104,NS,X,99,50,,,
2022,166566950,150921614,1,4,,,,35,32,M,98,40,,32,
2022,165006868,149547356,2,4,,,,45,42,M,20,40,R,42,
2022,165006869,149547356,3,1,,,,104,NS,X,99,50,,,
2022,165006788,149547293,1,4,,,,35,32,M,10,40,,32,
2022,167296736,151564730,1,4,,,,45,42,M,20,20,,21,64
2022,165007204,149547650,1,8,,,,104,NS,X,99,50,,,
2022,165006845,149547335,1,4,,,,39,36,M,10,10,,36,
2022,165006488,149547031,1,4,,,,51,48,U,98,50,,48,
2022,165006513,149547052,1,4,,,,31,28,F,20,20,R,28,
2022,170015753,153943822,3,4,,,,50,47,U,98,40,R,47,
2022,165007279,149547717,1,4,,,,29,26,M,98,40,,26,
2022,181710397,164156592,1,4,,,,62,59,M,40,50,,59,
2022,166567105,150921747,1,4,,,,33,30,F,20,10,R,30,
2022,165006515,149547054,1,4,,,,47,44,F,20,20,R,44,
2022,174775314,158095467,1,4,,,,54,51,M,20,40,N,51,
2022,165006620,149547146,1,8,,,,104,NS,X,99,50,,,
2022,168646640,152746472,1,8,,,,104,NS,X,99,50,,,
2022,165006904,149547389,1,4,,,,34,31,F,20,50,,31,
2022,165006385,149546948,1,4,,,,24,21,M,20,20,N,21,
2022,165006386,149546948,2,4,,,,59,56,M,20,20,N,56,
2022,167296382,151564425,1,4,,,,27,24,F,10,10,N,24,
2022,165006777,149547283,1,4,,,,38,35,M,20,20,R,35,
2022,165006878,149547365,1,4,,,,37,34,M,10,10,,34,
2022,165006844,149547334,1,4,,,,27,24,F,20,20,N,24,
2022,170016100,153944106,1,8,,,,104,NS,X,99,50,,,
2022,165006838,149547328,1,4,,,,35,32,F,20,20,R,32,
2022,165006537,149547076,1,4,,,,36,33,F,20,20,R,33,
2022,165006934,149547415,1,4,,,,38,35,F,20,20,U,35,
2022,165006935,149547415,2,8,,,,104,NS,X,99,50,,,
2022,165006930,149547412,1,4,,,,30,27,F,20,40,R,27,
2022,165006543,149547081,1,4,,,,52,49,F,20,20,,49,
2022,165006487,149547030,1,9,,,,104,NS,X,99,50,,,
2022,167296601,151564614,1,4,,,,25,22,F,10,50,,22,
2022,181710395,164156590,1,3,,,,104,NS,X,99,50,,,
2022,165006854,149547344,1,9,,,,104,NS,X,99,50,,,
2022,170015496,153943610,1,4,,,,54,51,F,10,50,R,51,
2022,183176873,165442465,1,4,,,,25,22,F,10,20,,22,
2022,166567661,150922217,1,4,,,,43,40,F,10,20,N,35,45
2022,166566807,150921497,1,4,,,,22,19,F,20,20,U,19,
2022,165007118,149547574,1,4,,,,27,24,F,20,20,R,24,
2022,165007052,149547516,1,4,,,,55,52,F,20,20,R,52,
2022,166567345,150921945,1,4,,,,37,34,M,10,20,,34,
2022,166567346,150921945,2,4,,,,56,53,M,20,50,,53,
2022,166567347,150921945,3,4,,,,31,28,F,98,10,,28,
2022,165009549,149549688,1,4,,,,37,34,F,20,50,,34,
