data_year,suspect_using_id,offense_id
2022,4,181625733
2022,4,182978559
2022,4,185931304
2022,4,187690885
2022,4,196068971
2022,4,185929400
2022,4,184823640
2022,4,179285847
2022,4,179285848
2022,3,192758091
2022,4,184351142
2022,4,184351143
2022,4,182973335
2022,4,180877286
2022,4,180877287
2022,4,179287114
2022,4,179287432
2022,4,179287433
2022,4,179287434
2022,4,180878155
2022,4,179291015
2022,4,181619993
2022,4,181619994
2022,4,181620150
2022,4,179290952
2022,4,179290825
2022,4,179291099
2022,4,179290732
2022,4,179291288
2022,4,179290853
2022,4,179291320
2022,4,179291234
2022,4,179290999
2022,4,179291109
2022,4,179291134
2022,4,179290753
2022,4,179290754
2022,4,179291349
2022,4,179291158
2022,4,179291159
2022,1,181619858
2022,4,179291265
2022,4,185929391
2022,4,179291186
2022,4,179291187
2022,4,179290817
2022,4,180877934
2022,4,180877935
2022,4,179291038
2022,4,179291006
2022,4,179291007
2022,4,179291145
2022,4,179291146
2022,4,179291060
2022,4,179290963
2022,4,179290964
2022,4,179291450
2022,4,179291535
2022,4,180878091
2022,4,179291115
2022,4,179291022
2022,4,192758025
2022,4,184345173
2022,4,180877958
2022,4,179291214
2022,4,179291215
2022,4,184344914
2022,4,179291081
2022,4,179291047
2022,4,179291198
2022,4,180877698
2022,4,179291202
2022,4,179291203
2022,4,179291126
2022,4,181620137
2022,4,179291571
2022,4,179291175
2022,4,179290806
2022,4,179290831
2022,4,184345151
2022,4,179291646
2022,4,179291647
2022,4,196067558
2022,4,196067559
2022,4,180877860
2022,4,179290833
2022,4,189112031
2022,4,189112032
2022,4,179290949
2022,4,182973491
2022,4,179291251
2022,4,179290707
2022,4,179290708
2022,4,181619780
2022,4,179291114
2022,4,179291213
2022,4,179291174
2022,4,184345480
2022,1,179291167
2022,4,179290858
2022,4,179291281
2022,4,179291282
2022,4,179291275
2022,4,179291276
2022,4,179290865
2022,4,179290805
2022,4,181620004
2022,4,196067556
2022,4,179291183
2022,4,184344912
2022,4,197540213
2022,4,180878411
2022,4,180877560
2022,4,179291480
2022,4,179291481
2022,4,179291408
2022,4,180878093
2022,4,180878094
2022,4,179293959
2022,4,179291154
2022,4,179291517
2022,4,184345025
2022,4,181619981
2022,4,182973474
2022,4,182973475
2022,4,179290936
2022,4,180877807
2022,4,180877808
2022,4,182973424
2022,4,182973425
2022,4,179291000
2022,4,179291020
2022,4,179291130
2022,4,179290944
2022,4,179291308
2022,4,179291310
2022,4,179291160
2022,4,180877861
2022,4,179291164
2022,4,180877992
2022,4,179290769
2022,4,179290873
2022,4,182973395
2022,4,182973396
2022,4,179291414
2022,4,179291415
2022,4,179291362
2022,1,184345220
2022,4,179291032
2022,4,179290787
2022,4,179291131
2022,4,179290887
2022,4,179290888
2022,4,179291357
2022,4,179291358
2022,4,180877643
2022,4,179291221
2022,4,192757837
2022,4,179291521
2022,4,179291078
2022,4,179291432
2022,4,179291433
2022,4,179291036
2022,4,179291037
2022,4,179291334
2022,4,179291244
2022,4,179291245
2022,4,179291635
2022,4,179291397
2022,4,179291096
2022,4,179291322
2022,4,179291323
2022,4,179291079
2022,4,179291091
2022,4,179290951
2022,4,179291124
2022,4,179290972
2022,4,179290973
2022,4,180877859
2022,4,179291028
2022,4,179291324
2022,4,179291100
2022,4,181620042
2022,4,179291087
2022,4,179291479
2022,4,179291258
2022,4,184344904
2022,4,197540566
2022,4,179290918
2022,4,184345289
2022,4,180877793
2022,4,179290961
2022,4,179290962
2022,4,181620055
2022,4,181620056
2022,4,184345199
2022,4,179290976
2022,4,179291314
2022,4,187688957
2022,4,187688958
2022,4,187688959
2022,4,179290759
2022,4,180877599
2022,4,179291188
2022,4,179291189
2022,4,193631245
2022,4,179291266
2022,4,179291111
2022,4,179290940
2022,4,179291074
2022,4,179291090
2022,4,179291166
2022,4,180878143
2022,1,180878148
2022,4,192757898
2022,4,179291285
2022,4,179290968
2022,4,179291003
2022,4,179291004
2022,4,197540468
2022,4,179291217
2022,4,179291218
2022,4,179291219
2022,4,179291256
2022,4,179291257
2022,4,179291387
2022,4,179291388
2022,4,179290713
2022,4,179290714
2022,4,179291382
2022,4,197540276
2022,4,179290760
2022,4,180878053
2022,4,179291398
2022,4,179291399
2022,4,179291075
2022,4,179291076
2022,4,192758161
2022,4,179291353
2022,4,179291354
2022,4,179290809
2022,4,179290810
2022,4,179290903
2022,4,179291363
2022,4,179291364
2022,4,179290925
2022,4,179291467
2022,4,179290701
2022,4,179290939
2022,4,179291086
2022,4,179291302
2022,4,179291303
2022,4,179291327
2022,4,179291328
2022,4,179290958
2022,4,180878315
2022,4,179291080
2022,4,179291061
2022,4,181619945
2022,4,181619946
2022,4,179291507
2022,4,179291118
2022,4,179291122
2022,4,179292214
2022,4,193631150
2022,4,179291182
2022,4,180877733
2022,4,180877734
2022,4,179291263
