data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2022,5,161463926,166.000,1,14541206
2022,10,151601024,2.000,9,13119074
2022,1,151600785,170.097,1,13119063
2022,7,151601157,9.000,9,13119078
2022,5,152626695,181.437,1,13278233
2022,17,152626695,2.000,9,13278234
2022,4,161464039,1.000,9,14541231
2022,4,151600801,1.000,9,13119065
2022,10,152626602,17.000,1,13278231
2022,5,151600983,671.884,1,13119072
2022,10,151601316,1.000,11,13119087
2022,1,151601181,1.000,1,13119081
2022,10,151601171,2.000,9,13119080
2022,16,151601232,26.000,9,13119083
2022,16,151601232,1.000,11,13119084
2022,5,161463856,27.000,1,14541192
2022,10,151601341,29.574,5,13119088
2022,10,151602950,1.000,11,13119168
2022,10,151601475,1.000,11,13119098
2022,5,151601445,111.500,1,13119096
2022,2,152626501,4.000,9,13278228
2022,1,151601407,36.000,1,13119092
2022,2,151601486,2.000,9,13119099
2022,12,151601307,1.000,11,13119086
2022,16,151601470,1.000,11,13119097
2022,16,151602817,25.000,9,13119166
2022,1,151601577,1.000,9,13119106
2022,5,151601421,110.563,1,13119093
2022,1,151601540,4.000,1,13119103
2022,5,151601540,76.000,1,13119104
2022,1,151601364,76.000,9,13119090
2022,16,151603008,84.000,9,13119169
2022,1,151601207,1.000,1,13119082
2022,5,151601366,513.126,1,13119091
2022,10,151601689,1.000,5,13119113
2022,10,151601692,1.000,11,13119114
2022,8,151601592,15.000,9,13119108
2022,1,151601780,1.000,11,13119117
2022,12,151601718,15.000,9,13119116
2022,2,151601788,28.000,1,13119118
2022,5,151601899,459.000,1,13119122
2022,8,151601899,15.000,1,13119123
2022,5,151601579,360.039,1,13119107
2022,1,151601860,4.000,1,13119121
2022,7,151601545,14.000,9,13119105
2022,10,151601658,5.000,9,13119112
2022,1,151601858,1.000,9,13119120
2022,5,151602135,4.000,9,13119125
2022,5,161464084,207.000,1,14541243
2022,5,161464087,2.000,9,14541244
2022,5,161464013,498.952,1,14541224
2022,12,151602189,17.000,1,13119128
2022,1,151602434,1.000,1,13119147
2022,16,151602434,2.000,1,13119148
2022,7,161464022,8.600,1,14541226
2022,1,151602374,49.000,1,13119145
2022,16,151602374,68.000,9,13119146
2022,5,151602211,1000.500,1,13119129
2022,2,151602289,4.810,1,13119136
2022,1,151602291,294.835,1,13119137
2022,16,151602291,3.000,9,13119138
2022,1,151602307,19.000,9,13119140
2022,5,151602307,59.534,1,13119141
2022,16,151602307,18.000,9,13119142
2022,5,161464034,225.000,1,14541229
2022,10,151602578,6.000,9,13119154
2022,5,161463928,365.000,1,14541207
2022,10,151602585,7.000,9,13119155
2022,3,151602788,0.500,1,13119163
2022,5,151602697,135.993,1,13119159
2022,5,161463837,141.748,1,14541191
2022,10,151602629,1.000,9,13119158
2022,5,151602721,148.000,1,13119160
2022,1,151603056,468.000,1,13119171
2022,2,151603056,484.000,1,13119172
2022,5,151603344,816.466,1,13119185
2022,1,151603260,1.000,11,13119179
2022,16,151603079,1.000,11,13119174
2022,10,162559459,29.574,5,14676710
2022,5,156209588,1859.729,1,13811969
2022,1,151603140,150.000,1,13119176
2022,1,151603422,61.500,1,13119190
2022,5,151603422,198.447,1,13119191
2022,16,151603422,10.000,9,13119192
2022,7,161463836,1101.500,9,14541190
2022,1,151603368,1.000,9,13119186
2022,2,151603368,2.000,9,13119187
2022,16,151603368,15.000,9,13119188
2022,1,151603315,1.000,1,13119183
2022,16,151603315,2.000,1,13119184
2022,2,151603455,0.500,1,13119195
2022,10,151603659,45.359,1,13119199
2022,5,152626961,1.000,9,13278241
2022,2,151603688,0.200,1,13119200
2022,5,151603732,85.049,1,13119202
2022,5,156209570,452.000,1,13811967
2022,16,156209570,91.000,9,13811968
2022,1,151603755,2.000,9,13119203
2022,5,161464067,359.000,1,14541238
2022,5,161463828,24.000,1,14541187
2022,5,151603936,3.000,9,13119219
2022,12,151603936,1.000,9,13119220
2022,5,161464083,7.000,9,14541242
2022,16,151604064,1.000,9,13119231
2022,1,152627031,53.000,1,13278245
2022,16,152627031,276.000,1,13278246
2022,16,151603782,2.000,9,13119209
2022,5,152626798,73.000,1,13278239
2022,1,151603973,1.000,1,13119224
2022,5,151603773,1.000,11,13119206
2022,5,151603956,197.330,1,13119222
2022,4,162559728,1.000,9,14676713
2022,1,151603933,1.000,9,13119216
2022,1,151603933,2.500,1,13119217
2022,1,151603858,1.000,9,13119213
2022,1,151603858,3.100,1,13119214
2022,5,152627217,7.000,1,13278251
2022,10,151603832,1.000,5,13119211
2022,1,152627143,6.000,1,13278250
2022,1,151604025,4.000,1,13119226
2022,1,151604044,1.000,9,13119228
2022,5,152627133,392.000,1,13278249
2022,5,151604074,110.563,1,13119233
2022,12,152627316,1.000,11,13278255
2022,5,161464017,148.000,1,14541225
2022,5,152627385,726.000,1,13278258
2022,10,158959526,1.000,11,14190983
2022,1,152627094,1.000,1,13278248
2022,2,152627292,1.000,11,13278254
2022,1,152627377,9.000,1,13278257
2022,5,152627333,300.505,1,13278256
2022,1,152627758,10.000,1,13278278
2022,1,152627870,4.000,1,13278286
2022,16,152627870,22.000,9,13278287
2022,5,152627759,1184.727,1,13278279
2022,2,162559662,1.000,9,14676712
2022,5,152627841,598.175,1,13278282
2022,5,152627645,1.000,9,13278270
2022,16,152627581,1.000,9,13278266
2022,5,152627649,626.524,1,13278271
2022,5,152627671,595.340,1,13278272
2022,1,152627867,2.000,9,13278285
2022,5,152627565,5.000,9,13278263
2022,5,152627565,277.500,1,13278264
2022,5,152627684,989.398,1,13278273
2022,5,161463968,3.000,9,14541211
2022,5,161463968,70.000,1,14541212
2022,1,152627608,10.200,1,13278267
2022,10,152627608,1.000,9,13278268
2022,7,161464092,1.000,11,14541245
2022,16,152628387,1.000,11,13278305
2022,1,158959704,28.590,1,14190999
2022,12,158959704,931.580,1,14191000
2022,5,152628033,130.408,1,13278295
2022,5,161463859,3628.739,1,14541193
2022,1,152629497,1.000,1,13278365
2022,5,161463974,113.398,1,14541214
2022,2,152628288,7.087,1,13278302
2022,1,152628175,12.100,1,13278298
2022,1,158959602,28.000,1,14190990
2022,1,162559630,1.000,9,14676711
2022,2,152627000,20.000,1,13278242
2022,5,152627000,508.000,1,13278243
2022,12,152628278,5.100,1,13278300
2022,5,153819447,1046165.442,1,13460656
2022,7,161463887,18.000,9,14541201
2022,10,152629846,29.574,5,13278378
2022,1,152628627,3.800,1,13278323
2022,1,152628474,18.000,9,13278312
2022,1,152628474,14.000,1,13278313
2022,5,152628474,4.000,9,13278314
2022,5,161464071,478.000,1,14541241
2022,16,152628883,1814.369,1,13278338
2022,5,152628719,1.000,9,13278330
2022,5,152628719,39.000,1,13278331
2022,5,161464058,170.097,1,14541234
2022,16,152628669,43.000,9,13278327
2022,5,152628787,1.000,9,13278333
2022,5,152628787,68.039,1,13278334
2022,10,152628667,1.000,11,13278326
2022,12,152628695,1.000,1,13278328
2022,5,152628865,118.000,1,13278336
2022,16,152628865,46.000,9,13278337
2022,5,161464069,1.000,1,14541239
2022,3,152629156,28.350,1,13278349
2022,5,152629063,907.185,1,13278345
2022,5,152628924,98.670,1,13278339
2022,5,152628963,1.000,9,13278340
2022,1,152629106,3.000,1,13278346
2022,5,152629106,183.000,1,13278347
2022,16,152629192,17.000,9,13278350
2022,5,152629144,595.340,1,13278348
2022,5,152629495,2107.000,1,13278364
2022,1,152630533,0.910,1,13278420
2022,16,152629324,68.039,1,13278358
2022,5,156209678,19958.064,1,13811972
2022,5,153819600,635.000,1,13460660
2022,5,156209663,3492.661,1,13811971
2022,5,152629282,2689.000,1,13278353
2022,16,152629282,1242.000,9,13278354
2022,5,152629390,1287.068,1,13278362
2022,1,156209686,12.000,1,13811973
2022,16,152630504,7.000,9,13278418
2022,1,162559867,1.000,11,14676715
2022,2,162559867,1.000,11,14676716
2022,5,152629608,416.738,1,13278369
2022,16,158959642,6.000,9,14190995
2022,5,152629704,30.350,1,13278375
2022,16,152629704,2.000,9,13278376
2022,1,158959517,0.500,1,14190980
2022,10,158959517,1.000,9,14190981
2022,5,152629676,504.622,1,13278374
2022,5,162559965,150.252,1,14676717
2022,4,152629732,1.000,9,13278377
2022,1,152629899,2.000,1,13278381
2022,11,152629899,60.000,1,13278382
2022,1,152629937,32.000,1,13278386
2022,10,152629937,88.721,5,13278387
2022,12,152629937,58.000,1,13278388
2022,1,152630097,3.500,1,13278393
2022,5,152629909,1.000,9,13278383
2022,1,152630237,126.000,1,13278397
2022,16,152630237,11.000,1,13278398
2022,5,152629983,2552.000,1,13278389
2022,1,152630093,19.300,1,13278391
2022,16,152630093,39.200,1,13278392
2022,10,152630286,1.000,11,13278402
2022,5,152630189,1.000,9,13278396
2022,5,161464101,498.952,1,14541246
2022,10,158959524,2.000,9,14190982
2022,10,152630071,1.000,11,13278390
2022,2,152630150,1.000,1,13278395
2022,16,152630545,1.000,1,13278422
2022,5,155152014,280660.279,1,13662649
2022,7,161463879,3.000,9,14541199
2022,5,152630441,212.621,1,13278411
2022,12,162559834,1.000,11,14676714
2022,5,153819653,190.509,1,13460664
2022,7,161463877,2.000,9,14541196
2022,10,152630338,1.000,9,13278404
2022,16,153819679,41.000,9,13460668
2022,16,161464037,1.000,9,14541230
2022,5,153819656,1.000,9,13460665
2022,5,153819700,1.000,9,13460669
2022,10,153819700,1.000,9,13460670
2022,12,152990543,1.000,9,13331038
2022,5,153819711,413.000,1,13460671
2022,2,152990714,4.000,1,13331046
2022,10,152990360,29.574,5,13331034
2022,5,152990544,140.330,1,13331039
2022,5,152991836,262.000,1,13331107
2022,7,152990826,1.000,11,13331052
2022,12,152990698,3.000,9,13331045
2022,5,158959596,255.146,1,14190989
2022,1,152990946,1.000,9,13331055
2022,10,152990676,1.000,9,13331044
2022,5,152990736,155.922,1,13331047
2022,5,152990737,464.500,1,13331048
2022,4,152990740,1.000,1,13331049
2022,16,158959591,29.000,9,14190988
2022,10,152990749,88.721,5,13331050
2022,16,152990749,2.000,9,13331051
2022,2,152990874,1.000,9,13331053
2022,10,152991176,29.574,5,13331068
2022,1,152990999,1.000,9,13331061
2022,10,152990999,4.000,9,13331062
2022,12,152990999,1.000,9,13331063
2022,16,152990969,8.700,1,13331056
2022,1,152991140,63.000,9,13331066
2022,1,152990992,15.000,1,13331058
2022,5,152990992,175.500,1,13331059
2022,16,152991050,1.000,11,13331064
2022,1,152990994,6.900,1,13331060
2022,5,152990940,268.000,1,13331054
2022,1,152991228,5.000,1,13331072
2022,1,152991269,1.000,9,13331077
2022,1,152991269,10.000,1,13331078
2022,1,152991257,5.200,1,13331074
2022,5,152991257,12.800,1,13331075
2022,5,157330065,141.748,1,13969089
2022,10,152991143,2.000,9,13331067
2022,2,152991417,1.000,1,13331081
2022,4,152991384,3.000,9,13331080
2022,1,152991181,2.000,9,13331069
2022,16,152991181,1.000,9,13331070
2022,10,152991459,44.360,5,13331086
2022,16,152991259,4.000,9,13331076
2022,5,152991499,229.631,1,13331091
2022,16,152991787,3.000,9,13331103
2022,5,152991608,289.000,1,13331097
2022,1,152991496,24.000,1,13331089
2022,16,152991496,674.000,9,13331090
2022,10,152991448,1.000,9,13331085
2022,1,152991443,1.000,9,13331083
2022,1,152991443,3.000,1,13331084
2022,5,152991476,725.748,1,13331087
2022,3,152991562,2206.000,9,13331094
2022,5,152991562,136.000,9,13331095
2022,12,152991534,3.000,9,13331092
2022,10,152991556,29.574,5,13331093
2022,5,152991734,424.000,1,13331101
2022,10,152991734,1.000,11,13331102
2022,1,153819860,1.000,11,13460673
2022,4,153819860,1.000,11,13460674
2022,2,152991902,16.000,1,13331111
2022,8,152991795,40.000,9,13331104
2022,16,152991795,89.000,9,13331105
2022,5,153819874,409.500,1,13460675
2022,8,153819874,12.000,9,13460676
2022,7,161464026,5.000,9,14541227
2022,5,158959627,78.000,9,14190993
2022,5,153821678,334.524,1,13460750
2022,5,155153327,189.000,9,13662706
2022,5,153820242,1.000,9,13460681
2022,10,153820242,1.000,9,13460682
2022,2,156209977,1.000,1,13811982
2022,1,153820448,26.000,1,13460689
2022,5,153820448,399.728,1,13460690
2022,5,153820524,1.000,9,13460694
2022,16,153820524,154.000,9,13460695
2022,8,153820573,400.000,5,13460697
2022,12,153820573,6.500,1,13460698
2022,17,153820573,3.000,9,13460699
2022,5,153820472,1.000,9,13460691
2022,5,153820518,205.000,1,13460692
2022,8,153820518,32.000,9,13460693
2022,1,153820933,17.500,1,13460714
2022,1,153820717,1.500,1,13460703
2022,5,153820856,138.913,1,13460710
2022,1,153820806,86.000,1,13460708
2022,12,153820755,2.000,9,13460704
2022,1,153821056,3.810,1,13460716
2022,5,153820916,1.000,9,13460712
2022,5,153820916,249.476,1,13460713
2022,1,153821105,27.000,9,13460718
2022,16,153821105,10.000,9,13460719
2022,10,153821143,1.000,11,13460721
2022,12,153821143,1.000,11,13460722
2022,16,153821089,58.000,9,13460717
2022,10,156209946,1.000,9,13811981
2022,1,153821242,30.000,1,13460725
2022,5,153821216,762.035,1,13460724
2022,1,153821130,1.000,11,13460720
2022,5,153821372,6.000,1,13460730
2022,12,153821772,1.000,11,13460756
2022,1,153821310,4.700,1,13460727
2022,5,153821310,212.621,1,13460728
2022,12,153821574,13.270,1,13460740
2022,1,153821462,6.000,1,13460734
2022,5,153821462,28.500,1,13460735
2022,10,155151926,1.000,11,13662647
2022,1,156209923,0.700,1,13811979
2022,4,156209923,0.200,1,13811980
2022,2,153821452,1.000,9,13460732
2022,5,153821452,198.500,1,13460733
2022,1,153821623,14.500,1,13460744
2022,12,153821623,19.500,9,13460745
2022,12,153821513,1.000,9,13460738
2022,5,153821363,771.107,1,13460729
2022,12,153821693,3.200,1,13460751
2022,12,153821543,5.500,1,13460739
2022,5,153821650,4.000,9,13460747
2022,16,153821502,3.500,9,13460737
2022,5,153821590,6.000,9,13460742
2022,16,153821590,9.000,9,13460743
2022,1,153821663,2.000,9,13460748
2022,5,155152090,13.000,1,13662652
2022,16,155152090,82.500,9,13662653
2022,2,155152123,3.000,1,13662656
2022,12,155152108,1.000,9,13662654
2022,16,155152135,1.000,11,13662657
2022,12,155152079,1.000,11,13662651
2022,10,155152174,1.000,9,13662658
2022,1,155152447,1.000,1,13662665
2022,4,155152447,2.000,1,13662666
2022,12,158959714,1.700,1,14191002
2022,10,155152442,4.000,9,13662664
2022,1,155152560,1.000,9,13662672
2022,12,155154349,1.000,11,13662738
2022,10,155152694,1.000,5,13662677
2022,16,166916837,104.000,9,15289434
2022,1,155152784,5.500,1,13662682
2022,5,156209779,476.272,1,13811976
2022,5,155152736,246.641,1,13662680
2022,5,155152574,1.000,9,13662673
2022,5,155152809,167.262,1,13662684
2022,1,155152547,10.000,1,13662670
2022,2,162565951,1.000,1,14676944
2022,16,162565951,1.000,1,14676945
2022,1,155152674,1.000,9,13662674
2022,5,155152674,1.000,9,13662675
2022,5,155151942,424.109,1,13662648
2022,5,155153007,287.639,1,13662687
2022,5,155153007,1.000,11,13662688
2022,1,158959815,1.500,1,14191007
2022,2,155154792,2.500,1,13662754
2022,12,155154792,1.500,1,13662755
2022,5,155153175,22.000,9,13662695
2022,5,155153175,71.000,1,13662696
2022,2,162560175,1.000,1,14676720
2022,1,155153060,4.000,9,13662690
2022,2,155153060,1.000,9,13662691
2022,1,155153285,2.000,1,13662701
2022,16,155153521,1.000,9,13662711
2022,5,155153385,120.485,1,13662708
2022,7,155153385,207.015,5,13662709
2022,1,155155326,7.500,1,13662784
2022,5,155155326,1.000,9,13662785
2022,10,155153491,59.147,5,13662710
2022,16,155153277,4.000,9,13662700
2022,1,158959889,1.000,9,14191009
2022,16,158959889,1.000,9,14191010
2022,2,155153354,9.000,1,13662707
2022,1,155153314,4.800,1,13662703
2022,2,155153314,13.900,1,13662704
2022,5,155153314,182.837,1,13662705
2022,5,156210179,232.500,1,13811991
2022,1,155153570,113.398,1,13662713
2022,5,155153599,1661.282,1,13662714
2022,16,155153599,51.029,1,13662715
2022,5,155153900,56.000,1,13662722
2022,1,155153917,19.000,1,13662723
2022,1,155153734,7.000,1,13662719
2022,1,162560139,1.000,11,14676719
2022,16,155154092,78.245,1,13662731
2022,16,155154094,64.500,1,13662732
2022,12,155153815,29.500,1,13662720
2022,10,158959771,177.441,5,14191004
2022,1,155154205,1.000,1,13662735
2022,8,155154188,10.900,1,13662733
2022,1,155154195,20.300,1,13662734
2022,1,155154235,6.500,1,13662736
2022,1,156210292,2.000,9,13811994
2022,5,155154694,485.000,1,13662749
2022,1,155154630,5.000,9,13662745
2022,5,155154671,580.145,1,13662746
2022,5,155154627,1.000,11,13662743
2022,16,155154627,72.000,1,13662744
2022,5,155154969,4.000,9,13662769
2022,5,155155623,5.000,1,13662798
2022,10,155155623,1.000,9,13662799
2022,4,155154740,1.000,9,13662751
2022,1,155154683,4.000,9,13662748
2022,1,155154811,2.000,9,13662756
2022,4,156210134,13.000,1,13811988
2022,1,156210067,1.000,9,13811985
2022,5,156210217,2.000,9,13811992
2022,5,156210217,582.000,1,13811993
2022,5,158959876,459.262,1,14191008
2022,2,155154916,1.000,1,13662760
2022,1,155154966,1.000,9,13662768
2022,1,155154924,33.000,9,13662761
2022,1,155154924,3.000,1,13662762
2022,8,155154924,16.000,9,13662763
