"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2019,31427310,1,31433637
2019,31427311,1,31443605
2019,31427323,1,31433649
2019,31422431,1,31433657
2019,31427280,1,31443581
2019,31427300,1,31433626
2019,31427325,1,31443618
2019,33500909,1,33535818
2019,33500915,1,33527675
2019,31417301,1,31438554
2019,31417316,1,31433620
2019,33500856,1,33535755
2019,31427335,1,31443626
2019,31427337,1,31433658
2019,33965339,1,33945727
2019,33965340,1,33945728
2019,33965342,1,33945730
2019,33965343,1,33945731
2019,33965341,1,33945729
2019,33965344,1,33945732
2019,34380527,1,34399957
2019,34380526,1,34399956
2019,31417300,8,31438553
2019,31417304,1,31438555
2019,31417305,1,31443586
2019,31422402,8,31443587
2019,31417306,7,31438556
2019,31427288,1,31433611
2019,31422404,1,31443589
2019,31427291,1,31433614
2019,34378039,1,34394987
2019,34380574,1,34394989
2019,34385983,1,34386537
2019,34380580,1,34400015
2019,31427292,1,31443593
2019,31422407,1,31438562
2019,31417319,1,31438563
2019,31417320,1,31438564
2019,31427295,1,31438566
2019,31427296,1,31433623
2019,31422411,1,31433630
2019,31417324,1,31438569
2019,31417325,1,31443598
2019,31417331,7,31443607
2019,31427315,1,31433639
2019,31427316,1,31433640
2019,31422416,1,31443609
2019,31417333,1,31443610
2019,31427317,1,31433641
2019,31427318,1,31443611
2019,31422417,1,31443612
2019,31422418,1,31438576
2019,31422421,7,31438578
2019,31422423,1,31443615
2019,31417340,1,31438580
2019,31427328,1,31443621
2019,31422426,1,31443622
2019,31417342,1,31433651
2019,31417343,1,31438582
2019,31427332,1,31433654
2019,31417344,1,31438586
2019,34380633,1,34400068
2019,34380639,1,34400074
2019,34380640,1,34400075
2019,34380641,1,34400076
2019,34380644,1,34400079
2019,34380631,1,34400066
2019,34380632,1,34400067
2019,34380598,7,34400033
2019,34380600,1,34400035
2019,34380601,1,34400036
2019,34380602,1,34400037
2019,34385995,1,34386549
2019,34385997,7,34386551
2019,34385998,7,34386552
2019,34380608,1,34400043
2019,34380611,1,34400046
2019,34380612,1,34400047
2019,34380613,1,34400048
2019,34380618,1,34400053
2019,34380622,1,34400057
2019,34380626,1,34400061
2019,34380630,1,34400065
2019,34380646,1,34400081
2019,34380647,1,34400082
2019,34380649,1,34400084
2019,34380650,1,34400085
2019,34380651,1,34400086
2019,34380653,1,34400088
2019,34380652,1,34400087
2019,34380654,1,34400089
2019,30947981,1,30958944
2019,30953815,1,30958954
2019,30951329,1,30958950
2019,30947992,1,30962631
2019,30947990,1,30965659
2019,30948020,1,30958980
2019,30953847,1,30958978
2019,30953810,7,30965655
2019,30947993,1,30958956
2019,30953829,1,30958961
2019,30948013,1,30965689
2019,30948017,1,30958975
2019,30947999,1,30965673
2019,30947975,1,30965648
2019,30948001,1,30962642
2019,30948002,7,30965677
2019,30951347,1,30958968
2019,30953842,1,30965686
2019,30948022,1,30962657
2019,30953808,1,30958945
2019,30953841,1,30958972
2019,30948019,1,30962656
2019,30947995,1,30962639
2019,30953831,1,30965676
2019,30948012,3,30962652
2019,30953846,1,30958976
2019,30953850,1,30962654
2019,34380560,1,34399994
2019,36074702,1,36220132
2019,36080564,1,36225987
2019,34380562,1,34399996
2019,34380567,1,34400002
2019,34380566,1,34400001
2019,34385980,1,34386535
2019,34380571,1,34400006
2019,31422433,1,31443629
2019,34380546,1,34399979
2019,34385975,1,34399984
2019,34378031,1,34394981
2019,34385981,1,34386536
2019,33683908,1,33689238
2019,33683907,1,33689237
2019,33694505,1,33694654
2019,33694507,1,33689240
2019,33496376,1,33535765
2019,33504566,1,33535768
2019,33496389,1,33535776
2019,33496401,1,33535787
2019,33496405,1,33527638
2019,30948011,1,30962651
2019,30953857,1,30965700
2019,33496324,1,33527563
2019,33504529,1,33535731
2019,33500849,1,33532157
2019,33496359,1,33527598
2019,33504555,1,33527610
2019,33496377,1,33532165
2019,33504568,1,33535770
2019,33496414,1,33527645
2019,33504590,1,33527649
2019,33504616,1,33527681
2019,33500923,1,33535822
2019,30951328,1,30962626
2019,30951332,1,30958952
2019,34385989,1,34386543
2019,34385990,1,34386544
2019,30947978,1,30965650
2019,30953806,1,30965651
2019,30951352,1,30958977
2019,30953818,1,30965662
2019,30951321,1,30962619
2019,33504571,1,33535773
2019,33500818,1,33532139
2019,33500819,1,33532140
2019,33500832,1,33532147
2019,33496350,1,33527590
2019,33496374,1,33527613
2019,33496341,1,33527581
2019,33504514,1,33535708
2019,33496337,1,33527578
2019,33496378,1,33527618
2019,30947988,1,30958951
2019,30951335,1,30962634
2019,30948003,1,30958962
2019,30953814,1,30958953
2019,30951336,1,30965664
2019,30953827,1,30965669
2019,30953830,7,30965675
2019,30951345,1,30965683
2019,30953837,7,30958966
2019,30953840,1,30965685
2019,30953843,1,30965687
2019,34378020,1,34394970
2019,34378019,1,34394969
2019,34378014,1,34394964
2019,34380535,1,34399966
2019,36329515,1,36474940
2019,36329510,1,36474936
2019,36329509,1,36474935
2019,36319601,1,36465027
2019,36329514,1,36474939
2019,36329511,3,36474937
2019,36329513,1,36474938
2019,36329512,1,36465065
2019,33500934,1,33527690
2019,33504699,1,33527778
2019,33500941,1,33527695
2019,33496463,1,33527704
2019,33496484,1,33527726
2019,33496491,1,33535859
2019,33504668,1,33535873
2019,33504682,1,33527764
2019,33504671,1,33535875
2019,37242414,1,37533092
2019,37242411,1,37533089
2019,33504664,1,33535868
2019,33504667,1,33535870
2019,33504633,1,33532250
2019,33504635,1,33535839
2019,33496517,1,33527761
2019,33496520,1,33527766
2019,33504692,1,33535891
2019,33683943,1,33689271
2019,33500981,1,33535901
2019,33683939,1,33689267
2019,33683940,1,33689268
2019,33683944,1,33689272
2019,33683946,1,33689274
2019,33683947,1,33689275
2019,33683949,1,33689277
2019,33683948,1,33689276
2019,33683952,1,33689280
2019,33683953,1,33689281
2019,33683965,1,33689294
2019,33683956,6,33689284
2019,33683956,7,33689285
2019,33683957,1,33689286
2019,33683959,1,33689288
2019,33683966,1,33689295
2019,33683967,1,33689296
2019,33683970,1,33689299
2019,33683971,1,33689300
2019,33683911,1,33694656
2019,33683923,1,33689251
2019,33683924,1,33689252
2019,33683933,1,33689261
2019,33683936,2,33689264
2019,33683938,1,33689266
2019,33683941,1,33689269
2019,33683942,1,33689270
2019,33683945,1,33689273
2019,33683950,1,33689278
2019,33683951,1,33689279
2019,33683954,1,33689282
2019,33683955,1,33689283
2019,33683958,1,33689287
2019,33683960,1,33689289
2019,33683961,1,33689290
2019,33683910,1,33689242
2019,33683912,1,33698451
2019,33683914,1,33689244
2019,33683916,1,33689246
2019,33683925,1,33689253
2019,33683928,1,33689256
2019,33683929,1,33689257
2019,33683930,1,33689258
2019,33683931,1,33689259
2019,33683932,1,33689260
2019,33683935,1,33689263
2019,33683963,7,33689292
2019,33687996,1,33698457
2019,33687993,1,33698452
2019,33687994,1,33698453
2019,33683964,1,33689293
2019,33683968,1,33689297
2019,33683969,1,33689298
2019,33683972,1,33689301
2019,33683973,1,33689302
2019,33683974,1,33689303
2019,33683975,1,33689304
2019,33683976,1,33689305
2019,33683977,1,33689306
2019,33683978,1,33689307
2019,33683979,1,33689308
2019,33683980,1,33689309
2019,33683981,1,33689310
2019,33683982,1,33689311
2019,33683983,1,33689312
2019,33683984,1,33689313
2019,33683985,1,33689314
2019,33683986,1,33689315
2019,33683987,1,33689316
2019,33683988,1,33689317
2019,33683989,1,33689318
2019,33683990,1,33689319
2019,33683991,1,33689320
2019,33683992,1,33689321
2019,33683997,1,33689326
2019,33683994,7,33689323
2019,33683993,1,33689322
2019,33683995,1,33689324
2019,33683996,1,33689325
2019,33683998,1,33689327
2019,33683999,1,33689328
2019,33684000,7,33689329
2019,33684001,1,33689330
2019,33684002,1,33689331
2019,33684003,1,33689332
2019,33684004,1,33689333
2019,33684005,1,33689334
2019,33684008,1,33689337
2019,33684009,1,33689338
2019,33684010,1,33689339
2019,33684011,1,33689340
2019,33684012,1,33689341
2019,33684014,1,33689343
2019,33684015,1,33689344
2019,33684016,1,33689345
2019,33684017,1,33689346
2019,33684018,1,33689347
2019,33684019,1,33689348
2019,33684020,1,33689349
2019,33684021,1,33689350
2019,33684022,7,33689351
2019,33684023,1,33689352
2019,33684024,1,33689353
2019,33684025,2,33689354
2019,33684026,1,33689355
2019,33684027,1,33689356
2019,33684028,1,33689357
2019,33684029,1,33689358
2019,33684030,1,33689359
2019,33684031,1,33689360
2019,33684032,1,33689361
2019,33684033,6,33689362
2019,33684034,1,33689363
2019,33684035,1,33689364
2019,33684036,1,33689365
2019,33684037,1,33689366
2019,33684038,7,33689367
2019,33684039,1,33689368
2019,33684040,1,33689369
2019,33684041,1,33689370
2019,33684042,1,33689371
2019,33684043,1,33689372
2019,33684044,1,33689373
2019,33684045,1,33689374
2019,33684046,1,33689375
2019,33684047,1,33689376
2019,33684048,1,33689377
2019,33684049,1,33689378
2019,33684050,1,33689379
2019,33684051,1,33689380
2019,33684052,1,33689381
2019,33684053,1,33689382
2019,33684054,1,33689383
2019,33684055,1,33689384
2019,33684056,1,33689385
2019,33684057,1,33689386
2019,33684058,1,33689387
2019,33684059,1,33689388
2019,33684060,1,33689389
2019,33684061,1,33689390
2019,33684062,1,33689391
2019,33684063,1,33689392
2019,33684064,1,33689393
2019,33684065,1,33689394
2019,33684068,1,33689397
2019,33684067,1,33689396
2019,33684066,1,33689395
2019,33684069,1,33689398
2019,33684070,1,33689399
2019,33684071,1,33689400
2019,33684072,1,33689401
2019,33684073,1,33689402
2019,33684075,1,33689404
2019,33684076,1,33689405
2019,33684077,1,33689406
2019,33684078,1,33689407
2019,33684079,1,33689408
2019,33684080,1,33689409
2019,33684081,1,33689410
2019,33684082,1,33689411
2019,33684083,1,33689412
2019,33684084,1,33689413
2019,33684085,1,33689414
2019,33684086,1,33689415
2019,33684088,7,33689417
2019,33496397,1,33527634
2019,33687989,1,33698448
2019,33504596,1,33535807
2019,33496424,1,33535806
2019,33496421,7,33527655
2019,33504595,1,33527657
2019,33496434,1,33532210
2019,33504610,1,33535819
2019,33496391,1,33535781
2019,33504576,1,33527628
2019,33500864,1,33535784
2019,33504583,1,33535792
2019,33504585,1,33532181
2019,33500877,1,33532183
2019,33504588,1,33532189
2019,33500976,1,33535892
2019,33496416,8,33527647
2019,33496416,7,33527648
2019,33500962,1,33535866
2019,33496428,1,33527662
2019,33500899,1,33532205
2019,33504604,1,33535814
2019,33504611,1,33535820
2019,33504617,1,33535824
2019,33504623,2,33532233
2019,33504680,3,33535880
2019,33504624,1,33535831
2019,33500949,1,33535849
2019,33496493,1,33532267
2019,33500960,1,33532266
2019,33694503,1,33694652
2019,33694504,1,33694653
2019,33504515,1,33535709
2019,33500821,1,33535699
2019,33500823,1,33535703
2019,33496327,1,33532144
2019,33504535,1,33535736
2019,33504543,1,33532160
2019,33496381,1,33527621
2019,33500873,1,33532180
2019,33504606,1,33535816
2019,33500925,1,33532225
2019,33496445,1,33532234
2019,33504598,1,33532199
2019,33496433,1,33527671
2019,33500912,1,33535821
2019,33504612,1,33532215
2019,33500911,1,33532213
2019,33500913,1,33532214
2019,33500937,1,33535833
2019,33496470,1,33527711
2019,33496472,1,33535851
2019,33496475,1,33535854
2019,33504655,1,33527724
2019,33496528,1,33527775
2019,33496527,1,33535894
2019,33504584,1,33532176
2019,33504575,1,33535779
2019,33496399,1,33527635
2019,33500906,1,33532209
2019,33504558,1,33535762
2019,33504545,1,33527600
2019,33496364,3,33527603
2019,33504551,1,33535756
2019,33504653,1,33527720
2019,33504694,1,33535895
2019,33504700,1,33535902
2019,33500860,1,33532168
2019,33496398,1,33532172
2019,33504579,1,33532171
2019,33500870,1,33532178
2019,33496412,1,33532188
2019,33496427,1,33527661
2019,33500898,1,33532204
2019,33500926,1,33532226
2019,33496394,1,33527630
2019,33500900,3,33527666
2019,33496450,1,33527692
2019,33496451,1,33532241
2019,33500947,1,33535840
2019,33496460,1,33527702
2019,33496477,8,33527717
2019,33496481,7,33527722
2019,33496488,1,33527730
2019,33500967,1,33535872
2019,33500969,1,33532275
2019,33496507,1,33527749
2019,33965300,1,33945687
2019,33965299,1,33945686
2019,33965301,1,33945688
2019,33965302,1,33945689
2019,33496465,1,33527706
2019,33496464,1,33527705
2019,33496471,1,33527712
2019,33500954,1,33532261
2019,33496483,1,33532263
2019,33496489,1,33527731
2019,34385984,1,34386538
2019,33979506,1,33956228
2019,34380582,1,34400017
2019,34380581,1,34400016
2019,33500867,1,33535791
2019,33504586,7,33535796
2019,33496413,3,33527644
2019,33500881,1,33532190
2019,33496418,7,33527651
2019,33500904,1,33527668
2019,33500920,1,33527677
2019,33500930,1,33535827
2019,33496404,1,33527637
2019,33496425,1,33527659
2019,33500893,1,33532198
2019,33504622,1,33535829
2019,33496515,1,33535879
2019,33500942,1,33532246
2019,33504628,1,33535834
2019,33496499,1,33527739
2019,33504648,1,33535852
2019,33496474,1,33535853
2019,33496505,1,33527746
2019,33500980,1,33532281
2019,33504511,1,33527562
2019,33500825,1,33527565
2019,33500840,1,33535726
2019,33500847,1,33532154
2019,33496352,1,33535735
2019,33500848,1,33532156
2019,33504537,1,33535739
2019,33979508,1,33956230
2019,33970409,1,33950878
2019,33970408,1,33950877
2019,33970410,1,33950879
2019,33970411,1,33950880
2019,33970412,1,33950881
2019,33970413,1,33950882
2019,33970414,1,33950883
2019,33970415,1,33950884
2019,33970416,1,33950885
2019,33970417,1,33950886
2019,33970418,1,33950887
2019,33970419,7,33950888
2019,33970420,1,33950889
2019,33970421,1,33950890
2019,33970422,1,33950891
2019,33970423,1,33950892
2019,33970424,1,33950893
2019,33970425,1,33950894
2019,33970426,1,33950895
2019,33970427,1,33950896
2019,33970428,1,33950897
2019,33970430,7,33950899
2019,33970429,1,33950898
2019,33970431,1,33950900
2019,33970432,1,33950901
2019,33970433,1,33950902
2019,33970434,7,33950903
2019,33970435,1,33950904
2019,33970436,1,33950905
2019,33970437,1,33950906
2019,33970438,1,33950907
2019,33970439,7,33950908
2019,33970441,1,33950910
2019,33970440,1,33950909
2019,33970442,1,33950911
2019,33970443,1,33950912
2019,33970444,1,33950913
2019,33970445,1,33950914
2019,33970446,2,33950915
2019,33970447,1,33950916
2019,33970448,1,33950917
2019,33970449,1,33950918
2019,33970450,1,33950919
2019,33970451,1,33950920
2019,33970454,1,33950923
2019,33970455,1,33950924
2019,33970456,1,33950925
2019,33970457,1,33950926
2019,33970459,7,33950928
2019,33970458,7,33950927
2019,33970460,7,33950929
2019,33970461,6,33950930
2019,33970462,1,33950931
2019,33970463,1,33950932
2019,33970464,1,33950933
2019,33970465,1,33950934
2019,33970466,1,33950935
2019,33970467,1,33950936
2019,33970468,1,33950937
2019,33970469,1,33950938
2019,33970470,1,33950939
2019,33970471,1,33950940
2019,33970472,1,33950941
2019,33970473,1,33950942
2019,33970474,1,33950943
2019,33970475,1,33950944
2019,33970476,1,33950945
2019,33970477,1,33950946
2019,33970478,1,33950947
2019,33970479,1,33950948
2019,33970480,1,33950949
2019,33970481,1,33950950
2019,33970482,1,33950951
2019,33970483,1,33950952
2019,33970484,1,33950953
2019,33970485,1,33950954
2019,33970487,1,33950956
2019,33970486,1,33950955
2019,33970488,1,33950957
2019,33979503,1,33956225
2019,33970372,1,33950844
2019,33970373,3,33945697
2019,33970378,1,33950849
2019,33970379,1,33950850
2019,33970380,7,33950851
2019,33965327,1,33945715
2019,33970381,1,33950852
2019,33970383,1,33950854
2019,33965332,7,33945720
2019,33970384,1,33950855
2019,33970385,1,33950856
2019,33970387,1,33950858
2019,33965335,1,33945723
2019,33970389,1,33950860
2019,33970388,1,33950859
2019,33970390,1,33950861
2019,33970391,1,33945733
2019,33970392,1,33950862
2019,33965347,1,33945736
2019,33970394,1,33950864
2019,33970395,1,33950865
2019,33970396,1,33950866
2019,33970397,1,33950867
2019,33970398,1,33950868
2019,33970399,1,33950869
2019,33970400,1,33950870
2019,33970401,1,33950871
2019,33970402,1,33945748
2019,33970403,1,33950872
2019,33970404,1,33950873
2019,33970405,1,33950874
2019,33970406,1,33950875
2019,33970407,1,33950876
2019,31427342,1,31433661
2019,33504513,1,33527566
2019,33500830,1,33535711
2019,33496354,1,33535738
2019,33500851,1,33527596
2019,33496365,3,33527604
2019,33496366,3,33527605
2019,33504550,1,33532162
2019,33496400,1,33535786
2019,33504581,1,33535788
2019,33496415,1,33527646
2019,30953823,1,30965667
2019,30951337,1,30962636
2019,30953822,1,30965666
2019,30953821,1,30962637
2019,30953817,1,30962632
2019,33496356,1,33527597
2019,33500844,1,33527587
2019,33504564,1,33527617
2019,33965305,1,33945692
2019,33965306,7,33945693
2019,33965310,1,33945698
2019,33965311,1,33945699
2019,33965314,1,33945702
2019,33965316,1,33945704
2019,33970377,1,33950848
2019,33965319,7,33945707
2019,33965320,1,33945708
2019,33965323,1,33945711
2019,33965324,1,33945712
2019,33965325,1,33945713
2019,33965326,1,33945714
2019,33965330,1,33945718
2019,33965328,1,33945716
2019,33965329,1,33945717
2019,33970382,1,33950853
2019,33970386,1,33950857
2019,33965331,1,33945719
2019,33500871,1,33535793
2019,33504594,1,33527653
2019,33496423,1,33527658
2019,33496426,1,33527660
2019,33500894,1,33532200
2019,37971969,1,38142418
2019,37971962,1,38137658
2019,37971960,1,38142410
2019,37971964,1,38142413
2019,37979648,1,38137657
2019,34380680,1,34400115
2019,34380683,1,34400118
2019,34386000,1,34386554
2019,34380685,1,34400120
2019,34380686,1,34400121
2019,34380687,3,34400122
2019,34380559,1,34399993
2019,34380552,1,34399987
2019,34385982,1,34400009
2019,34378040,1,34394988
2019,34380688,1,34400123
2019,34380690,1,34400125
2019,34380689,1,34400124
2019,33500859,1,33535778
2019,33504577,1,33535783
2019,33500862,1,33535780
2019,33500865,7,33532173
2019,33500874,1,33535795
2019,33496406,1,33535794
2019,33496409,1,33527642
2019,33496429,1,33527663
2019,34380666,1,34400101
2019,34380664,1,34400099
2019,34380667,1,34400102
2019,34380669,1,34400104
2019,34380671,1,34400106
2019,34380672,7,34400107
2019,34380674,1,34400109
2019,33496384,1,33527624
2019,33500887,1,33532194
2019,33504570,1,33535772
2019,33504591,1,33535803
2019,33500895,1,33535812
2019,34380530,1,34399960
2019,34378021,1,34394971
2019,34380675,1,34400110
2019,34380676,1,34400111
2019,34380670,1,34400105
2019,34380677,1,34400112
2019,34380673,1,34400108
2019,34380678,1,34400113
2019,34380679,1,34400114
2019,33496390,7,33527627
2019,33500878,7,33532184
2019,33500879,1,33532185
2019,33496417,1,33535798
2019,30953805,1,30958940
2019,33496468,1,33527709
2019,33496467,1,33527708
2019,33496519,1,33535882
2019,33504650,1,33532258
2019,33504651,1,33535855
2019,33500953,1,33532259
2019,33496504,1,33527745
2019,33496509,1,33527751
2019,30951330,6,30962628
2019,30953824,1,30958958
2019,30947998,1,30958960
2019,33496525,1,33527772
2019,30948015,1,30958974
2019,33504693,1,33535893
2019,33496526,1,33527774
2019,33500978,7,33535898
2019,33500853,1,33527599
2019,31427336,1,31433655
2019,31427340,1,31433660
2019,31427343,1,31433662
2019,34385991,1,34386545
2019,34385992,1,34386546
2019,34385993,1,34386547
2019,34380583,1,34400018
2019,34380584,3,34400019
2019,34380585,3,34400020
2019,34380586,1,34400021
2019,34380588,1,34400023
2019,34380569,1,34400004
2019,34380570,1,34400005
2019,34380568,1,34400003
2019,33500869,1,33532177
2019,33496393,1,33527629
2019,33500868,1,33532175
2019,33504592,1,33535804
2019,33504636,1,33527699
2019,33504638,1,33535841
2019,33496379,1,33527619
2019,33504548,1,33535751
2019,33504563,1,33535766
2019,33496383,1,33527623
2019,33496385,1,33532166
2019,33504625,1,33527687
2019,33504509,7,33535700
2019,33496335,1,33527576
2019,33496355,1,33527594
2019,30948021,1,30958981
2019,30951331,1,30965657
2019,30953813,1,30965658
2019,30951346,1,30958967
2019,33504679,1,33527759
2019,33504641,7,33535843
2019,33496514,1,33527758
2019,33504695,1,33535896
2019,33500896,1,33527664
2019,33496420,1,33527654
2019,33504602,1,33535811
2019,33500908,7,33532211
2019,33500918,1,33532218
2019,33500845,1,33532153
2019,33500936,1,33532239
2019,33504536,1,33535737
2019,33500932,1,33535830
2019,31422424,1,31443617
2019,31427326,1,31433650
2019,31417334,1,31438574
2019,31422403,1,31443588
2019,31417337,1,31443614
2019,31422422,1,31433646
2019,31427322,1,31433647
2019,31417313,1,31433616
2019,31427307,1,31433633
2019,31417335,1,31433642
2019,33496333,1,33535713
2019,33496328,1,33532145
2019,33500834,1,33527574
2019,33504531,1,33527589
2019,33500855,1,33535752
2019,34378032,1,34394982
2019,31427275,1,31433598
2019,31427273,1,31433596
2019,31427274,1,31433597
2019,31427277,1,31433600
2019,34378041,1,34394990
2019,34378042,1,34394991
2019,34380576,1,34400011
2019,34380577,1,34400012
2019,33504615,1,33527680
2019,33500931,1,33532232
2019,33504626,1,33532237
2019,33496454,1,33527694
2019,33965334,1,33945722
2019,33965333,1,33945721
2019,33965336,7,33945724
2019,33965337,1,33945725
2019,33965338,7,33945726
2019,30951354,1,30958979
2019,33504675,1,33527752
2019,33500979,1,33532280
2019,30951350,1,30962650
2019,30953844,1,30965688
2019,34380554,1,34399988
2019,34380578,1,34400013
2019,34380579,1,34400014
2019,33504593,1,33535805
2019,33504608,1,33527672
2019,33500917,1,33532217
2019,30953811,1,30965656
2019,30947994,1,30958957
2019,30947997,1,30965672
2019,30953804,7,30965649
2019,30951338,1,30965665
2019,30951327,1,30962625
2019,30951340,1,30962640
2019,30948000,1,30965674
2019,30951348,1,30958970
2019,30953848,1,30962653
2019,30951349,1,30962649
2019,30947991,1,30958955
2019,30953816,1,30965661
2019,30951333,1,30965660
2019,30948008,1,30962647
2019,30948014,1,30958973
2019,30948016,1,30965690
2019,30953853,1,30965697
2019,30951353,1,30965693
2019,33496323,1,33532141
2019,33504538,1,33535740
2019,30953849,1,30965695
2019,30953839,1,30958969
2019,30953838,1,30965684
2019,30948009,1,30962648
2019,30953854,1,30958982
2019,34380590,1,34400025
2019,34380587,1,34400022
2019,34380589,1,34400024
2019,34380536,1,34399967
2019,34380564,7,34399998
2019,33504557,1,33535761
2019,33500952,1,33532257
2019,30947976,1,30958941
2019,34385957,1,34394967
2019,34385958,1,34386516
2019,34385959,1,34386517
2019,34380563,1,34399997
2019,34380565,1,34400000
2019,34380591,1,34400026
2019,31427276,1,31433599
2019,31417299,1,31438552
2019,31427282,7,31433605
2019,31427339,1,31443627
2019,31422395,1,31443579
2019,31422400,1,31433607
2019,31427294,1,31433619
2019,31417327,1,31438571
