"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2019,5,115755033,1,1,11297894
2019,11,115764741,2,1,11297898
2019,5,116168303,1.8,1,11427076
2019,5,116168322,40,1,11427081
2019,5,116168345,,,11427085
2019,5,116168353,,,11427086
2019,10,115764570,1,3,11286055
2019,5,115759537,1,9,11286068
2019,11,115764621,1,9,11290752
2019,5,115764659,0.01,1,11297879
2019,5,115759617,2.2,1,11290771
2019,16,115759617,8.4,1,11290770
2019,5,115764726,1,1,11286113
2019,5,117796853,,,11841967
2019,1,116168233,0.5,1,11431665
2019,5,116168274,1.8,1,11427069
2019,1,116168274,0.8,1,11427070
2019,10,116168274,0.25,7,11427071
2019,5,116168304,1,1,11427077
2019,5,116168307,0.6,1,11427078
2019,10,116168312,1,9,11427079
2019,5,116168320,6.2,1,11427080
2019,11,116168324,1,1,11427082
2019,5,116168327,1,1,11427083
2019,11,116168334,0.52,1,11427084
2019,5,116168357,1,1,11427087
2019,5,116168358,1,1,11427088
2019,5,116168359,2.2,1,11427089
2019,5,116168360,,,11427090
2019,11,116168361,1,9,11427091
2019,11,116168362,4.5,1,11427092
2019,5,116168376,1,11,11427093
2019,11,116168376,1,11,11427094
2019,10,116168381,1,3,11427095
2019,11,116168382,1,1,11427096
2019,5,116168383,3.2,1,11427097
2019,5,116168384,1,1,11427098
2019,5,116168389,1,11,11427099
2019,5,116168390,0.6,1,11427100
2019,5,116168391,0.6,1,11427101
2019,5,116168392,0.1,1,11427102
2019,5,116168393,0.1,1,11427103
2019,5,116168402,0.05,1,11427104
2019,5,116168407,1,1,11427105
2019,5,116168410,1,3,11427106
2019,5,116168421,0.2,1,11427107
2019,5,116168422,1,11,11427108
2019,5,116168423,0.1,1,11427109
2019,5,116168424,0.1,1,11427110
2019,5,116168427,34.5,1,11427111
2019,5,116168428,1,9,11427112
2019,11,116168429,1,9,11427113
2019,5,116168431,1,1,11427114
2019,5,116168432,66.34,1,11427115
2019,5,116168433,,,11427116
2019,5,116168434,0.5,1,11427117
2019,5,116168435,,,11427118
2019,11,116168438,4.5,1,11427119
2019,5,116168439,1,1,11427120
2019,5,116168441,1,1,11427121
2019,11,116168443,1,1,11427122
2019,5,116168444,0.5,1,11427123
2019,8,116168445,1,9,11427124
2019,8,116168451,1,9,11427125
2019,5,116168456,1,9,11427126
2019,5,116168457,0.5,1,11427127
2019,5,116168464,16.5,1,11427130
2019,14,116168464,11,9,11427128
2019,2,116168464,2,1,11427129
2019,5,116168465,0.5,1,11427131
2019,16,116168472,5,9,11427132
2019,5,116168475,1,1,11427133
2019,5,116168476,4.2,1,11427134
2019,11,116168485,1,1,11427135
2019,5,116168491,1,1,11427136
2019,5,116168492,,,11427137
2019,5,116168493,1.2,1,11427138
2019,5,116168494,1,1,11427139
2019,5,116168495,1,1,11427140
2019,5,116168496,3.2,1,11427141
2019,5,116168497,1,1,11427142
2019,5,116168498,1,11,11427143
2019,11,116168502,3,9,11427144
2019,5,116168503,1,9,11427145
2019,5,116168504,0.01,1,11427146
2019,5,116168505,1,1,11427147
2019,5,116168506,1,3,11427148
2019,5,116168507,0.4,1,11427149
2019,5,116168513,1,11,11427150
2019,5,116168514,1,1,11427151
2019,5,116168515,1,1,11427152
2019,5,116168517,0.5,1,11427153
2019,11,116168518,3,9,11427154
2019,5,116168526,1,9,11427155
2019,5,116168527,1,11,11427156
2019,5,116168533,1,11,11427157
2019,5,116168534,1,11,11427158
2019,5,120562915,1,1,12841701
2019,5,120562935,1,1,12841703
2019,5,120562941,1,11,12841705
2019,5,120562942,1,1,12841706
2019,5,120562943,1,11,12841707
2019,5,120562952,1,1,12841708
2019,5,120557751,1,1,12855781
2019,8,120562959,6,1,12841709
2019,5,120562962,1,3,12841710
2019,5,120562981,,,12841712
2019,5,120562982,,,12841713
2019,5,120562984,,,12841714
2019,4,120562986,0.5,1,12841715
2019,11,120562987,1,9,12855789
2019,5,120562988,,,12841716
2019,8,120563010,1,9,12841717
2019,5,120563014,,,12841718
2019,11,120566286,5,1,12860102
2019,10,120563024,2,9,12841719
2019,5,120563025,1,1,12841720
2019,11,120563026,1,1,12841721
2019,5,120563027,,,12841722
2019,5,120563032,0.1,1,12841723
2019,5,120562899,25,1,12841698
2019,11,120562933,3,9,12841702
2019,5,120562936,,,12841704
2019,11,115759420,1,1,11290699
2019,5,115759425,1,1,11290703
2019,5,115764454,0.8,1,11297825
2019,11,115764495,1,9,11297834
2019,5,115754784,1,1,11297841
2019,11,115754921,1,9,11286082
2019,11,115759582,3,1,11286085
2019,11,115754998,6,9,11286103
2019,11,115754952,1,1,11286086
2019,5,115754971,1,11,11290767
2019,5,115759609,0.5,1,11286104
2019,5,116804558,1,11,11617473
2019,5,116804562,24,1,11617474
2019,5,116179554,1,11,11437472
2019,11,120562901,1.5,1,12841699
2019,5,120562908,1,11,12841700
2019,17,109993817,6,9,10277710
2019,5,109983809,1,9,10272752
2019,11,109993859,3,9,10277718
2019,5,109989048,0.15,1,10282670
2019,11,109993870,1,1,10282671
2019,5,109983776,22.53,1,10272740
2019,4,109993816,1,1,10277709
2019,4,109983785,0.31,1,10272746
2019,11,109983806,1,1,10272751
2019,5,109993843,0.4,1,10277714
2019,11,109983810,0.5,1,10272754
2019,5,109993848,,,10277715
2019,4,109983818,1,1,10282667
2019,5,109993864,0.3,1,10272757
2019,5,109993877,1,1,10277720
2019,5,109989050,3,1,10282675
2019,5,109983846,0,1,10277723
2019,5,109989062,1,9,10277724
2019,11,109989065,1,9,10282681
2019,11,109993899,1,9,10282683
2019,5,117796868,0.25,1,11841970
2019,3,117796868,3,7,11841968
2019,5,117796868,32,9,11841969
2019,5,115764452,1,1,11290704
2019,1,115759431,2,1,11290708
2019,6,115759431,0.08,1,11290709
2019,5,115754775,1,11,11286042
2019,5,115764498,1,11,11286043
2019,5,115754782,1,3,11297838
2019,5,115754783,1,11,11297840
2019,5,115764535,1,11,11290715
2019,4,115764539,0.05,1,11297847
2019,4,115754809,0.3,1,11286050
2019,5,115759482,1,11,11286052
2019,10,115754832,1,11,11286059
2019,5,115759500,1.3,1,11290726
2019,5,115759501,0.1,1,11297856
2019,5,115759507,0.2,1,11290729
2019,11,115754848,1,9,11286060
2019,5,115759522,5,1,11286061
2019,4,115759528,1,9,11290736
2019,4,115754861,2,9,11286064
2019,5,115759536,1,1,11290741
2019,5,115759539,8.8,8,11290743
2019,5,115764610,2.6,1,11290749
2019,5,115764611,3.2,1,11290750
2019,5,115754885,1,9,11286077
2019,5,115759553,0.1,1,11290751
2019,11,115754886,1,9,11286078
2019,11,115754889,1,9,11286079
2019,5,115754932,36,1,11297875
2019,5,115764643,0.13,1,11297876
2019,5,115764654,1,1,11297878
2019,5,115759581,20.2,1,11290759
2019,5,115754959,33,1,11286089
2019,5,115764674,1,11,11297881
2019,5,115764676,1,11,11286094
2019,11,115759594,4.5,1,11286096
2019,5,115754979,0.2,1,11286097
2019,5,115754986,1,9,11286100
2019,5,115755008,1.6,1,11286107
2019,5,115755020,1,9,11297890
2019,10,115755022,,,11286111
2019,5,115759623,1.87,4,11286112
2019,5,115759459,1,9,11290713
2019,11,115754802,0.5,1,11297846
2019,12,115759516,1,9,11290733
2019,5,115754920,0.2,1,11290754
2019,5,115759599,1.2,1,11286099
2019,5,115754987,1,9,11286102
2019,5,115764698,3,1,11297886
2019,11,115755012,1,1,11297887
2019,4,115759616,1,1,11290769
2019,5,115755040,4,1,11286114
2019,2,108639984,,,10044040
2019,5,108640037,0.8,1,10048419
2019,5,117796965,1,1,11841977
2019,5,117803205,,,11846123
2019,12,117796979,1,1,11841981
2019,11,117796980,3.5,1,11841983
2019,11,117796980,1,9,11841982
2019,5,117796985,0.32,1,11841984
2019,5,117796997,3,1,11841988
2019,5,117797008,0.05,1,11841990
2019,5,117797012,80.9,1,11841991
2019,4,117797034,1,9,11841996
2019,10,117797036,1,11,11841997
2019,5,117797079,0.6,1,11842002
2019,5,117797082,1,1,11842004
2019,11,117797089,2,1,11842008
2019,5,117797107,8,1,11842012
2019,5,117797112,1,1,11842013
2019,5,117797114,0.01,1,11842014
2019,5,117797115,0.6,1,11842015
2019,5,117797116,,,11842016
2019,15,117797145,13,9,11842028
2019,12,117797145,7,9,11842027
2019,5,117797146,,,11842029
2019,5,117797147,1,1,11842030
2019,5,117797155,0.1,1,11842031
2019,5,117797156,2.2,1,11842032
2019,5,117797157,0.2,1,11842033
2019,5,117797158,1,11,11842034
2019,5,117797159,1,1,11842035
2019,5,117797160,6.2,1,11842036
2019,5,117797166,2.2,1,11842037
2019,5,117797180,1,1,11842038
2019,11,117797185,1,9,11842039
2019,5,117797186,3,1,11842040
2019,5,117797188,1,11,11842041
2019,5,109989007,1,11,10282660
2019,10,109993845,0.135,7,10272753
2019,5,109993881,0.4,1,10277721
2019,11,115759521,1,1,11290735
2019,2,115759521,0.2,1,11297860
2019,5,115759564,5,1,11286080
2019,2,115764673,6,3,11286090
2019,4,108630339,1.59,1,10048415
2019,2,108634954,2,1,10044049
2019,12,108634954,1,9,10044050
2019,10,116802045,33.5,1,11606076
2019,5,116802068,11.8,1,11606078
2019,2,116802078,0.5,1,11606080
2019,11,116792819,4,3,11615828
2019,16,116802084,1,1,11606081
2019,5,116802091,6,1,11606082
2019,5,116802097,,,11606083
2019,5,116802098,1,11,11606084
2019,5,116802105,4,1,11606085
2019,5,116802119,3.4,1,11606086
2019,5,116802124,0.1,1,11606087
2019,5,116802125,,,11606088
2019,5,116802126,1,3,11606089
2019,5,116802138,1,1,11606090
2019,5,116802141,1,1,11606091
2019,10,116802142,5,1,11606092
2019,5,116802148,5,1,11606093
2019,11,116802149,0.5,1,11606094
2019,11,116802176,1,1,11606095
2019,2,116802176,1,1,11606096
2019,2,116802179,1,1,11606097
2019,5,116802181,1,1,11606098
2019,5,116802187,1,11,11606099
2019,5,116802188,0.25,1,11606100
2019,5,116802189,0.6,1,11606101
2019,1,116802195,1,1,11606102
2019,5,116802201,1,11,11606103
2019,5,116802202,1,1,11606104
2019,5,116802203,1,1,11606105
2019,5,116802211,1,1,11606106
2019,5,116802215,1,9,11606107
2019,5,116802216,1,1,11606108
2019,11,116802217,1,9,11606109
2019,4,116802220,1,1,11606110
2019,5,116802221,,,11606111
2019,5,116802229,20,1,11606112
2019,5,116802230,0.84,1,11606113
2019,5,116802231,1,1,11606114
2019,5,116802232,1,1,11606115
2019,5,116802233,,,11606116
2019,5,116802234,,,11606117
2019,5,116802235,0.6,1,11606118
2019,5,116802236,,,11606119
2019,5,116802237,,,11606120
2019,5,116802238,1,1,11606121
2019,4,116802243,1,9,11606122
2019,4,116802244,4,9,11606123
2019,2,116802245,1,1,11606124
2019,5,116802247,1,1,11606125
2019,5,116802249,1,1,11606126
2019,5,116802250,0.2,1,11606127
2019,5,116802251,6.8,1,11606128
2019,5,116802252,1,11,11606129
2019,5,116802253,0.1,1,11606130
2019,5,116802254,4.6,1,11606131
2019,5,116802258,1,1,11606132
2019,11,115754816,1,9,11290720
2019,2,115759529,1,9,11290737
2019,8,115759550,3,1,11297869
2019,9,115759550,1,9,11286075
2019,5,108630313,32,1,10048411
2019,5,108634902,1,1,10052712
2019,10,108634952,2,9,10052715
2019,5,108640035,0.1,1,10052718
2019,5,115759549,1,9,11286074
2019,13,108630335,5,9,10048413
2019,5,108634948,0.1,1,10052714
2019,11,108630338,1,1,10048414
2019,5,108634927,0.5,1,10044043
2019,5,108630343,0.1,1,10048416
2019,2,108630320,0.3,1,10048412
2019,5,108634953,1,1,10044048
2019,5,108630286,1,9,10048409
2019,2,108639994,3,9,10044041
2019,5,108634930,1,1,10052713
2019,1,108634922,5,9,10048410
2019,5,108640027,0.1,1,10044046
2019,5,108640030,1,1,10052716
2019,2,108630351,1,1,10052720
2019,11,108630351,2,1,10052719
2019,5,108630349,0.1,1,10048418
2019,5,108640034,0.1,1,10052717
2019,5,108639952,,,10044038
2019,5,108630341,1,9,10044045
2019,5,108634949,1,1,10048417
2019,5,121954958,,,13177485
2019,5,116792779,,,11615822
2019,5,116792783,,,11615824
2019,5,109983796,1,1,10272748
2019,4,109983774,3.2,1,10272739
2019,5,109993810,0.5,1,10277708
2019,5,109993831,1,1,10282664
2019,2,109993897,3,1,10272762
2019,5,121954938,1,1,13177483
2019,5,121954986,,,13177486
2019,5,121955026,,,13177490
2019,5,121955056,,,13177492
2019,11,121955057,2,1,13177493
2019,5,121955066,,,13177496
2019,11,121955067,1,1,13177497
2019,5,121955078,,,13177501
2019,5,121955094,,,13177502
2019,5,121955107,28,1,13177503
2019,5,121955112,,,13177505
2019,11,121955116,0.5,1,13177506
2019,5,121955119,,,13177507
2019,5,121955120,,,13177508
2019,5,121955146,1,1,13177511
2019,5,121955151,,,13177512
2019,5,121955152,,,13177513
2019,5,121955154,,,13177514
2019,5,121955155,,,13177515
2019,5,121955156,,,13177516
2019,5,121955157,,,13177517
2019,5,121955158,,,13177518
2019,5,121955159,,,13177519
2019,5,121955162,3,1,13177520
2019,5,121955164,,,13177521
2019,11,121955170,17,9,13177522
2019,5,121955172,0.6,1,13177523
2019,5,121955173,,,13177524
2019,5,121955174,,,13177525
2019,5,121955175,,,13177526
2019,5,121955176,,,13177527
2019,5,121955179,0.5,1,13177528
2019,11,121955184,0.2,1,13177529
2019,5,121955187,,,13177530
2019,5,121955206,,,13177531
2019,5,121955208,,,13177532
2019,5,121955209,1,11,13177533
2019,5,121955214,,,13177534
2019,5,121955217,,,13177535
2019,5,121955218,4.2,1,13177536
2019,11,121955219,0.4,1,13177537
2019,5,121955223,,,13177538
2019,5,121955224,,,13177539
2019,5,121955227,,,13177540
2019,5,121955228,,,13177541
2019,4,121955229,0.5,1,13177542
2019,5,121955230,1,1,13177543
2019,5,121955237,,,13177544
2019,5,121955238,1,1,13177545
2019,5,121955239,1,11,13177546
2019,5,121955240,1,11,13177547
2019,11,121955241,3,9,13177548
2019,11,121955243,1.5,1,13177549
2019,5,121955244,,,13177550
2019,5,121955245,,,13177551
2019,5,121955246,,,13177552
2019,5,121955247,,,13177553
2019,11,121955248,1,1,13177554
2019,5,121955249,,,13177555
2019,5,121955250,,,13177556
2019,5,121954917,,,13177482
2019,5,121954992,,,13177487
2019,5,121954994,,,13177488
2019,5,121955007,0.1,1,13177489
2019,11,121955046,4,9,13177491
2019,5,121955060,,,13177494
2019,5,121955065,,,13177495
2019,5,121955070,,,13177498
2019,5,121955071,6.6,1,13177499
2019,15,121955073,33,9,13177500
2019,5,121955109,,,13177504
2019,5,121955122,1.8,1,13177509
2019,11,121955124,1,1,13177510
2019,5,119498422,1,1,12507978
2019,5,119498428,1,1,12507980
2019,5,119498432,1,1,12507982
2019,2,119498438,1.1,1,12507984
2019,11,120566199,9,9,12860091
2019,11,120566199,0.5,1,12860090
2019,5,120562976,1,1,12855784
2019,5,120566213,1,11,12860092
2019,5,120566219,1,9,12860093
2019,11,120566221,3,3,12860094
2019,5,120566244,2.2,1,12860095
2019,11,120566254,1,1,12860096
2019,5,120566267,1.6,1,12860100
2019,5,120566278,29,1,12860101
2019,11,120566308,2.25,1,12860103
2019,12,120566310,1,1,12860105
2019,5,120566310,1,1,12860104
2019,17,120566311,1,1,12860106
2019,5,120566312,1,1,12860107
2019,11,120566313,3.7,1,12860108
2019,5,120566319,,,12860109
2019,5,120566320,1,11,12860110
2019,5,120566321,0.56,1,12860111
2019,11,120566322,5.5,1,12860112
2019,11,120566323,1.5,1,12860113
2019,11,120566324,1,1,12860114
2019,11,120566325,1.5,1,12860115
2019,5,120566326,1.52,1,12860116
2019,10,120566333,1,11,12860117
2019,4,120566334,1,1,12860118
2019,5,120566336,1,1,12860119
2019,2,120566339,2,1,12860120
2019,5,120566355,1,1,12860121
2019,5,120566356,1,1,12860122
2019,11,119498396,1,1,12507977
2019,5,119498431,1,1,12507981
2019,5,119498447,,,12507985
2019,5,119498463,1,1,12507987
2019,5,119498467,1,1,12507988
2019,5,119498469,0.6,1,12507989
2019,5,119498471,,,12507990
2019,11,119498474,1,1,12507991
2019,5,119498527,1,11,12507995
2019,5,119498545,1,11,12507996
2019,5,119498559,,,12507998
2019,5,119498668,5,1,12508026
2019,5,119498680,,,12508032
2019,5,119498683,,,12508034
2019,11,119498684,1,1,12508035
2019,5,119498690,,,12508036
2019,11,119498691,1,1,12508037
2019,5,119498696,,,12508038
2019,5,119498697,0.6,1,12508039
2019,5,119498698,1,1,12508040
2019,5,119498699,,,12508041
2019,5,119498700,0.2,1,12508042
2019,11,119498701,1,1,12508043
2019,10,121959582,1,7,13182472
2019,5,119498423,30.2,1,12507979
2019,5,119498433,4,1,12507983
2019,5,119498448,1,1,12507986
2019,10,119498478,1,11,12507992
2019,11,119498511,1,9,12507993
2019,5,119498558,1,1,12507997
2019,11,119498566,2,1,12507999
2019,5,119498579,0.8,1,12508000
2019,11,119498581,1.5,1,12508001
2019,5,119498590,1,1,12508002
2019,5,119498591,1.4,1,12508003
2019,5,119498592,1,1,12508004
2019,5,119498593,3,1,12508005
2019,5,119498594,1,1,12508006
2019,5,119498595,1,11,12508007
2019,5,119498605,,,12508008
2019,5,119498607,1,11,12508009
2019,5,119498608,1,1,12508010
2019,5,119498609,0.5,1,12508011
2019,5,119498622,0.4,1,12508012
2019,11,119498632,1,3,12508013
2019,11,119498634,9,1,12508014
2019,5,119498638,1,1,12508015
2019,5,119498650,2,1,12508016
2019,8,119498653,0.2,1,12508020
2019,2,119498653,0.1,1,12508019
2019,5,119498658,1,11,12508021
2019,11,119498659,1,1,12508022
2019,10,119498664,1,1,12508023
2019,11,119498665,1,1,12508024
2019,5,119498667,4,1,12508025
2019,11,119498669,1,1,12508027
2019,10,119498672,1,7,12508028
2019,11,119498673,1,1,12508029
2019,11,119498674,1,1,12508030
2019,5,119498679,0.1,1,12508031
2019,5,119498682,8.2,1,12508033
2019,8,120557718,3,1,12855778
2019,5,120557715,13.4,1,12855777
2019,11,120557736,1,1,12855779
2019,5,120557742,,,12855780
2019,5,120557769,1,3,12855782
2019,4,120557774,1,1,12855783
2019,5,120557785,1,11,12855785
2019,5,120562977,37,1,12841711
2019,5,120557794,1.8,1,12855786
2019,5,120557795,1,11,12855787
2019,5,120557800,0.6,1,12855788
2019,5,121276998,,,13047899
2019,11,121277010,0.2,1,13047900
2019,5,121277016,0.1,1,13047901
2019,5,121277017,0.1,1,13047902
2019,5,121277026,,,13047903
2019,5,121277032,1,11,13047904
2019,5,121277033,0.1,1,13047905
2019,11,121277036,0.2,1,13047906
2019,5,121277037,1,1,13047908
2019,11,121277037,8,1,13047907
2019,5,121277063,,,13047909
2019,5,121277069,1,1,13047910
2019,4,121277075,1,1,13047911
2019,11,121277084,15,1,13047912
2019,5,121277087,35.2,1,13047913
2019,5,121277088,4.6,1,13047914
2019,5,121277089,0.1,1,13047915
2019,11,121277097,1,9,13047916
2019,11,121277097,8,1,13047917
2019,5,121277098,1,1,13047918
2019,11,121277100,2,1,13047919
2019,11,121277101,1,1,13047920
2019,11,121277102,1,9,13047921
2019,11,121277104,1.2,1,13047922
2019,2,121277107,12,1,13047924
2019,5,121277108,3.4,1,13042551
2019,11,121277115,1.01,1,13047926
2019,5,121277117,,,13047927
2019,5,121277122,,,13047928
2019,5,121277123,,,13047929
2019,12,121277124,1,11,13047930
2019,5,121277130,1.2,1,13047931
2019,5,121277134,,,13047932
2019,4,121277135,3,9,13047933
2019,5,121277138,,,13047934
2019,5,121277139,0.8,1,13047935
2019,5,121277140,0.6,1,13047936
2019,5,121277141,,,13047937
2019,5,121277142,,,13047938
2019,5,121277143,1,11,13047939
2019,5,121277147,1,11,13047940
2019,5,121277148,,,13047941
2019,5,121277149,1,1,13047942
2019,5,121277151,1,1,13047943
2019,5,121277152,0.8,1,13047944
2019,11,121277153,3.5,1,13047945
2019,5,121277159,1,1,13047946
2019,5,121277160,1,1,13047947
2019,5,121277161,1,3,13047948
2019,5,121277162,,,13047949
2019,5,121277165,1,1,13047950
2019,5,121277166,1,1,13047951
2019,5,121277174,,,13047953
2019,5,121277175,,,13047954
2019,5,121277176,,,13047955
2019,5,121277177,1.6,1,13047956
2019,5,121277178,1,11,13047957
2019,4,121277179,1,1,13047958
2019,11,121277180,,,13047959
2019,5,121277185,333,1,13047960
2019,5,121277187,1,1,13047961
2019,5,121277188,5.6,1,13047962
2019,5,121277189,1,11,13047963
2019,11,121277190,1,1,13047964
2019,2,121277195,0.5,1,13047965
2019,5,121277201,1,11,13047966
2019,5,121277203,,,13047967
2019,5,121277204,1,1,13047968
2019,5,121277205,,,13047969
2019,11,121277209,1,1,13047970
2019,5,121277213,1,11,13047971
2019,1,121270025,10,1,13042538
2019,11,121276978,0.1,1,13047895
2019,5,121276981,0.1,1,13047896
2019,8,121270025,48,3,13042537
2019,5,121276984,0.4,1,13047897
2019,5,121270022,4.8,1,13042536
2019,5,121276992,,,13047898
2019,5,121270009,1.6,1,13042534
2019,10,121270035,1,11,13042539
2019,1,121270035,10,1,13042540
2019,10,121270051,0.25,7,13042541
2019,5,121270070,,,13042542
2019,5,121270088,21.6,1,13042543
2019,5,121270089,1,1,13042544
2019,5,121270091,6.4,1,13042545
2019,5,121270108,,,13042546
2019,16,121270109,2,9,13042547
2019,11,121270120,2,1,13042548
2019,5,121270122,0.5,1,13042549
2019,11,121270123,1,1,13042550
2019,5,121277105,1,1,13047923
2019,5,121277111,0.1,2,13047925
2019,5,121270129,0.1,1,13042552
2019,2,121270012,0.5,1,13042535
2019,5,122833819,,,13379431
2019,5,122826685,,,13384070
2019,5,122833910,,,13379442
2019,5,122833911,3.5,1,13379443
2019,5,122833925,,,13379448
2019,5,115759462,,,11290714
2019,4,115759496,0.19,1,11290725
2019,1,115759496,0.22,1,11290724
2019,5,115754866,3.2,1,11297861
2019,11,115754877,2,9,11297863
2019,1,115754966,1,11,11290765
2019,5,115754973,1,9,11286095
2019,5,116176683,,,11431666
2019,5,116168270,0.8,1,11427068
2019,5,116176686,,,11431667
2019,11,115764445,1,1,11286033
2019,5,115764455,0.5,1,11286036
2019,5,115754830,1,9,11286058
2019,5,115759502,0.4,1,11290727
2019,5,115754862,,,11290738
2019,4,115764609,2,1,11297868
2019,8,115764609,6,9,11297867
2019,5,116168236,0.2,1,11427062
2019,5,116168239,0.5,1,11427063
2019,11,116168239,6.5,1,11427064
2019,5,116168260,,,11427065
2019,5,116168262,1,1,11427066
2019,2,116168266,0.5,1,11427067
2019,5,116168278,,,11427072
2019,5,116168288,1.4,1,11427073
2019,5,116168289,1,11,11427074
2019,5,116168291,0.3,1,11427075
2019,5,115759422,9,1,11290700
2019,5,115759423,1,9,11286034
2019,5,115764457,0.01,1,11290705
2019,5,115764476,0.5,1,11290710
2019,5,115754779,0.01,1,11286045
2019,5,116792781,2.5,1,11615823
2019,5,116802053,,,11606077
2019,5,116792791,,,11615825
2019,7,116792806,1,1,11615826
2019,5,116792813,2,1,11615827
2019,5,116802073,1.4,1,11606079
2019,5,116792822,0.1,1,11615829
2019,5,116792834,1,11,11615830
2019,10,116792838,1,11,11615831
2019,5,116792839,,,11615832
2019,5,116792840,,,11615833
2019,5,116792845,2,1,11615834
2019,5,109989030,1,9,10282663
2019,5,109989071,5,1,10272764
2019,5,115764451,0.5,1,11297824
2019,5,115754740,1,1,11290706
2019,5,115754761,28,1,11286040
2019,11,115764509,1,1,11297842
2019,11,115764514,2,9,11297843
2019,5,115754805,1,1,11286047
2019,5,115759467,0.4,1,11290718
2019,5,115759468,0.01,1,11286048
2019,11,115764545,1,9,11286049
2019,5,115764553,1,1,11297853
2019,5,109983775,1,1,10277707
2019,1,109983802,1,3,10272750
2019,17,109989064,2,1,10272761
2019,5,109989064,25.6,1,10272760
2019,5,117796869,4,1,11841971
2019,5,109983820,0.2,1,10282668
2019,11,109993856,0.25,1,10277717
2019,5,109993860,26,1,10277719
2019,5,109983863,5,1,10272763
2019,8,109983780,4,9,10272742
2019,5,109989053,0.1,1,10282678
2019,5,109983845,,,10277722
2019,5,115754734,2.8,1,11297822
2019,5,115759421,0.01,1,11297823
2019,5,115754747,2,9,11290707
2019,11,115764486,1,9,11297832
2019,11,115754827,83,9,11286056
2019,5,115764579,0.7,1,11290728
