"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2019,133333795,138171622,24,42208308
2019,133333795,138171621,24,42208307
2019,133333795,138171625,24,42208309
2019,133333795,138171623,24,42208310
2019,133333795,138171624,24,42208311
2019,133333797,138159422,18,42208314
2019,133333797,138171628,16,42208316
2019,133333797,138159421,18,42208313
2019,133333797,138171627,18,42208315
2019,127610880,132392858,24,39795193
2019,127605385,132384873,24,39798773
2019,126049274,129555096,24,39163440
2019,126049295,129549223,24,39172247
2019,126049314,129549241,24,39168563
2019,126049411,129549364,24,39172357
2019,126049417,129549371,24,39172361
2019,126049428,129555727,24,39172366
2019,126049430,129555729,24,39163871
2019,126049432,129549378,24,39172369
2019,126049434,129549381,24,39172370
2019,126049434,129549383,24,39172372
2019,126049434,129549382,24,39172371
2019,126049436,129549385,24,39172374
2019,126049437,129549386,3,39172375
2019,126049439,129549393,24,39172379
2019,126049296,129560075,24,39168545
2019,126053547,129555189,24,39163521
2019,126053790,129555503,24,39163720
2019,126053790,129555502,24,39163719
2019,126053966,129555725,24,39163865
2019,126053986,129555744,24,39163879
2019,126053989,129555747,24,39163880
2019,126053990,129555748,24,39163881
2019,126053996,129555754,24,39163884
2019,126053998,129555758,24,39163888
2019,126053999,129555759,24,39163889
2019,126054000,129555760,24,39163890
2019,126054001,129555761,24,39163891
2019,126054002,129555762,3,39163892
2019,126054005,129555765,24,39163895
2019,126054006,129555766,24,39163896
2019,126054006,129555767,24,39163897
2019,126054006,129555768,24,39163898
2019,126054010,129555772,24,39163900
2019,126054011,129555773,24,39163901
2019,126054017,129555796,24,39163915
2019,126054022,129555802,24,39163918
2019,126054023,129555803,24,39163919
2019,126054025,129555805,24,39163921
2019,126054026,129555806,24,39163922
2019,126054027,129555807,24,39163923
2019,126054028,129555808,24,39163924
2019,126054036,129555816,3,39163925
2019,126054037,129555817,24,39163926
2019,126054038,129555818,24,39163927
2019,126054043,129555825,24,39163928
2019,126054045,129555827,24,39163929
2019,126054047,129555828,24,39163931
2019,126054046,129555828,24,39163930
2019,129586387,134386599,24,40567854
2019,129578474,134386595,24,40561582
2019,129578474,134386596,24,40561583
2019,129578474,134386594,24,40567853
2019,129586369,134386577,24,40567834
2019,129586369,134386575,24,40567833
2019,129586369,134386576,24,40561574
2019,129586377,134386590,24,40567842
2019,126054057,129555839,24,39163934
2019,126054062,129555846,24,39163938
2019,126054062,129555844,24,39163936
2019,126054062,129555845,24,39163937
2019,126054065,129555849,24,39163939
2019,126054066,129555850,24,39163940
2019,126054067,129555851,24,39163941
2019,126054068,129555852,24,39163942
2019,126054071,129555856,3,39163945
2019,126054072,129555857,24,39163946
