"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2019,12,139558989,26323418
2019,18,139576489,26336895
2019,12,139576491,26336896
2019,3,139576497,26336897
2019,12,129729587,23700593
2019,18,129729673,23695582
2019,12,129729725,23695603
2019,12,137037498,25582668
2019,12,137045324,25582777
2019,18,137045324,25580669
2019,12,129729581,23695540
2019,12,129734515,23695570
2019,12,129734530,23700635
2019,12,129734501,23700611
2019,9,129729735,23695608
2019,9,137037619,25582724
2019,18,137045281,25580656
2019,12,137045283,25580657
2019,12,137045328,25580672
2019,12,137045329,25587411
2019,12,137045117,25580583
2019,12,137045126,25582644
2019,12,137037459,25582646
2019,12,137037517,25582679
2019,12,137037546,25582691
2019,12,137037678,25582763
2019,12,129734485,23700608
2019,9,129729627,23700612
2019,12,129734513,23700624
2019,9,129729669,23695581
2019,12,129729666,23695580
2019,12,129734523,23700628
2019,12,129729567,23695533
2019,12,129729574,23695537
2019,3,129739868,23700603
2019,12,129729586,23695542
2019,12,137045042,25580549
2019,12,137045043,25582601
2019,12,137045046,25582603
2019,18,137045069,25582623
2019,12,137037424,25587313
2019,12,138279183,25957523
2019,12,138274030,25952315
2019,3,138274032,25952316
2019,12,138274033,25952317
2019,12,138274035,25952318
2019,12,139576256,26336780
2019,12,138283990,25962342
2019,12,129734448,23700591
2019,9,129734473,23700600
2019,18,129734473,23700601
2019,10,129739875,23705701
2019,18,139558925,26323392
2019,19,139558934,26323397
2019,18,139571338,26341831
2019,12,139576394,26341832
2019,18,139576397,26341834
2019,18,139576401,26336856
2019,12,139558943,26323401
2019,9,139558944,26323402
2019,12,139576408,26336860
2019,12,129729634,23695563
2019,20,129739895,23705708
2019,12,129739899,23700621
2019,12,129734511,23705712
2019,12,129739926,23705722
2019,12,129729695,23700636
2019,12,129734531,23700637
2019,12,129739941,23705730
2019,9,129734543,23700642
2019,12,129729708,23695596
2019,12,129734550,23700646
2019,12,129739951,23695598
2019,12,129729731,23700652
2019,12,129734578,23700660
2019,2,139576595,26336938
2019,18,139576611,26336943
2019,18,139576612,26336944
2019,18,139576619,26336946
2019,12,139576623,26336947
2019,12,139576625,26336949
2019,12,139576626,26336950
2019,18,139576629,26336953
2019,9,139576502,26336899
2019,12,139576508,26336902
2019,12,139576513,26336903
2019,18,139559003,26323420
2019,12,139576534,26323426
2019,18,139576534,26336905
2019,9,139576535,26336906
2019,9,139559010,26323427
2019,12,139576539,26336908
2019,12,139576543,26336910
2019,12,139576558,26336916
2019,18,139576559,26336917
2019,18,139576563,26336920
2019,12,139576564,26336921
2019,3,139576571,26336925
2019,12,139576575,26336929
2019,18,139576632,26336954
2019,12,139576641,26336959
2019,12,139576670,26336968
2019,12,139576674,26336970
2019,12,128051730,23291535
2019,12,128047075,23293858
2019,12,128047188,23286476
2019,12,128051749,23291546
2019,12,128051709,23291525
2019,12,128051768,23291559
2019,12,128047061,23286410
2019,12,128047138,23286446
2019,9,128047143,23286448
2019,9,128042343,23286423
2019,12,128042328,23291524
2019,12,128042406,23286471
2019,12,128042389,23286456
2019,12,128051717,23286420
2019,12,128047173,23293905
2019,12,128047123,23293883
2019,12,128047140,23291564
2019,3,128051803,23286465
2019,12,128047182,23293907
2019,9,143469540,27997734
2019,12,143469548,27997739
2019,9,143469554,27997744
2019,12,139558926,26323393
2019,12,139558932,26336841
2019,18,139558935,26323398
2019,12,139571335,26341826
2019,18,139571335,26341827
2019,18,139576390,26336850
2019,12,139558887,26323362
2019,12,139571306,26336803
2019,12,139576316,26323379
2019,12,139576330,26336819
2019,12,139571322,26341814
2019,12,137534562,25737725
2019,18,137534562,25737726
2019,10,137539890,25733974
2019,12,139576334,26336822
2019,18,139571327,26341820
2019,12,139576378,26336842
2019,12,139558957,26323406
2019,3,137045083,25580573
2019,12,137037449,25580585
2019,12,137037464,25582649
2019,12,137045184,25587354
2019,12,137045188,25582680
2019,12,128051801,23286462
2019,12,137037487,25582662
2019,12,137037496,25582667
2019,12,137045168,25587351
2019,10,137037549,25582692
2019,12,137037562,25582698
2019,12,128051729,23291534
2019,12,128042349,23291544
2019,18,128042349,23291545
2019,12,139576461,26336885
2019,18,139558978,26323413
2019,19,139576475,26336889
2019,12,139558982,26323415
2019,12,137037444,25582636
2019,12,137046980,25587323
2019,12,137046983,25580581
2019,3,137046985,25587325
2019,12,137045114,25582638
2019,18,137046874,25580499
2019,18,137046870,25587269
2019,12,137044953,25582569
2019,12,137037298,25587272
2019,10,137044937,25587274
2019,12,137044962,25582575
2019,12,137037314,25582568
2019,12,137037319,25582574
2019,12,137037340,25587291
2019,12,137046921,25587295
2019,9,137046949,25587307
2019,12,137046949,25582622
2019,12,137037404,25587308
2019,12,128047107,23293873
2019,12,128047115,23291547
2019,12,128042376,23286449
2019,12,128051778,23291565
2019,12,128047109,23293874
2019,12,128042357,23293879
2019,9,128051774,23291563
2019,9,128047160,23286454
2019,12,139576253,26323354
2019,12,139576277,26336788
2019,12,139571281,26341784
2019,12,144331177,28231762
2019,12,144331179,28224109
2019,12,144331181,28231763
2019,12,144331183,28231765
2019,12,144331201,28231777
2019,12,144324387,28224132
2019,18,144324379,28224128
2019,9,144331205,28231780
2019,3,144331184,28231766
2019,12,144331186,28231767
2019,12,144331189,28231768
2019,12,144331190,28231769
2019,12,144331191,28231770
2019,12,144331192,28231771
2019,2,144331195,28231773
2019,9,144331195,28231774
2019,18,144331195,28231775
2019,12,144331196,28231776
2019,12,144331206,28231781
2019,12,144331219,28231783
2019,12,137045409,25580721
2019,12,137037584,25582708
2019,12,137045274,25582729
2019,9,137037705,25582774
2019,12,137045361,25580698
2019,12,137037674,25582759
2019,12,137037751,25580687
2019,12,137037805,25582819
2019,12,137045264,25582722
2019,12,137037782,25582808
2019,18,137045370,25582813
2019,12,137045373,25582814
2019,12,138273904,25952238
2019,12,138273938,25952261
2019,12,147145885,29192815
2019,12,138283911,25962315
2019,12,138283921,25962319
2019,12,138273952,25952269
2019,12,137542125,25728469
2019,18,137542125,25728470
2019,12,137542129,25728473
2019,10,137542133,25728474
2019,12,137542134,25728475
2019,12,137542139,25728476
2019,12,137542142,25728477
2019,12,137542144,25728479
2019,12,137542157,25728488
2019,12,137542163,25728490
2019,6,137542165,25728491
2019,9,137542165,25728492
2019,3,137542173,25728495
2019,9,137542173,25728496
2019,12,137542176,25728498
2019,12,137542178,25728499
2019,12,137542204,25728512
2019,3,137542203,25728511
2019,12,137542206,25728513
2019,12,137542207,25728514
2019,12,137542218,25728518
2019,12,137539895,25733977
2019,12,137542031,25728426
2019,12,137539902,25733980
2019,12,137534574,25737734
2019,12,137542041,25728430
2019,12,137542052,25728434
2019,12,137542059,25737738
2019,19,137542067,25728438
2019,12,137534593,25737744
2019,12,137542081,25728448
2019,12,137542087,25737745
2019,12,137542094,25728451
2019,18,137542098,25728454
2019,12,137542101,25728455
2019,12,137542103,25728457
2019,12,137542107,25728459
2019,2,137542119,25728467
2019,2,137542118,25728466
2019,12,137542126,25728471
2019,12,137542127,25728472
2019,12,137542150,25728482
2019,12,137542153,25728485
2019,12,137542162,25728489
2019,12,137542174,25728497
2019,12,137542037,25728428
2019,12,145495833,28568996
2019,12,137534580,25737736
2019,12,137534581,25728436
2019,18,137534581,25737737
2019,12,137534588,25737741
2019,12,137542078,25728446
2019,12,137534592,25737743
2019,19,137542092,25728450
2019,12,137542096,25728453
2019,12,137542102,25728456
2019,12,137542108,25728460
2019,18,137542112,25728463
2019,18,137542116,25728465
2019,12,137542017,25737730
2019,9,137542184,25728501
2019,9,137542189,25728503
2019,12,137542192,25728506
2019,12,137542195,25728508
2019,9,137542196,25728509
2019,12,137542199,25728510
2019,19,137542210,25728515
2019,12,137542211,25728516
2019,12,137542215,25728517
2019,18,137542220,25728519
2019,12,137542222,25728520
2019,12,137542228,25728521
2019,12,137542232,25728522
2019,12,137542242,25728528
2019,12,137542245,25728530
2019,12,137542246,25728531
2019,12,137542247,25728532
2019,12,137542248,25728533
2019,12,137542251,25728534
2019,12,137542258,25728537
2019,18,137542266,25728541
2019,9,137542272,25728543
2019,10,137542272,25728544
2019,9,137542290,25728551
2019,9,137542289,25728550
2019,12,137542293,25728552
2019,12,137542301,25728555
2019,12,137542308,25728557
2019,12,137542310,25728558
2019,12,137542334,25728566
2019,12,137534561,25737724
2019,12,137542344,25728569
2019,18,137542344,25728570
2019,9,137542346,25728572
2019,12,137542347,25728573
2019,2,137542351,25728574
2019,12,137542354,25728576
2019,12,137542356,25728578
2019,9,137542359,25728579
2019,12,137542364,25728580
2019,18,137542365,25728581
2019,12,137542371,25728584
2019,9,145496903,28568999
2019,12,145496903,28560120
2019,18,145496903,28560121
2019,12,145496904,28560122
2019,12,137542372,25728585
2019,3,137542376,25728586
2019,9,137542381,25728587
2019,12,137542383,25728588
2019,18,137542390,25728591
2019,12,137542393,25728592
2019,12,137542395,25728593
2019,12,137542404,25728596
2019,12,137542405,25728597
2019,12,137542407,25728598
2019,12,137542410,25728599
2019,12,137542412,25728601
2019,12,137542413,25728602
2019,18,137542426,25728608
2019,18,137542436,25728611
2019,12,137542435,25728610
2019,18,137542434,25728609
2019,12,137542457,25728613
2019,12,137542459,25728614
2019,12,137542468,25728621
2019,19,137542484,25728622
2019,9,137542495,25728626
2019,12,137037457,25580590
2019,12,137047047,25587353
2019,9,137037509,25587352
2019,12,137045119,25582639
2019,3,137045348,25580689
2019,12,137046995,25587329
2019,12,137046994,25580587
2019,12,137047001,25587332
2019,12,137037478,25582658
2019,9,137047029,25582665
2019,18,137047029,25587344
2019,12,137037721,25580677
2019,18,137047050,25582674
2019,2,137037574,25580634
2019,3,137047205,25582807
2019,12,137037710,25582776
2019,12,137542016,25737729
2019,12,137539881,25733968
2019,12,137539884,25737731
2019,9,137539887,25733970
2019,18,137542038,25728429
2019,9,137044978,25580518
2019,18,137044978,25580519
2019,12,137037429,25587316
2019,3,137045105,25582635
2019,12,137045205,25580622
2019,12,137037578,25582705
2019,12,137037797,25587422
2019,12,137047057,25580618
2019,12,137037536,25587365
2019,12,137047080,25580624
2019,12,137037654,25582746
2019,12,137045353,25580692
2019,12,137037809,25582822
2019,12,137045133,25580592
2019,18,137047016,25582651
2019,12,137037501,25582669
2019,12,137045183,25580614
2019,12,137047072,25587364
2019,9,137047105,25580631
2019,12,137045049,25580554
2019,18,137045049,25580555
2019,3,137037395,25582616
2019,12,137045071,25580566
2019,12,137046960,25580571
2019,12,137047157,25582733
2019,12,137037677,25582762
2019,12,137037741,25582792
2019,12,137037458,25587333
2019,12,137047004,25580591
2019,12,137037468,25582652
2019,12,137045153,25580599
2019,18,137047022,25587340
2019,12,137037522,25587357
2019,12,137046981,25587324
2019,12,137037665,25582757
2019,12,137047052,25580615
2019,18,137047052,25587355
2019,3,137047065,25587361
2019,12,137037591,25580639
2019,12,137045250,25580637
2019,18,137045250,25580638
2019,12,137047151,25582725
2019,10,137037667,25582758
2019,12,137045311,25580667
2019,9,137037685,25582766
2019,12,137045321,25587407
2019,12,137047197,25582794
2019,18,137037757,25582800
2019,12,137045379,25580704
2019,12,138279185,25952239
2019,12,138273910,25952243
2019,12,138279187,25957526
2019,12,138273916,25952247
2019,12,138279191,25957528
2019,12,137047155,25587395
2019,12,137047168,25587401
2019,12,137037690,25582769
2019,12,139558942,26336855
2019,12,139558949,26323405
2019,12,139558950,26336863
2019,12,139576415,26336864
2019,9,137037474,25580598
2019,3,137045158,25580600
2019,9,137047036,25587348
2019,12,137045140,25587335
2019,3,137037466,25582650
2019,12,137045149,25582653
2019,12,137047042,25580608
2019,12,137047046,25582673
2019,12,137037778,25580694
2019,12,137037521,25587358
2019,12,137045238,25582702
2019,12,137037779,25582806
2019,12,137045338,25580680
2019,12,137037621,25580652
2019,12,137047230,25587428
2019,3,137037307,25582566
2019,12,137037337,25582584
2019,12,137046922,25587296
2019,9,137046931,25587299
2019,12,138279201,25957534
2019,12,138284048,25962375
2019,12,138284051,25962376
2019,12,138284058,25962379
2019,12,138284072,25962383
2019,12,138284080,25962385
2019,9,138284082,25962387
2019,12,138284081,25962386
2019,12,138284085,25962390
2019,18,138284094,25962394
2019,12,138284097,25962395
2019,12,138284116,25962405
2019,12,138284117,25962406
2019,12,138284120,25962407
2019,12,138284122,25962408
2019,12,138284124,25962410
2019,9,138284131,25962414
2019,9,138284139,25962416
2019,12,138284147,25962418
2019,9,138284150,25962419
2019,18,138284151,25962420
2019,12,138284170,25962424
2019,3,138284171,25962425
2019,3,138284179,25962428
2019,12,138284184,25962430
2019,12,138284197,25962437
2019,12,138284200,25962438
2019,9,138284203,25962440
2019,12,138284204,25962441
2019,9,138284205,25962442
2019,6,138284215,25962446
2019,18,138284216,25962447
2019,12,138284219,25962449
2019,9,138284232,25962451
2019,12,138284234,25962452
2019,12,138284242,25962453
2019,12,138284259,25962456
2019,18,138284263,25962459
2019,12,138284264,25962460
2019,12,138279186,25957524
2019,3,138273909,25952242
2019,12,138283907,25962312
2019,3,138283916,25962317
2019,9,138283923,25962320
2019,12,138283929,25962321
2019,12,138273954,25952270
2019,18,138273954,25952271
2019,12,138283931,25962322
2019,12,138283932,25962323
2019,12,138273959,25952274
2019,12,138283941,25962328
2019,12,138283942,25962329
2019,12,138283946,25962330
2019,12,138273980,25952290
2019,9,138283951,25962332
2019,12,138283953,25962333
2019,12,138274002,25952298
2019,12,138283970,25962335
2019,18,138283970,25962336
2019,20,138283977,25962338
2019,9,138283979,25962339
2019,9,138274017,25952306
2019,9,138274016,25952305
2019,12,138274023,25952309
2019,12,138274022,25952308
2019,12,138274026,25952312
2019,12,138283991,25962343
2019,12,138283993,25962345
2019,12,138283999,25962349
2019,12,138284013,25962354
2019,12,138274060,25962355
2019,12,138284016,25962358
2019,12,138284017,25962359
2019,12,138274062,25952326
2019,12,138284020,25962361
2019,12,138284023,25962362
2019,12,138274068,25952329
2019,12,138284028,25962364
2019,12,138284031,25962366
2019,18,138284032,25962367
2019,12,138284035,25962368
2019,12,138284036,25962369
2019,12,138284044,25962373
2019,12,138284046,25962374
2019,12,129739933,23695593
2019,12,137044936,25580500
2019,12,137046924,25587297
2019,12,137045024,25580538
2019,3,137037402,25582620
2019,3,137045059,25580560
2019,12,137037455,25582643
2019,12,137047008,25580593
2019,12,137037489,25582663
2019,12,128047111,23293877
2019,12,137046879,25587275
2019,12,137037362,25587298
2019,12,138273903,25952237
2019,12,138273914,25952245
2019,12,138273918,25952248
2019,9,138273920,25952250
2019,12,138273935,25952258
2019,12,138273939,25952262
2019,12,138273943,25952264
2019,12,138273944,25952265
2019,12,138273950,25952267
2019,12,138273951,25952268
2019,12,138273957,25952273
2019,12,138273960,25952275
2019,18,138273961,25952276
2019,12,138273965,25952277
2019,9,138273966,25952278
2019,12,138273971,25952281
2019,12,138273973,25952283
2019,12,138273976,25952286
2019,12,138273987,25952292
2019,12,138273988,25952293
2019,12,138273993,25952294
2019,12,138273994,25952295
2019,12,138273995,25952296
2019,12,138274009,25952299
2019,12,138274010,25952300
2019,20,138274014,25952303
2019,20,138274015,25952304
2019,12,137047030,25587345
2019,12,137037511,25582676
2019,12,137037515,25582678
2019,12,148901529,29688786
2019,12,148901523,29688783
2019,12,139576737,26336993
2019,12,139576740,26336995
2019,9,139559029,26323435
2019,12,139576742,26336997
2019,3,139576746,26336998
2019,12,139559037,26323442
2019,12,139576335,26336823
2019,12,139571326,26341819
2019,18,139576365,26336835
2019,12,139576388,26336848
2019,2,139576400,26341836
2019,12,139576748,26336999
2019,12,139576750,26337000
2019,9,137047007,25587334
2019,3,137045151,25582654
2019,12,139576703,26336980
2019,9,139576724,26336988
2019,12,139576726,26336989
2019,12,139576729,26336990
2019,18,139576731,26336991
2019,12,137045107,25580579
2019,12,137047055,25587359
2019,12,137045214,25587368
2019,12,139558874,26336784
2019,12,139576289,26341786
2019,12,139576716,26336986
2019,12,139576734,26336992
2019,12,137046977,25587320
2019,18,137046984,25580582
2019,9,137037453,25582642
2019,12,137045134,25582645
2019,12,137037480,25587338
2019,9,137037481,25582659
2019,12,137037644,25582741
2019,12,137037740,25587418
2019,12,137045372,25580702
2019,18,128051744,23291542
2019,9,128042363,23286436
2019,12,137045386,25580711
2019,18,128042403,23291582
2019,12,128047180,23291580
2019,2,137045389,25580712
2019,12,137045392,25580713
2019,12,137037356,25582593
2019,9,137047228,25587426
2019,18,137046937,25587303
2019,12,137045407,25580720
2019,18,129739968,23695612
2019,12,129739973,23705744
2019,3,129729762,23695623
2019,12,139558991,26323419
2019,12,139576421,26336866
2019,18,139576421,26336867
2019,3,139576423,26336868
2019,12,139576427,26336871
2019,12,139576434,26336875
2019,12,139576379,26336843
2019,19,139558936,26323399
2019,18,139571332,26341824
2019,12,139576395,26336852
2019,18,139576399,26336854
2019,9,139576398,26323400
2019,12,137045138,25582648
2019,12,137037467,25580597
2019,12,137037493,25580603
2019,18,137045091,25580574
2019,12,137046881,25580503
2019,12,137037354,25582592
2019,12,137046939,25580551
2019,12,137037405,25587309
2019,9,128047065,23293857
2019,12,128042351,23286425
2019,12,128047158,23291570
2019,9,137045279,25582735
2019,12,137037749,25582797
2019,12,137037783,25580696
2019,12,137037794,25582817
2019,12,137045396,25580715
2019,12,137047056,25580619
2019,12,137047071,25587363
2019,9,137047075,25587367
2019,12,129739936,23705725
2019,12,129729714,23705738
2019,12,129739949,23700648
2019,12,129729760,23695620
2019,12,129739934,23705723
2019,12,129729700,23705724
2019,12,129734545,23700644
2019,12,129729629,23700613
2019,12,137037301,25582563
2019,12,137046895,25580508
2019,12,137045005,25580528
2019,12,137046943,25582612
2019,5,137037396,25582618
2019,12,139571298,26341797
2019,18,139571319,26341812
2019,18,129739854,23705694
2019,9,129734466,23700595
2019,18,139571333,26341825
2019,12,139576405,26336858
2019,12,139571342,26323403
2019,9,137045185,25580616
2019,12,137047103,25587376
2019,12,137047104,25587377
2019,9,137047106,25582700
2019,12,137047106,25582701
2019,2,137037586,25580636
2019,12,138274020,25952307
2019,9,138274024,25952310
2019,12,138274025,25952311
2019,9,138274028,25962341
2019,12,128042414,23286475
2019,12,137037734,25582790
2019,12,137047196,25587419
2019,12,137047229,25587427
2019,12,139576345,26336829
2019,18,139576301,26323369
2019,18,139576304,26336804
2019,12,139571317,26341810
2019,18,139576371,26336839
2019,12,139576406,26336859
2019,12,139571344,26336861
2019,12,139576420,26336865
2019,18,139576424,26336869
2019,9,137037520,25582682
2019,12,128042361,23286434
2019,9,128047062,23286411
2019,12,128051726,23291533
2019,18,128051753,23293880
2019,12,128042360,23286433
2019,18,128042360,23291551
2019,12,128051757,23291553
2019,12,128042373,23291561
2019,12,128051747,23293875
2019,12,128047157,23293899
2019,9,128051789,23293900
2019,12,128042401,23291581
2019,12,128042413,23286474
2019,12,137037297,25582560
2019,12,137037305,25587276
2019,12,137037355,25580533
2019,12,137045025,25582597
2019,12,137037392,25582614
2019,12,139576428,26336872
2019,12,139576432,26336873
2019,12,139576437,26336877
2019,12,139576438,26336878
2019,12,139576281,26323360
2019,12,139576288,26336793
2019,12,139558911,26336809
2019,9,139576374,26336840
2019,12,139576380,26336844
2019,12,139576384,26336846
2019,12,137037416,25580570
2019,18,137037418,25582627
2019,12,137047165,25580664
2019,12,139571265,26341778
2019,18,139558931,26341821
2019,12,139576459,26336884
2019,12,139576463,26336886
2019,9,139558977,26323412
2019,12,139576467,26336887
2019,12,129734465,23695543
2019,12,129734464,23700594
2019,9,129729594,23695545
2019,12,129739842,23705684
2019,20,129734537,23695594
2019,12,129739982,23695617
2019,12,129739841,23705683
2019,12,129739845,23705686
2019,9,129739848,23705688
2019,12,129739849,23705689
2019,18,129739849,23705690
2019,3,129729580,23695539
2019,12,129734475,23700602
2019,12,129729674,23695583
2019,18,129739917,23695587
2019,9,129739955,23695601
2019,9,129739956,23705740
2019,9,129734576,23700658
2019,12,129729603,23695548
2019,12,129739893,23700617
2019,22,129739851,23705691
2019,12,129739859,23700597
2019,9,129729734,23695607
2019,18,129729734,23695609
2019,19,137037681,25580666
2019,12,137045326,25582778
2019,18,137045326,25582779
2019,12,137047199,25582802
2019,12,137045366,25580700
2019,18,137037403,25582621
2019,18,137045082,25580572
2019,12,137037420,25582628
2019,18,137047003,25580589
2019,12,137045167,25582670
2019,12,137047140,25587387
2019,12,139576251,26336779
2019,12,129729662,23695576
2019,12,137037299,25587273
2019,12,137044974,25580515
2019,12,137046911,25587290
2019,12,137046935,25580543
2019,12,137045044,25580550
2019,12,128051766,23286440
2019,12,128051764,23286439
2019,12,128042352,23286426
2019,12,137037317,25582571
2019,9,137044955,25587281
2019,12,137044984,25580521
2019,12,137037376,25582602
2019,18,137046941,25587304
2019,12,137046876,25582561
2019,12,137037325,25582578
2019,12,137044998,25587293
2019,12,137045013,25580530
2019,12,137045340,25580681
2019,12,137037745,25582793
2019,12,137045349,25580690
2019,12,137037819,25582830
2019,12,137046978,25587321
2019,12,137046979,25587322
2019,12,137045147,25580596
2019,18,139576262,26336783
2019,12,139571288,26341791
2019,9,139559004,26323421
2019,12,139559005,26323422
2019,2,139559007,26323423
2019,12,139559008,26323424
2019,18,139559011,26323428
2019,12,139576536,26336907
2019,12,138273956,25952272
2019,12,138283933,25962324
2019,9,138273969,25952279
2019,12,138273972,25952282
2019,12,138273974,25952284
2019,12,138273975,25952285
2019,12,138273979,25952289
2019,12,138273984,25952291
2019,12,137037324,25582577
2019,3,137044976,25580517
2019,12,137037335,25580520
2019,12,137045017,25580535
2019,18,137037448,25580584
2019,12,137037470,25587337
2019,12,137045165,25580605
2019,12,137037531,25582686
2019,12,137047115,25587380
2019,12,137037585,25582709
2019,12,137037594,25582712
2019,12,137045290,25580663
2019,12,137037713,25582780
2019,12,137044956,25582573
2019,12,137044961,25587282
2019,18,137044961,25587283
2019,12,137044985,25587289
2019,12,137037344,25582589
2019,12,137045016,25580534
2019,3,137037655,25582749
2019,12,137037682,25587402
2019,12,137037701,25587406
2019,12,137037702,25587408
2019,12,137047189,25582787
2019,12,137047194,25580683
2019,12,137037753,25580688
2019,12,137037790,25582809
2019,12,137045381,25580706
2019,12,137045397,25582823
2019,12,137047073,25587366
2019,12,137037554,25582696
2019,9,137047091,25582697
2019,12,137047128,25587384
2019,12,145496781,28560067
2019,12,142571544,27683620
2019,18,142571565,27683631
2019,12,142571568,27683634
2019,12,142571575,27683637
2019,12,142571591,27683639
2019,12,142571537,27683615
2019,12,142564507,27687337
2019,12,142571556,27683625
2019,3,142571561,27683629
2019,9,142571564,27683630
2019,12,142571566,27683632
2019,2,142571567,27683633
2019,12,142571577,27683638
2019,18,142567256,27691825
2019,12,142571666,27683673
2019,12,143469730,27997803
2019,9,143469732,27997804
2019,12,142571682,27687382
2019,12,142571692,27683675
2019,12,142567297,27691840
2019,12,142571698,27683678
2019,18,142571699,27683679
2019,12,143469741,27997806
2019,12,142571710,27683682
2019,12,143469743,27997807
2019,12,143469744,27997808
2019,12,142571721,27683686
2019,12,142571722,27683687
2019,12,142571723,27683688
2019,12,142571731,27683690
2019,12,142571732,27683691
2019,9,142571735,27683692
2019,12,142571736,27683693
2019,12,142571740,27683694
2019,18,142571744,27683695
2019,18,142571745,27683696
2019,12,142571746,27683697
2019,12,142564534,27687349
2019,12,142564535,27687350
2019,12,142571599,27683641
2019,9,142571600,27683642
2019,12,142571602,27683643
2019,10,142564547,27687355
2019,12,142571605,27683644
2019,12,142571606,27687356
2019,12,143469686,27997789
2019,12,142571610,27683645
2019,12,142571611,27683646
2019,12,142564563,27687362
2019,9,142571615,27687363
2019,12,142571624,27683650
2019,12,142571626,27683651
2019,12,143469678,27997788
2019,12,142571628,27683652
2019,12,142571632,27683654
2019,9,142571633,27683655
