"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2019,4,147151350
2019,4,147151354
2019,4,147151356
2019,4,144331220
2019,4,144331221
2019,4,144331222
2019,4,144331224
2019,4,144331226
2019,4,141493559
2019,4,141493556
2019,4,141489676
2019,4,139558878
2019,4,139576547
2019,1,139558873
2019,1,139558872
2019,4,139558888
2019,4,139576261
2019,4,139576303
2019,4,139576546
2019,4,139559014
2019,4,139559015
2019,4,139559016
2019,4,139559019
2019,4,139559021
2019,4,139559022
2019,4,139576566
2019,3,139559025
2019,4,139559026
2019,3,139559027
2019,4,139559028
2019,4,139559031
2019,4,139559032
2019,4,139559033
2019,4,139559035
2019,4,139559036
2019,4,139559039
2019,4,139559040
2019,4,139558864
2019,4,139558863
2019,4,139576271
2019,4,139576326
2019,4,139576327
2019,4,139576739
2019,4,139576741
2019,4,139571284
2019,3,139576754
2019,4,139576753
2019,4,139576751
2019,4,139576752
2019,3,139576756
2019,3,139576755
2019,4,139576757
2019,4,139576758
2019,3,139576760
2019,3,139576761
2019,4,139576762
2019,4,139576764
2019,4,139576766
2019,4,139576767
2019,3,139576768
2019,4,139576769
2019,1,139576770
2019,4,139576773
2019,4,139576775
2019,4,139576774
2019,3,139576776
2019,3,139576778
2019,4,139576779
2019,4,139576780
2019,4,139576783
2019,1,139576786
2019,4,139576788
2019,3,139576789
2019,3,139576790
2019,4,139576791
2019,1,139576792
2019,4,139576794
2019,4,139576795
2019,4,139576796
2019,4,139576797
2019,4,139576799
2019,4,139576801
2019,4,139576798
2019,4,139576800
2019,3,139576802
2019,4,139576803
2019,3,139576804
2019,3,139576805
2019,4,139576806
2019,4,139576807
2019,1,139576808
2019,3,139576809
2019,3,139576810
2019,4,139576811
2019,4,139576812
2019,4,139576813
2019,4,139576815
2019,4,139576816
2019,4,139576817
2019,4,139576818
2019,3,139576819
2019,4,139576829
2019,4,139576830
2019,4,139576832
2019,4,139576833
2019,4,139576834
2019,4,139576835
2019,4,139576836
2019,4,139576837
2019,4,139576838
2019,4,139576839
2019,4,139576840
2019,4,139576841
2019,4,139576843
2019,4,139576844
2019,4,139576845
2019,4,139576846
2019,4,139576848
2019,4,139576849
2019,3,139576851
2019,4,139576852
2019,4,139576853
2019,3,139576854
2019,4,139576855
2019,3,139576856
2019,4,139576858
2019,4,139576859
2019,4,139576860
2019,4,139576861
2019,4,143469564
2019,4,143469559
2019,4,143469566
2019,4,143461706
2019,4,143469565
2019,4,143469567
2019,4,143469568
2019,4,139558915
2019,4,139571266
2019,1,139571311
2019,4,139576321
2019,4,142567234
2019,4,142567246
2019,4,142567244
2019,4,142567247
2019,4,139571291
2019,4,139576295
2019,4,142571547
2019,1,142571543
2019,3,142571546
2019,4,142571542
2019,4,142571536
2019,4,142571538
2019,4,142567237
2019,4,142571551
2019,4,142571553
2019,3,142567243
2019,4,142571558
2019,4,145496793
2019,4,145496797
2019,4,145496796
2019,4,145496787
2019,4,145496801
2019,4,145496802
2019,4,145496803
2019,4,145496806
2019,4,145496810
2019,3,145496813
2019,4,145496817
2019,4,145496819
2019,4,139576343
2019,4,139576344
2019,4,139576347
2019,4,139576317
2019,4,139576265
2019,4,139571269
2019,4,139558894
2019,4,139558906
2019,4,139558907
2019,4,139576339
2019,4,139558930
2019,1,139571336
2019,4,139571337
2019,4,139571339
2019,4,142567238
2019,4,142571535
2019,4,142567236
2019,4,142564501
2019,4,142564502
2019,4,142564510
2019,4,145496794
2019,4,145496788
2019,4,145496795
2019,4,145495703
2019,4,145495707
2019,4,145495708
2019,4,145496792
2019,4,145496799
2019,4,145496805
2019,4,145496804
2019,4,139571275
2019,4,139558869
2019,4,139571273
2019,4,139571274
2019,4,139576294
2019,1,139571312
2019,4,137045291
2019,4,137046954
2019,4,137046966
2019,3,137037412
2019,3,137037712
2019,3,137045339
2019,4,129739857
2019,4,129739901
2019,4,129729569
2019,4,129739850
2019,1,129739852
2019,4,129739971
2019,4,129739902
2019,4,129729763
2019,3,129739915
2019,4,129729614
2019,4,129729588
2019,4,129739881
2019,3,129729613
2019,4,129729618
2019,4,129729622
2019,1,129729630
2019,4,129729636
2019,1,129729727
2019,4,129739960
2019,4,129729730
2019,3,129729644
2019,4,129729602
2019,4,129729632
2019,4,129729639
2019,4,137037327
2019,4,137037333
2019,3,137037349
2019,4,137046934
2019,4,137045053
2019,4,137045066
2019,3,129729653
2019,4,129739958
2019,4,129729649
2019,4,129729631
2019,4,129729647
2019,4,129729650
2019,4,129729648
2019,4,129734515
2019,4,129739912
2019,4,129739932
2019,4,129729713
2019,4,129729749
2019,4,129739981
2019,4,129729756
2019,4,129739837
2019,4,129729577
2019,4,129729585
2019,4,129739858
2019,4,129734467
2019,4,129729681
2019,4,129739918
2019,4,129739938
2019,3,129729672
2019,4,137037711
2019,4,137045363
2019,3,137045318
2019,4,137037731
2019,4,137045352
2019,4,137037772
2019,4,137037795
2019,4,137046942
2019,4,137045054
2019,4,137045090
2019,3,129739874
2019,4,129739892
2019,4,129729657
2019,4,137047176
2019,4,129739924
2019,4,139558898
2019,3,137045316
2019,4,137037615
2019,4,137045266
2019,4,137045303
2019,4,139576448
2019,4,139576248
2019,4,139576250
2019,4,139571258
2019,4,139571289
2019,4,139558896
2019,4,139576305
2019,4,139576329
2019,4,139576342
2019,4,139558920
2019,4,137045196
2019,3,137045202
2019,4,139571315
2019,4,139576442
2019,4,139576445
2019,4,139576447
2019,4,129734530
2019,4,139576451
2019,4,139558971
2019,4,139576453
2019,4,139576457
2019,4,139576458
2019,4,139558884
2019,4,139571303
2019,3,137037639
2019,4,138279183
2019,1,137037614
2019,4,137037624
2019,4,137037627
2019,4,137047154
2019,4,137037680
2019,4,137037694
2019,4,137037706
2019,4,137037715
2019,3,137047193
2019,4,137037743
2019,4,137037744
2019,3,137037764
2019,4,137045356
2019,4,137047202
2019,4,137045359
2019,4,137037784
2019,4,137037788
2019,3,137037792
2019,4,129739925
2019,3,129739946
2019,4,129729720
2019,4,139576267
2019,4,139576464
2019,4,139571318
2019,4,139571343
2019,4,139576462
2019,4,139576465
2019,4,139576470
2019,4,139576472
2019,4,139576473
2019,3,139576469
2019,3,139576471
2019,4,139576474
2019,4,139576476
2019,4,139576478
2019,4,139576479
2019,4,139576480
2019,4,139576483
2019,4,139558987
2019,4,139576487
2019,4,139576488
2019,4,139558989
2019,4,139576489
2019,4,139576490
2019,4,139576491
2019,4,139576495
2019,4,139576497
2019,4,139576499
2019,3,129734572
2019,4,129729587
2019,3,129739910
2019,4,129729673
2019,4,129729725
2019,3,129739963
2019,4,137037649
2019,4,137037498
2019,3,129729593
2019,3,137045128
2019,3,137047009
2019,4,137045142
2019,4,137045161
2019,4,137045325
2019,4,137045324
2019,4,129729581
2019,4,129729590
2019,4,129734469
2019,4,129734468
2019,4,129729597
2019,4,129729598
2019,4,129734501
2019,3,129729683
2019,4,129729699
2019,4,129739947
2019,4,129729712
