"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2020,8,147151353
2020,9,147151355
2020,9,147151357
2020,9,149583847
2020,6,149583870
2020,6,149583869
2020,8,149583874
2020,6,149583885
2020,9,149583893
2020,9,149583897
2020,9,149583963
2020,9,149583818
2020,9,145496961
2020,9,145496965
2020,6,145496966
2020,8,145496966
2020,9,145496971
2020,8,145496809
2020,6,149583811
2020,9,149583854
2020,9,149583867
2020,9,149583944
2020,9,149583951
2020,8,149583953
2020,9,149583960
2020,9,149583912
2020,9,149583928
2020,9,149583931
2020,9,149583850
2020,6,149583880
2020,6,149583915
2020,8,149583915
2020,8,149583917
2020,9,149583922
2020,9,149583935
2020,6,149583937
2020,9,149583965
2020,9,149583975
2020,9,149583979
2020,9,149584003
2020,9,149584005
2020,9,149584006
2020,9,149584007
2020,6,149584008
2020,9,149583924
2020,9,149583930
2020,9,149583950
2020,9,149584021
2020,9,149583793
2020,9,149583848
2020,9,149583853
2020,9,149583993
2020,6,149583995
2020,9,149583952
2020,6,149583969
2020,9,149583974
2020,9,149583852
2020,6,149583857
2020,9,149583872
2020,6,149583884
2020,9,154693976
2020,9,151872717
2020,9,154693977
2020,9,154698617
2020,9,157664568
2020,9,157664571
2020,9,157664618
2020,9,154698616
2020,9,154693946
2020,9,154693956
2020,6,154698585
2020,9,154693990
2020,8,147145896
2020,9,157668622
2020,9,157668644
2020,9,147145888
2020,6,147145902
2020,6,147151368
2020,6,147151367
2020,8,145496908
2020,6,145496909
2020,8,145496910
2020,6,145496911
2020,9,148901513
2020,9,148906529
2020,9,148906609
2020,8,148906610
2020,8,145496974
2020,8,145496976
2020,6,145496977
2020,6,148906615
2020,9,145496991
2020,8,145496983
2020,8,145496984
2020,8,145496985
2020,6,145496986
2020,8,145496986
2020,6,145496987
2020,9,145496988
2020,8,147151376
2020,6,147151377
2020,8,147151377
2020,6,147151381
2020,9,147151389
2020,8,147151391
2020,6,147151392
2020,9,150861238
2020,8,150859204
2020,6,150859207
2020,8,148901686
2020,9,154693848
2020,8,145496840
2020,6,145496851
2020,8,145496852
2020,9,145496863
2020,6,145496864
2020,8,145496864
2020,9,145496869
2020,6,145496870
2020,8,145496870
2020,8,145496915
2020,6,145496914
2020,8,145496919
2020,6,145496920
2020,9,153780459
2020,9,153780455
2020,9,153780422
2020,9,153774658
2020,9,153774708
2020,6,153780429
2020,1,156005194
2020,9,156009620
2020,9,156009636
2020,9,153780405
2020,8,153780462
2020,9,153774736
2020,9,153780464
2020,6,153774662
2020,8,153774662
2020,9,154693905
2020,9,154693925
2020,9,154693957
2020,9,153780373
2020,8,153780442
2020,9,154698542
2020,9,154698644
2020,9,154698588
2020,9,154693996
2020,9,153780485
2020,6,153774699
2020,9,153780460
2020,6,153774671
2020,6,154698591
2020,9,154698603
2020,8,154698605
2020,9,154698626
2020,8,145497098
2020,6,145497095
2020,8,145497096
2020,8,145497097
2020,6,145497099
2020,8,145497099
2020,6,145497104
2020,9,145497103
2020,8,145497105
2020,8,145497106
2020,8,145497107
2020,9,150859148
2020,6,150861253
2020,9,150861193
2020,6,150861194
2020,9,150861206
2020,8,150859184
2020,9,153774710
2020,8,148906616
2020,6,148906617
2020,6,148906618
2020,8,148906618
2020,8,148906622
2020,9,148906626
2020,8,148906628
2020,8,148906629
2020,6,148906629
2020,6,148906631
2020,9,145497007
2020,9,145497047
2020,8,145497052
2020,6,145497053
2020,6,145497054
2020,6,145497056
2020,8,145497058
2020,9,145497060
2020,9,145497063
2020,8,145497065
2020,6,145497065
2020,9,145497066
2020,6,145497068
2020,6,145497067
2020,9,145497070
2020,6,145497075
2020,8,145497075
2020,6,145497074
2020,8,145497074
2020,9,145497079
2020,6,145497085
2020,8,145497087
2020,8,145496928
2020,8,145496938
2020,8,145496940
2020,1,145496951
2020,8,145496957
2020,8,145497010
2020,6,145497012
2020,6,145497018
2020,6,145497020
2020,6,145497022
2020,9,145497023
2020,9,145497024
2020,6,145497042
2020,9,145497077
2020,6,145497088
2020,8,145497089
2020,9,145497094
2020,9,145496746
2020,6,145496874
2020,8,145496875
2020,8,145496877
2020,8,145496883
2020,6,145496884
2020,8,145496884
2020,8,145496895
2020,6,145496898
2020,6,154693824
2020,9,154693856
2020,8,147151429
2020,6,147151429
2020,9,147151443
2020,9,147151444
2020,9,147151448
2020,9,147151450
2020,9,147151451
2020,9,147145978
2020,9,147145979
2020,9,147151423
2020,1,147151417
2020,9,147145974
2020,8,147145975
2020,9,147151420
2020,6,147146093
2020,8,147146093
2020,6,147146094
2020,6,147146095
2020,8,147146095
2020,6,147146096
2020,9,147146097
2020,9,147146103
2020,8,147146108
2020,8,147146109
2020,1,147146110
2020,8,147146111
2020,8,147146112
2020,9,147146113
2020,9,147146115
2020,6,147146117
2020,8,147146120
2020,8,147146121
2020,8,147146124
2020,8,147146125
2020,8,147146126
2020,8,147146127
2020,6,147146127
2020,8,147146128
2020,8,147146129
2020,6,147146130
2020,9,147146138
2020,8,147146139
2020,8,147146140
2020,8,147146141
2020,6,147146142
2020,8,147146142
2020,8,147146145
2020,6,147146145
2020,9,147146148
2020,6,147146153
2020,6,147146154
2020,6,147146162
2020,6,147146164
2020,9,145495781
2020,8,145495715
2020,6,145495715
2020,6,145495777
2020,8,145495777
2020,6,145495783
2020,8,150861181
2020,6,150861223
2020,6,150859173
2020,9,150861256
2020,9,150861261
2020,8,145495724
2020,6,145495724
2020,9,148906527
2020,9,148906533
2020,8,145495726
2020,6,145495726
2020,8,145495737
2020,6,145495737
2020,6,145495768
2020,9,148906602
2020,6,145495790
2020,8,145495790
2020,8,145495818
2020,9,145495836
2020,8,145495838
2020,6,145495838
2020,8,145495837
2020,6,145495837
2020,8,145495841
2020,8,145495842
2020,6,145495846
2020,6,145495847
2020,6,145495848
2020,6,147146082
2020,9,147146084
2020,9,147146086
2020,6,147146089
2020,9,147145990
2020,8,147145993
2020,6,147145993
2020,8,147145995
2020,6,147151437
2020,8,147151437
2020,9,147145997
2020,9,147145998
2020,6,147146012
2020,8,147146016
2020,6,147146017
2020,8,147146018
2020,8,147146019
2020,8,147146020
2020,6,147146021
2020,9,147146022
2020,6,147146028
2020,8,147146031
2020,8,147146033
2020,8,147146034
2020,6,147146036
2020,8,147146036
2020,8,147146038
2020,3,147146039
2020,8,147146040
2020,9,147145970
2020,8,147145971
2020,8,147145972
2020,6,147145976
2020,6,147145977
2020,9,147145986
2020,8,147146041
2020,6,147146042
2020,8,147146042
2020,6,147146054
2020,1,147146062
2020,8,147146063
2020,8,147146069
2020,6,147146073
2020,8,147146075
2020,8,147146076
2020,8,147146077
2020,6,147146078
2020,8,147146079
2020,6,153780388
2020,8,153774701
2020,9,153780447
2020,6,154698541
2020,9,154698540
2020,9,147147257
2020,6,147145909
2020,8,147145909
2020,8,147145922
2020,6,147145886
2020,6,147151358
2020,8,154698554
2020,3,154693850
2020,8,147145904
2020,6,147145904
2020,6,147145907
2020,8,147145907
2020,8,147145910
2020,9,147145920
2020,9,147145924
2020,9,147145926
2020,8,147145938
2020,6,147145938
2020,9,147145944
2020,9,147145946
2020,6,154698604
2020,9,154698610
2020,9,147145951
2020,9,147145954
2020,9,147145959
2020,9,147145960
2020,8,147145962
2020,6,147145962
2020,9,147145963
2020,6,147145965
2020,6,147145966
2020,8,147145967
2020,8,147145881
2020,9,148901552
2020,8,148901564
2020,6,148901564
2020,6,148901569
2020,9,148901572
2020,6,148901585
2020,9,148901591
2020,8,148901593
2020,9,148901601
2020,9,148901616
2020,9,148901620
2020,6,148901626
2020,9,148901629
2020,8,148901633
2020,8,148901635
2020,9,148901638
2020,6,148901645
2020,8,148901645
2020,6,148901646
2020,8,148901646
2020,9,148901648
2020,9,148901650
2020,6,148901651
2020,9,148901657
2020,6,148901660
2020,9,148901661
2020,8,148901662
2020,9,148901665
2020,8,148901667
2020,9,148901669
2020,3,148901679
2020,8,148906604
2020,8,148901685
2020,9,148901691
2020,6,148901692
2020,9,148901696
2020,6,148901697
2020,8,148901697
2020,8,148901707
2020,6,148901708
2020,9,148901709
2020,9,148906624
2020,9,148901714
2020,9,148901717
2020,9,148901726
2020,3,148901727
2020,9,148901732
2020,8,148901735
2020,9,148901738
2020,6,148906651
2020,8,148906651
2020,6,148901741
