"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2020,21,147151353
2020,21,147147263
2020,21,147151355
2020,21,147151357
2020,21,147151359
2020,21,147151360
2020,21,149583860
2020,21,149583835
2020,21,149583847
2020,21,149583851
2020,21,149583870
2020,21,149583869
2020,21,149583874
2020,21,149583877
2020,21,149583885
2020,21,149583893
2020,21,149583897
2020,21,149583899
2020,21,149583902
2020,21,149583904
2020,21,149583905
2020,21,149583908
2020,21,149583813
2020,21,149583818
2020,21,149583911
2020,21,149583963
2020,21,145496960
2020,21,145496963
2020,21,145496961
2020,21,145496959
2020,21,145496964
2020,21,145496965
2020,21,145496966
2020,21,145496968
2020,21,145496970
2020,21,145496971
2020,21,145496972
2020,21,149583836
2020,21,145496809
2020,21,145496739
2020,21,149583785
2020,21,149583833
2020,21,149579337
2020,21,149579338
2020,21,149583811
2020,21,149583812
2020,21,149583820
2020,21,149583821
2020,21,149583826
2020,21,149583837
2020,21,149583801
2020,21,149583795
2020,21,151872717
2020,21,151872718
2020,21,149583854
2020,21,149583867
2020,21,149583868
2020,21,149583871
2020,21,149583878
2020,21,149583879
2020,21,149583886
2020,21,149583888
2020,21,149583895
2020,21,149583940
2020,21,149583944
2020,21,149583947
2020,21,149583946
2020,21,149583951
2020,21,149583953
2020,21,149583956
2020,21,149583960
2020,21,149583900
2020,21,149583901
2020,21,149583906
2020,21,149583909
2020,21,149583912
2020,21,149583914
2020,21,149583919
2020,21,149583921
2020,21,149583927
2020,21,149583929
2020,21,149583928
2020,21,149583931
2020,21,149583933
2020,21,149583865
2020,21,149583805
2020,21,149583832
2020,21,149583850
2020,21,149583859
2020,21,149583880
2020,21,149583883
2020,21,149583915
2020,21,149583917
2020,21,149583922
2020,21,149583925
2020,21,149583932
2020,21,149583935
2020,21,149583936
2020,21,149583937
2020,21,149583938
2020,21,149583939
2020,21,149583942
2020,21,149583948
2020,21,149583949
2020,21,149583962
2020,21,149583965
2020,21,154693995
2020,21,149583980
2020,21,149583975
2020,21,149583976
2020,21,149583979
2020,21,149583981
2020,21,149583985
2020,21,149583986
2020,21,149583987
2020,21,149584000
2020,21,149584001
2020,21,149584002
2020,21,149584004
2020,21,149584003
2020,21,149584005
2020,21,149584006
2020,21,149584007
2020,21,149584008
2020,21,149584009
2020,21,149584010
2020,21,149584012
2020,21,149584013
2020,21,149584014
2020,21,149584015
2020,21,149584017
2020,21,149583896
2020,21,149583898
2020,21,149583903
2020,21,149583907
2020,21,149583913
2020,21,149583918
2020,21,149583923
2020,21,149583924
2020,28,149583930
2020,21,149583934
2020,21,149583941
2020,21,149583943
2020,21,149583945
2020,21,149583950
2020,21,149584020
2020,21,149584021
2020,21,149584022
2020,21,149583793
2020,21,149583817
2020,21,149583819
2020,21,149583828
2020,21,149583830
2020,21,149583842
2020,21,149583845
2020,21,149583848
2020,21,149583853
2020,21,149583864
2020,21,149583866
2020,21,149583889
2020,21,149583892
2020,21,149583988
2020,21,149583991
2020,21,149583992
2020,21,149583993
2020,21,149583994
2020,21,149583995
2020,21,149583996
2020,21,149583998
2020,21,149583999
2020,21,149583952
2020,21,149583954
2020,21,149583955
2020,21,149583957
2020,21,149583959
2020,21,149583961
2020,21,149583966
2020,21,149583969
2020,21,149583968
2020,21,149583970
2020,21,149583971
2020,21,149583974
2020,21,149583810
2020,21,149583890
2020,21,149583822
2020,21,149583824
2020,21,149583840
2020,21,149583839
2020,21,149583852
2020,21,149583857
2020,21,149583858
2020,21,149583873
2020,21,149583872
2020,21,149583882
2020,21,149583884
2020,21,154693924
2020,21,154698607
2020,21,154693915
2020,21,154693941
2020,21,154693976
2020,21,154698589
2020,21,154698639
2020,21,154698595
2020,21,154693828
2020,21,154693833
2020,21,154693840
2020,21,154693874
2020,21,154698570
2020,21,154693928
2020,21,154693938
2020,21,154693940
2020,21,154693977
2020,21,156009663
2020,21,154693943
2020,21,154698529
2020,21,154693830
2020,21,154698548
2020,21,154698617
2020,21,156005251
2020,21,154693959
2020,21,154698555
2020,21,154698582
2020,21,154693894
2020,21,154693901
2020,21,157664562
2020,21,157664549
2020,21,157664557
2020,21,157664571
2020,21,157664568
2020,21,157664618
2020,21,157664634
2020,21,154693946
2020,21,154698640
2020,21,154698645
2020,21,154693990
2020,21,154698601
2020,21,154698616
2020,21,154693936
2020,21,154693956
2020,21,154698585
2020,21,154698638
2020,21,157668622
2020,21,157668644
2020,21,147145895
2020,21,147145896
2020,21,147145888
2020,21,147145891
2020,21,147145902
2020,21,147151368
2020,21,147151367
2020,21,145496909
2020,21,145496906
2020,21,145496907
2020,21,145496908
2020,21,145496910
2020,21,145496911
2020,21,148901533
2020,21,148901513
2020,21,148901542
2020,21,148906529
2020,21,150859204
2020,21,150859207
2020,21,150861214
2020,21,150861238
2020,21,150861258
2020,21,150859199
2020,21,150861273
2020,21,145496974
2020,21,148906612
2020,21,148906609
2020,21,148906607
2020,21,148906610
2020,21,148906611
2020,21,148901686
2020,21,148906613
2020,21,145496976
2020,21,145496977
2020,21,148906614
2020,21,148906615
2020,21,145496991
2020,21,145496995
2020,21,145496997
2020,21,145496998
2020,21,145497001
2020,21,145497002
2020,21,145497003
2020,21,145497004
2020,21,145496980
2020,21,145496983
2020,21,145496984
2020,21,145496985
2020,21,145496986
2020,21,145496987
2020,21,145496988
2020,21,145496989
2020,21,147151362
2020,21,147151361
2020,21,147151376
2020,21,147151365
2020,21,147151366
2020,21,147145906
2020,21,147151377
2020,21,147151381
2020,21,147151383
2020,21,147151385
2020,21,147145939
2020,21,147151389
2020,21,147151391
2020,21,147151392
2020,21,147151393
2020,21,147151399
2020,21,147151400
2020,21,158812819
2020,21,158812858
2020,21,158812780
2020,21,158812759
2020,21,158826196
2020,21,158826278
2020,21,148906509
2020,21,148901536
2020,21,154693848
2020,21,145496840
2020,21,145496843
2020,21,145496844
2020,21,145496851
2020,21,145496852
2020,21,145496857
2020,21,145496863
2020,21,145496864
2020,21,145496866
2020,21,145496867
2020,21,145496868
2020,21,145496869
2020,21,145496870
2020,21,145496913
2020,21,145496915
2020,21,145496914
2020,21,145496919
2020,21,145496920
2020,21,148906524
2020,21,148901539
2020,21,153780392
2020,21,153780459
2020,21,153780453
2020,21,153780374
2020,21,153780455
2020,21,153774729
2020,21,153774717
2020,21,153780418
2020,21,153780422
2020,21,153780430
2020,21,153774742
2020,21,156005190
2020,21,153780420
2020,21,153780379
2020,21,153774658
2020,21,153780410
2020,21,153774700
2020,21,153774708
2020,21,153780429
2020,21,153780454
2020,21,156005197
2020,21,156009620
2020,21,156005220
2020,21,156005194
2020,21,156005202
2020,21,156005204
2020,21,156009636
2020,21,156005227
2020,21,154693922
2020,21,154693949
2020,21,154693951
2020,21,153780405
2020,21,153774707
2020,21,153780426
2020,21,153780467
2020,21,153774642
2020,21,153780411
2020,21,153780414
2020,21,153774706
2020,21,153780364
2020,21,153780390
2020,21,153780399
2020,21,153780428
2020,21,153774712
2020,21,153774724
2020,21,153780462
2020,21,153774736
2020,21,153780406
2020,21,153780438
2020,21,153780464
2020,21,153780375
2020,21,153780452
2020,21,153780457
2020,21,153780470
2020,21,153780403
2020,21,153780381
2020,21,153780380
2020,21,153774662
2020,21,153780435
2020,21,153780486
2020,21,154698592
2020,21,154693905
2020,21,154693925
2020,21,154698635
2020,21,154693831
2020,21,153780427
2020,21,153780456
2020,21,153780478
2020,21,153780484
2020,21,154698530
2020,21,154693957
2020,21,153780463
2020,21,153780373
2020,21,153780404
2020,21,153780442
2020,21,153774734
2020,21,153774743
2020,21,154698644
2020,21,154698542
2020,21,154698563
2020,21,154693944
2020,21,154698641
2020,21,154698588
2020,21,154698623
2020,21,154693953
2020,21,154693996
2020,21,153780485
2020,21,153780398
2020,21,153780480
2020,21,153774731
2020,21,153780472
2020,21,153780481
2020,21,153780431
2020,21,153780367
2020,21,153780370
2020,21,153774699
2020,21,153774727
2020,21,153780460
2020,21,153774735
2020,21,153780474
2020,21,153774665
2020,21,153780395
2020,21,153780396
2020,21,153774670
2020,21,153774671
2020,21,154698593
2020,21,154698603
2020,21,154698605
2020,21,154693961
2020,21,154693849
2020,21,154698557
2020,21,154698591
2020,21,154698626
2020,21,154693991
2020,21,154693989
2020,21,145497095
2020,21,145497096
2020,21,145497097
2020,21,145497098
2020,21,145497099
2020,21,145497100
2020,21,145497101
2020,21,145497102
2020,21,145497104
2020,21,145497103
2020,21,145497105
2020,21,145497106
2020,21,145497107
2020,21,145497108
2020,21,145497109
2020,21,145497110
2020,21,150859148
2020,21,150859155
2020,21,150861246
2020,21,150861253
2020,21,150859167
2020,21,150859174
2020,21,150861241
2020,21,150861272
2020,21,150861198
2020,21,150861204
2020,21,150861194
2020,21,150861193
2020,21,150861206
2020,21,150861213
2020,21,150859170
2020,21,150859184
2020,21,150859205
2020,21,153774722
2020,21,153774649
2020,21,153774710
2020,21,153780437
2020,21,153780450
2020,21,153780451
2020,21,153774732
2020,21,153774744
2020,21,148906616
2020,21,148906617
2020,21,148906618
2020,21,148906619
2020,21,148906621
2020,21,148906622
2020,21,148906623
2020,21,148906625
2020,21,148906626
2020,21,148906628
2020,21,148906629
2020,21,148906630
2020,21,148906631
2020,21,145497005
2020,21,145497007
2020,21,145497047
2020,21,145497052
2020,21,145497053
2020,21,145497054
2020,21,145497055
2020,21,145497056
2020,21,145497058
2020,21,145497059
2020,21,145496814
2020,21,145497060
2020,21,145497061
2020,21,145497062
2020,21,145497063
2020,21,145497064
2020,21,145497065
2020,21,145497066
2020,21,145497068
2020,21,145497067
2020,21,145497070
2020,21,145497072
2020,21,145497075
2020,21,145497073
2020,21,145497074
2020,21,145497076
2020,21,145497078
2020,21,145497079
2020,21,145497080
2020,21,145497081
2020,21,145497084
2020,21,145497085
2020,21,145497087
2020,21,145496821
2020,21,145496928
2020,21,145496938
2020,21,145496940
2020,21,145496950
2020,21,145496951
2020,21,145496952
2020,21,145496954
2020,21,145496957
2020,21,145496958
2020,21,145497008
2020,21,145497009
2020,21,145497010
2020,21,145497012
2020,21,145497014
2020,21,145497018
2020,21,145497019
2020,21,145497020
2020,21,145497022
2020,21,145497023
2020,21,145497024
2020,21,145497028
2020,21,145497029
2020,21,145497030
2020,21,145497034
2020,21,145497033
2020,21,145497032
2020,21,145497035
2020,21,145497036
2020,21,145497038
2020,21,145497037
2020,21,145497042
2020,21,145497044
2020,21,145497077
2020,21,145497082
2020,21,145497086
2020,21,145497088
2020,21,145497089
2020,21,145497090
2020,21,145497091
2020,21,145497092
2020,21,145497094
2020,21,153780385
2020,21,145496874
2020,21,145496875
2020,21,145496877
2020,21,145496883
2020,21,145496884
2020,21,145496889
2020,21,145496894
2020,21,145496893
2020,21,145496895
2020,21,145496898
2020,21,153774663
2020,21,153774693
2020,21,153774692
2020,21,153774697
2020,21,154693824
2020,21,154698537
2020,21,154693856
2020,21,145496746
2020,21,145495832
2020,21,153780441
2020,21,153780369
2020,21,153780382
2020,21,153780394
2020,21,147151426
2020,21,147151427
2020,21,147151428
2020,21,147151436
2020,21,147151429
2020,21,147151434
