"DATA_YEAR","VICTIM_ID","INJURY_ID"
2020,133333796,4
2020,133333798,4
2020,133333801,4
2020,135520476,5
2020,135520471,5
2020,135520499,4
2020,135520515,4
2020,135520519,5
2020,135520524,4
2020,135520529,4
2020,135520583,3
2020,135520438,4
2020,135520443,5
2020,131683841,5
2020,131683838,4
2020,131683836,5
2020,131683840,5
2020,131683843,5
2020,131683848,5
2020,131683849,5
2020,131683850,5
2020,131683622,5
2020,135520457,5
2020,135520461,4
2020,135520419,5
2020,135520479,5
2020,135520491,4
2020,135520501,5
2020,135520507,5
2020,135520517,5
2020,135520567,5
2020,135520569,4
2020,135520572,5
2020,135520581,4
2020,135520522,5
2020,135520523,5
2020,135520530,4
2020,135520533,5
2020,135520535,5
2020,135520540,5
2020,135520550,4
2020,135520553,5
2020,135520474,5
2020,135520475,5
2020,135520483,4
2020,135520484,4
2020,135520490,4
2020,135520505,5
2020,135520544,5
2020,135520559,4
2020,135520562,5
2020,135520565,3
2020,135520587,4
2020,135520599,5
2020,135520598,4
2020,135520603,5
2020,135520604,5
2020,135520611,5
2020,135520624,5
2020,135520625,5
2020,135520626,4
2020,135520627,5
2020,135520628,4
2020,135520629,5
2020,135520631,5
2020,135520635,4
2020,135520636,5
2020,135520638,5
2020,135520518,5
2020,135520539,4
2020,135520545,5
2020,135520547,5
2020,135520546,5
2020,135520552,5
2020,135520558,5
2020,135520557,5
2020,135520556,5
2020,135520571,4
2020,135520642,5
2020,135520417,5
2020,135520442,5
2020,135520469,5
2020,135520472,5
2020,135520478,4
2020,135520489,4
2020,135520612,5
2020,135520615,4
2020,135520616,5
2020,135520617,5
2020,135520618,5
2020,135520573,4
2020,135520575,5
2020,135520576,5
2020,135520582,5
2020,135520586,4
2020,135520589,5
2020,135520597,5
2020,135520595,4
2020,135520596,5
2020,135520435,5
2020,135520446,5
2020,135520448,5
2020,135520477,2
2020,135520477,3
2020,135520477,4
2020,135520495,5
2020,137773102,5
2020,137773097,5
2020,137773099,5
2020,137765624,4
2020,140601224,5
2020,141868004,5
2020,141868002,5
2020,140601146,5
2020,140601217,5
2020,141862062,4
2020,141862057,4
2020,140601132,5
2020,140601100,5
2020,140601103,5
2020,140601142,4
2020,140601158,5
2020,140601173,5
2020,140601175,5
2020,140601216,5
2020,140601059,5
2020,140601166,4
2020,140601190,4
2020,140605329,5
2020,140605336,5
2020,140605375,7
2020,140601123,4
2020,143519354,4
2020,143519340,5
2020,143519344,4
2020,143519359,4
2020,140601136,5
2020,140601153,5
2020,140605402,4
2020,140601181,4
2020,140601187,5
2020,140601229,5
2020,143519442,5
2020,143523918,4
2020,133332785,5
2020,131683787,5
2020,135091406,5
2020,135091425,4
2020,136791622,5
2020,136791651,5
2020,136791682,4
2020,136791678,4
2020,135092907,5
2020,135092909,5
2020,135092910,5
2020,131683870,5
2020,131683879,5
2020,131683882,5
2020,131683884,5
2020,131683885,4
2020,131683867,5
2020,131683866,3
2020,133333806,4
2020,133333807,5
2020,133333821,5
2020,133332835,4
2020,133333827,5
2020,135091431,5
2020,135091438,5
2020,140601070,5
2020,131683721,5
2020,131683722,5
2020,131683723,5
2020,131683736,4
2020,131683746,3
2020,131683746,7
2020,131683750,5
2020,144677996,5
2020,144671191,5
2020,144678081,5
2020,135087806,5
2020,139682652,5
2020,139682648,5
2020,139685256,5
2020,139682615,4
2020,139682624,4
2020,139682575,5
2020,139682600,5
2020,139682647,5
2020,141861998,3
2020,141862014,6
2020,141862018,5
2020,141867983,4
2020,140601182,5
2020,139682597,5
2020,139682620,5
2020,139682601,5
2020,139685241,5
2020,139685229,5
2020,139682661,5
2020,139682625,4
2020,139682598,5
2020,139682562,5
2020,139682563,5
2020,139682564,4
2020,139685251,4
2020,139682650,5
2020,139682656,5
2020,139682663,5
2020,139685195,4
2020,140605338,5
2020,140605380,5
2020,140601138,5
2020,139682673,5
2020,139682680,5
2020,139682670,4
2020,140601041,5
2020,140601188,4
2020,139682560,5
2020,139682657,5
2020,140601051,5
2020,140601052,5
2020,140601079,4
2020,140605421,5
2020,140601127,5
2020,140605406,5
2020,140605425,4
2020,139682678,4
2020,139682586,4
2020,139682665,5
2020,139682675,5
2020,139682627,4
2020,139685255,5
2020,139682653,5
2020,139682667,5
2020,139682585,1
2020,139685193,5
2020,139682592,5
2020,140605382,4
2020,140605388,5
2020,140601198,5
2020,140601230,5
2020,131683980,4
2020,131683983,5
2020,131683988,5
2020,131683989,5
2020,131683990,5
2020,136791596,5
2020,136791676,4
2020,136791599,5
2020,136791604,4
2020,136791610,5
2020,136791615,5
2020,136791623,5
2020,136802603,4
2020,139685231,4
2020,139682630,5
2020,139685245,5
2020,135092923,4
2020,135092924,5
2020,135092928,5
2020,131683691,5
2020,131683692,5
2020,131683886,5
2020,131683888,5
2020,131683925,5
2020,131683933,5
2020,131683938,5
2020,131683940,5
2020,131683941,5
2020,131683943,5
2020,131683944,4
2020,131683945,4
2020,131683947,5
2020,131683950,2
2020,131683950,6
2020,131683954,5
2020,131683957,5
2020,131683958,5
2020,131683960,4
2020,131683961,4
2020,139682573,4
2020,131683826,5
2020,131683827,5
2020,131683904,5
2020,131683905,5
2020,131683910,4
2020,131683922,5
2020,131683956,4
2020,131683974,5
2020,131683631,5
2020,131683777,5
2020,139685220,5
2020,140601047,5
2020,140601075,5
2020,139682633,5
2020,133333870,5
2020,133333871,5
2020,133333878,4
2020,133333882,5
2020,133333881,4
2020,133333891,4
2020,133333892,4
2020,133333893,4
2020,133333894,4
2020,133333896,5
2020,133333898,5
2020,133333899,5
2020,133333900,3
2020,133333863,5
2020,133333864,5
2020,133333867,5
2020,133333866,5
2020,133333849,5
2020,133333850,5
2020,133333856,4
2020,133333857,5
2020,133333858,5
2020,133333859,3
2020,133333861,5
2020,133337985,5
2020,133337986,4
2020,133337991,5
2020,133337992,5
2020,133338001,4
2020,133338003,6
2020,133338005,5
2020,133338011,5
2020,133338019,5
2020,133338024,5
2020,133338026,4
2020,133338032,4
2020,133338036,4
2020,133338037,5
2020,133338039,4
2020,133338048,5
2020,133338050,4
2020,131688483,5
2020,136802642,4
2020,136802645,4
2020,135087822,5
2020,135091435,5
2020,135091436,1
2020,135091437,5
2020,135091439,5
2020,135087898,4
2020,131688497,5
2020,131688512,5
2020,131688520,4
2020,131688540,4
2020,131688546,4
2020,133324613,5
2020,133337972,5
2020,133337973,5
2020,133337974,5
2020,133337978,5
2020,133337979,5
2020,133332882,4
2020,133332890,5
2020,133332891,5
2020,133332897,5
2020,133337906,5
2020,133337913,5
2020,133337916,4
2020,133337926,5
2020,133332862,5
2020,133332865,5
2020,133332874,5
2020,133332877,5
2020,133337938,5
2020,133337941,5
2020,133337954,5
2020,133337953,5
2020,133337960,4
2020,133337962,5
2020,136791680,4
2020,136791679,4
2020,139685174,5
2020,139682555,5
2020,139685187,5
2020,139685253,4
2020,139685258,5
2020,139685261,5
2020,139685216,4
2020,139685217,4
2020,139682640,5
2020,140605341,4
2020,140605356,5
2020,135087819,5
2020,135087818,5
2020,133332768,4
2020,133324603,4
2020,133332769,5
2020,133332811,4
2020,133332812,5
2020,133332822,5
2020,133332820,5
