"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2020,37238488,1,37528843
2020,37231657,1,37523819
2020,38200298,1,38260723
2020,38200297,1,38260722
2020,38200287,1,38260712
2020,38200292,1,38260717
2020,38200301,1,38260726
2020,38200304,8,38260729
2020,38200309,1,38260734
2020,38200307,1,38260732
2020,38200308,1,38260733
2020,38200310,1,38260735
2020,36682779,1,36863202
2020,36682777,1,36863200
2020,36682778,1,36863201
2020,36682776,7,36863199
2020,36682780,1,36863203
2020,36682781,1,36863204
2020,36682782,1,36863205
2020,36682783,1,36863206
2020,36682701,1,36863123
2020,36682717,1,36863140
2020,38200280,2,38260705
2020,38200276,1,38260701
2020,38200282,1,38260707
2020,38200283,1,38260708
2020,38200281,1,38260706
2020,38200295,1,38260720
2020,38200323,1,38260748
2020,38200314,7,38260739
2020,38200315,1,38260740
2020,38200319,1,38260744
2020,38200320,1,38260745
2020,38200321,1,38260746
2020,38200286,1,38260711
2020,38200299,1,38260724
2020,38200312,1,38260737
2020,38200313,1,38260738
2020,38200316,1,38260741
2020,38200318,1,38260743
2020,38200322,1,38260747
2020,38200329,1,38260754
2020,38200328,1,38260753
2020,38200330,7,38260755
2020,38200331,7,38260756
2020,38200332,1,38260757
2020,38200333,1,38260758
2020,38200341,1,38260766
2020,38200342,1,38260767
2020,38200343,7,38260768
2020,38200344,1,38260769
2020,38200345,1,38260770
2020,38200303,7,38260728
2020,38200305,1,38260730
2020,38200306,1,38260731
2020,38200317,1,38260742
2020,38200346,1,38260771
2020,38200285,1,38260710
2020,38200296,1,38260721
2020,38200336,1,38260761
2020,38200334,1,38260759
2020,38200335,1,38260760
2020,38200337,7,38260762
2020,38200338,3,38260763
2020,38200339,1,38260764
2020,38200340,1,38260765
2020,38200326,7,38260751
2020,38200325,7,38260750
2020,38200327,1,38260752
2020,38200302,1,38260727
2020,38200278,1,38260703
2020,38200279,1,38260704
2020,38200288,1,38260713
2020,38200289,1,38260714
2020,38200290,1,38260715
2020,38200291,1,38260716
2020,38200300,1,38260725
2020,39626226,1,39911615
2020,39626228,1,39908881
2020,39626232,1,39911619
2020,39623394,1,39908913
2020,39623367,1,39908883
2020,39626245,1,39911630
2020,39623396,1,39908915
2020,39623402,1,39911646
2020,40424860,1,40742492
2020,40424865,1,40742499
2020,39623406,1,39908921
2020,39626261,7,39911648
2020,39626246,1,39911631
2020,37242419,1,37533098
2020,37242415,1,37533093
2020,37242413,1,37533091
2020,37242416,1,37533094
2020,37242420,1,37533099
2020,37238493,7,37528847
2020,37238495,1,37528848
2020,37238494,1,37533101
2020,36682757,1,36863180
2020,36682758,1,36863181
2020,36682759,1,36863182
2020,36682760,7,36863183
2020,36682761,3,36863184
2020,37971971,1,38142420
2020,37972026,1,38142475
2020,38513101,1,38593449
2020,38513104,7,38593452
2020,38517077,8,38593435
2020,36682784,1,36863207
2020,36682785,1,36863208
2020,36682786,1,36863209
2020,37979681,1,38137691
2020,37979682,1,38137692
2020,36682787,1,36863210
2020,36682793,1,36863216
2020,36682794,1,36863217
2020,36682788,1,36863211
2020,36682789,1,36863212
2020,36682790,1,36863213
2020,36682791,7,36863214
2020,36682792,1,36863215
2020,37238498,1,37528851
2020,37238499,1,37528852
2020,37238500,1,37528853
2020,37238502,1,37528855
2020,37238501,1,37528854
2020,37238504,1,37528857
2020,37242431,7,37533111
2020,37238509,1,37528862
2020,37238506,1,37528859
2020,37238507,1,37528860
2020,37238508,1,37528861
2020,36682724,1,36863147
2020,36682725,1,36863148
2020,36682726,1,36863149
2020,36682727,1,36863150
2020,36682731,1,36863154
2020,36682732,7,36863155
2020,36682734,1,36863157
2020,36682735,1,36863158
2020,36682736,1,36863159
2020,36682737,1,36863160
2020,36682738,1,36863161
2020,36682739,1,36863162
2020,36682763,1,36863186
2020,36682765,1,36863188
2020,36682766,1,36863189
2020,39336734,1,39557097
2020,39332222,1,39552877
2020,39332218,1,39557111
2020,39332219,1,39552873
2020,39336759,1,39557123
2020,39332221,1,39552876
2020,39336751,1,39557115
2020,39969526,7,40246881
2020,39969523,1,40246879
2020,39964521,1,40246888
2020,39964522,1,40246889
2020,39964524,1,40274946
2020,39332231,1,39552888
2020,39336754,7,39557118
2020,39332230,1,39552886
2020,39336762,1,39557125
2020,39332227,1,39552882
2020,39332225,1,39552880
2020,39332226,1,39552881
2020,39336756,1,39557120
2020,39332202,1,39552858
2020,39336761,1,39557124
2020,39332204,1,39552860
2020,39332208,1,39557099
2020,39336737,1,39557102
2020,39626231,1,39908882
2020,39623390,1,39908908
2020,39623391,1,39908910
2020,39626227,1,39911616
2020,39332201,1,39552857
2020,39332228,1,39552883
2020,39626264,1,39911652
2020,39626249,1,39911633
2020,39626260,1,39908924
2020,39623407,1,39908923
2020,39332234,1,39552892
2020,39332212,1,39552866
2020,39332199,1,39552855
2020,39332200,1,39552856
2020,39332198,1,39552854
2020,39332233,1,39552890
2020,39332211,1,39552865
2020,39332210,1,39552864
2020,39623389,1,39911634
2020,39626253,1,39911638
2020,39332213,7,39557101
2020,36682834,1,36863257
2020,36682835,1,36863258
2020,36682836,1,36863259
2020,36682837,1,36863260
2020,36682839,1,36863262
2020,36682838,1,36863261
2020,36682840,1,36863263
2020,36682841,1,36863264
2020,36682842,1,36863265
2020,36682843,1,36863266
2020,36682844,1,36863267
2020,36682845,1,36863268
2020,36682846,1,36863269
2020,36682847,1,36863270
2020,36682848,1,36863271
2020,36682849,1,36863272
2020,38513079,1,38593430
2020,38513098,1,38597619
2020,38513076,1,38593427
2020,38517075,1,38597607
2020,38517081,1,38593443
2020,39336753,1,39557117
2020,39336757,1,39557121
2020,39336766,1,39552891
2020,37979685,1,38137695
2020,37979683,1,38137693
2020,37979684,1,38137694
2020,37979686,1,38137696
2020,37972033,1,38142482
2020,37979690,1,38137700
2020,37979691,1,38137701
2020,37979692,1,38137702
2020,36682720,1,36863143
2020,36682795,1,36863218
2020,36682796,1,36863219
2020,36682807,1,36863230
2020,36682808,1,36863231
2020,36682809,1,36863232
2020,36682810,1,36863233
2020,36682811,1,36863234
2020,36682812,1,36863235
2020,36682813,1,36863236
2020,36682815,1,36863238
2020,36682814,1,36863237
2020,36682816,1,36863239
2020,36682817,1,36863240
2020,36682818,1,36863241
2020,36682819,1,36863242
2020,36682820,1,36863243
2020,36682821,1,36863244
2020,36682822,1,36863245
2020,36682823,1,36863246
2020,36682826,1,36863249
2020,36682827,1,36863250
2020,36682828,1,36863251
2020,36682830,1,36863253
2020,36682831,1,36863254
2020,39336733,1,39557096
2020,36682769,1,36863192
2020,36682771,1,36863194
2020,36682772,1,36863195
2020,36682773,1,36863196
2020,36682774,1,36863197
2020,36682775,1,36863198
2020,36682798,1,36863221
2020,36682797,1,36863220
2020,36682799,1,36863222
2020,36682800,1,36863223
2020,36682801,1,36863224
2020,36682802,3,36863225
2020,36682803,1,36863226
2020,36682804,1,36863227
2020,36682805,1,36863228
2020,36682806,1,36863229
2020,36682824,1,36863247
2020,36682825,1,36863248
2020,36682829,1,36863252
2020,36682832,1,36863255
2020,36682833,1,36863256
2020,36682705,1,36863127
2020,36682742,1,36863165
2020,36682743,1,36863166
2020,36682744,1,36863167
2020,36682747,1,36863170
2020,36682748,1,36863171
2020,36682751,1,36863174
2020,36682755,1,36863178
2020,39623364,1,39908878
2020,36679007,7,36866486
2020,39336735,1,39557100
2020,39626229,1,39911617
2020,39623375,1,39908895
2020,39623374,1,39911621
2020,37238522,1,37528875
2020,37238521,1,37528874
2020,37238523,1,37528876
2020,37238526,1,37528879
2020,37238525,1,37528878
2020,37238527,1,37528880
2020,37242448,1,37533127
2020,37242446,1,37533125
2020,37242447,1,37533126
2020,37238520,1,37528873
2020,37238511,1,37528864
2020,37238510,1,37528863
2020,37238513,1,37528867
2020,37238515,1,37528869
2020,37238514,1,37528868
2020,37238516,1,37528870
2020,37242443,7,37533122
2020,37238517,1,37528871
2020,37242507,7,37533187
2020,37242506,1,37533186
2020,37242504,1,37533184
2020,37242505,1,37533185
2020,37242508,1,37533188
2020,37242509,1,37533189
2020,37242510,7,37533190
2020,37242511,1,37533191
2020,37242512,1,37533192
2020,37242513,1,37533193
2020,37242514,1,37533194
2020,37242515,1,37533195
2020,37242519,1,37533199
2020,37242516,1,37533196
2020,37242517,1,37533197
2020,37242518,7,37533198
2020,37242520,1,37533200
2020,37242522,1,37533202
2020,37242523,1,37533203
2020,37242524,1,37533204
2020,37242525,1,37533205
2020,37242526,1,37533206
2020,37242527,1,37533207
2020,37242528,1,37533208
2020,37242529,1,37533209
2020,37242531,1,37533211
2020,37242530,1,37533210
2020,37242532,1,37533212
2020,37242533,1,37533213
2020,37242534,1,37533214
2020,37242535,1,37533215
2020,37242536,1,37533216
2020,37242537,1,37533217
2020,37242538,1,37533218
2020,37242539,1,37533219
2020,37242540,1,37533220
2020,37242543,1,37533223
2020,37242544,7,37533224
2020,37242542,7,37533222
2020,37242541,1,37533221
2020,37242545,1,37533225
2020,37242546,1,37533226
2020,36678975,1,36866454
2020,36678989,1,36866468
2020,36678991,1,36866470
2020,36678990,1,36866469
2020,36678992,1,36866471
2020,38513090,1,38593438
2020,38513074,1,38593424
2020,38513086,1,38597611
2020,38513099,1,38593446
2020,36678977,1,36866456
2020,37979659,1,38137669
2020,37979655,1,38137665
2020,37979660,1,38137670
2020,36678978,1,36866457
2020,36678980,1,36866459
2020,36678987,1,36866466
2020,37979678,1,38137688
2020,37979677,1,38137687
2020,36678996,1,36866475
2020,36678997,1,36866476
2020,36678999,1,36866478
2020,36679000,1,36866479
2020,36679003,1,36866482
2020,36679006,1,36866485
2020,36679009,1,36866488
2020,36679008,1,36866487
2020,36679010,1,36866489
2020,36679011,1,36866490
2020,36679012,1,36866491
2020,36679013,1,36866492
2020,36679014,1,36866493
2020,36679015,7,36866494
2020,36679016,1,36866495
2020,37242498,1,37533178
2020,37242497,1,37533177
2020,37242499,6,37533179
2020,37242500,1,37533180
2020,37242501,1,37533181
2020,37242502,1,37533182
2020,37242503,1,37533183
2020,37242455,1,37533135
2020,37242452,1,37533132
2020,37242454,1,37533134
2020,37238524,1,37528877
2020,37242456,1,37533136
2020,37242457,1,37533137
2020,37242458,1,37533138
2020,37242464,1,37533144
2020,37242462,3,37533142
2020,37242463,1,37533143
2020,37242465,1,37533145
2020,37242466,1,37533146
2020,37242467,1,37533147
2020,37242468,1,37533148
2020,37242469,1,37533149
2020,37242470,1,37533150
2020,37242471,1,37533151
2020,37242472,1,37533152
2020,37242473,1,37533153
2020,37242474,1,37533154
2020,37242475,1,37533155
2020,37242476,1,37533156
2020,37242477,1,37533157
2020,37242478,1,37533158
2020,37242442,1,37533121
2020,37238512,1,37528866
2020,37242440,1,37533119
2020,37242441,1,37533120
2020,37242444,7,37533123
2020,37242445,1,37533124
2020,37242449,1,37533129
2020,37242450,7,37533130
2020,37242451,1,37533131
2020,37242482,1,37533162
2020,37242479,1,37533159
2020,37242480,1,37533160
2020,37242481,1,37533161
2020,37242483,1,37533163
2020,37242486,1,37533166
2020,37242487,1,37533167
2020,37242488,1,37533168
2020,37242491,1,37533171
2020,37242489,1,37533169
2020,37242490,1,37533170
2020,37242492,1,37533172
2020,37242493,1,37533173
2020,37242494,1,37533174
2020,37242495,1,37533175
2020,37242496,1,37533176
2020,38517088,1,38593455
2020,38513107,1,38597623
2020,39336750,1,39557114
2020,39332197,1,39552853
2020,39332206,1,39552862
2020,39336760,1,39552885
2020,39336746,1,39557110
2020,39336745,1,39557109
2020,39336748,1,39557112
2020,39626230,1,39911618
2020,39623388,1,39908907
2020,37971965,1,38142415
2020,37971966,1,38142416
2020,37242423,1,37533103
2020,37242425,1,37533105
2020,37242426,1,37533106
2020,37242427,1,37533107
2020,37242412,1,37533090
2020,37238490,7,37528845
2020,39623369,1,39908887
2020,39623371,1,39908889
2020,39626235,1,39908891
2020,39623373,1,39908894
2020,37242421,1,37533100
2020,37242422,1,37533102
2020,37242424,1,37533104
2020,37242430,1,37533110
2020,37242432,1,37533112
2020,37238505,1,37528858
2020,37242433,1,37533113
2020,37242434,1,37533114
2020,39623397,1,39911637
2020,39623400,1,39911642
2020,37242435,1,37533115
2020,37242436,1,37533116
2020,37242437,1,37533117
2020,37242438,1,37528865
2020,37242439,1,37533118
2020,37242408,1,37533086
2020,37971979,1,38142428
2020,37979661,1,38137671
2020,37971980,1,38142429
2020,37971981,1,38142430
2020,37971982,1,38142431
2020,37979662,1,38137672
2020,37971983,1,38142432
2020,37971984,1,38142433
2020,37971985,1,38142434
2020,37971987,7,38142436
2020,37971989,1,38142438
2020,37971991,1,38142440
2020,37971990,1,38142439
2020,37971992,1,38142441
2020,37971994,7,38142443
2020,37971995,1,38142444
2020,37971996,1,38142445
2020,37972000,1,38142449
2020,37972001,1,38142450
2020,37972002,1,38142451
2020,37972003,1,38142452
2020,37972004,1,38142453
2020,37972005,7,38142454
2020,37972007,1,38142456
2020,37972008,7,38142457
2020,37972009,1,38142458
2020,37972010,1,38142459
2020,37972011,1,38142460
2020,37972012,1,38142461
2020,37972013,1,38142462
2020,37972014,1,38142463
2020,37972015,1,38142464
2020,37972016,1,38142465
2020,37972017,7,38142466
2020,37972018,1,38142467
2020,37972019,1,38142468
2020,37972020,1,38142469
2020,37972021,1,38142470
2020,37972023,1,38142472
2020,37972024,1,38142473
2020,37972022,1,38142471
2020,37979679,1,38137689
2020,37979680,1,38137690
2020,37972025,1,38142474
2020,37972027,1,38142476
2020,37972028,7,38142477
2020,37972029,1,38142478
2020,37972030,1,38142479
2020,37972031,1,38142480
2020,37972032,1,38142481
2020,37979688,1,38137698
2020,37979687,1,38137697
2020,37979689,1,38137699
2020,37972034,1,38142483
2020,37972035,1,38142484
2020,37972036,1,38142485
2020,37972040,1,38142489
2020,37972038,1,38142487
2020,37972037,1,38142486
2020,37972039,1,38142488
2020,37972041,1,38142490
2020,37972043,1,38142492
2020,37972044,1,38142493
2020,37979696,1,38137706
2020,37972046,1,38142495
2020,37972047,1,38142496
2020,37972050,1,38142499
2020,37972048,1,38142497
2020,37972049,1,38142498
