"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2020,124074719,121535890,1,,
2020,124074720,121535891,4,,
2020,124068160,121551731,7,,
2020,124068162,121551732,7,,
2020,124068161,121551732,5,,
2020,126101427,123448364,7,,
2020,126101433,123448372,7,,
2020,126101437,123448379,6,,
2020,126101440,123448382,1,,
2020,126101443,123448385,7,,
2020,126101449,123448394,1,,
2020,126101456,123448401,1,,
2020,126101459,123448407,4,,
2020,126101461,123448412,4,,
2020,126101462,123448412,8,,
2020,126101467,123448418,4,,
2020,122826741,120074161,5,,
2020,122826742,120074161,7,,
2020,122826743,120074162,4,,
2020,122826744,120074168,6,,
2020,122826745,120074170,7,,
2020,122826628,120074030,6,,
2020,126101421,123448350,7,,
2020,126101401,123448321,7,,
2020,126101419,123448347,7,,
2020,126101396,123448312,7,,
2020,126101406,123448327,6,,
2020,126101407,123448328,7,,
2020,126101413,123448336,7,,
2020,126101412,123448336,4,,
2020,126101414,123448341,4,,
2020,126101398,123448316,4,,
2020,126101436,123448378,4,,
2020,126101438,123448380,4,,
2020,126101450,123448396,7,,
2020,126101457,123448403,1,,
2020,126101489,123448444,4,,
2020,126101493,123448450,5,,
2020,126101494,123448450,7,,
2020,126101498,123448455,1,,
2020,126101501,123448458,7,,
2020,126101463,123448413,4,,
2020,126101466,123448416,7,,
2020,126101469,123448421,7,,
2020,126101476,123448428,1,,
2020,126101484,123448434,7,,
2020,126101483,123448434,4,,
2020,130115654,128080012,4,,
2020,126101418,123448346,7,,
2020,126101444,123448388,1,,
2020,126101470,123448422,6,,
2020,126101472,123448424,1,,
2020,126101477,123448429,5,,
2020,126101478,123448429,7,,
2020,126101481,123448432,4,,
2020,126101485,123448437,4,,
2020,126101486,123448441,4,,
2020,126101487,123448442,6,,
2020,126101488,123448443,4,,
2020,126101495,123448451,4,,
2020,126101496,123448451,7,,
2020,126101506,123448465,5,,
2020,126101507,123448465,7,,
2020,126101510,123448468,5,,
2020,126101511,123448468,7,,
2020,126101516,123448477,7,,
2020,126101519,123448482,4,,
2020,126101524,123448486,4,,
2020,126101525,123448487,4,,
2020,126101537,123448501,7,,
