"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2020,125636458,16,200,,139581330
2020,125636460,38,50,,139581331
2020,125636462,26,50,,139581334
2020,125636464,38,700,,139581336
2020,125636463,38,200,,139581335
2020,125636465,23,300,29-FEB-20,139581337
2020,125636466,23,330,,139581338
2020,125636467,10,,,139581340
2020,125636467,21,21,,139581339
2020,125636468,10,,,139581341
2020,125636469,4,300,,139581342
2020,125636472,21,560,,139581344
2020,125636476,38,15,,139581346
2020,125636475,38,10,,139581345
2020,125636477,63,40,,139581348
2020,125636477,23,1500,,139581347
2020,125636479,10,,,139581349
2020,125636480,63,140,,139581350
2020,125636483,23,1300,,139581353
2020,125636485,63,50,,139581356
2020,125636485,23,1250,,139581355
2020,125636486,38,1500,,139581357
2020,125636488,10,,,139581358
2020,125636489,38,546,,139581359
2020,125636490,38,400,,139581360
2020,125639864,21,10,,139582693
2020,125639864,23,1200,,139582690
2020,125639864,63,50,,139582692
2020,125639864,17,500,,139582691
2020,125639863,63,50,29-FEB-20,139582688
2020,125639863,17,500,29-FEB-20,139582687
2020,125639863,23,1200,29-FEB-20,139582686
2020,125639863,21,10,29-FEB-20,139582689
2020,125636493,23,350,,139581366
2020,125636492,23,350,07-MAR-20,139581365
2020,125636494,38,322,,139581367
2020,125636497,63,150,,139581371
2020,125636498,21,60,,139581372
2020,125636498,10,,,139581373
2020,125636500,4,300,,139581375
2020,125636501,23,650,,139581376
2020,125639876,23,900,,139582701
2020,125636504,23,500,,139581377
2020,125639878,63,400,,139582703
2020,125639879,63,100,,139582704
2020,125639881,23,499,,139582706
2020,125639880,38,250,,139582705
2020,125636511,10,,,139581381
2020,125636512,23,800,,139581382
2020,125639882,23,900,,139582707
2020,125636513,10,,,139581383
2020,125636514,21,21,,139581384
2020,125636519,10,,,139581385
2020,125636522,63,80,,139581388
2020,125636521,38,1200,,139581387
2020,125636523,23,800,,139581389
2020,125636395,23,700,,139581256
2020,125636409,38,500,,139581270
2020,125636421,38,500,,139581285
2020,125639799,22,0,,139582614
2020,125639799,19,1,,139582613
2020,125639799,21,70,,139582611
2020,125639799,25,50,,139582612
2020,125639799,63,1,,139582616
2020,125639799,9,0,,139582615
2020,125639806,38,250,,139582623
2020,125636391,63,30,,139581252
2020,125636391,23,220,,139581251
2020,125639810,38,375,,139582627
2020,130113234,16,100,,145116312
2020,130113234,21,45,,145116313
2020,130113234,23,300,,145116311
2020,125639812,38,225,,139582629
2020,130115637,21,700,,145116335
2020,130115637,63,1,,145116338
2020,130115637,25,20,,145116337
2020,125639816,38,546,,139582635
2020,125639818,11,1,,139582636
2020,125639818,10,,,139582637
2020,125639820,38,80,,139582639
2020,125636431,7,2000,25-FEB-20,139581298
2020,125636431,63,125,25-FEB-20,139581300
2020,125636431,16,5,25-FEB-20,139581301
2020,125636431,23,1400,25-FEB-20,139581299
2020,125639823,16,5,,139582643
2020,125639823,63,185,,139582642
2020,125639823,7,2000,,139581302
2020,125639823,23,1400,,139581303
2020,125639824,38,146,,139582644
2020,125639825,38,500,,139582645
2020,125639826,6,250,,139582646
2020,125639827,16,15,,139582649
2020,125639827,4,250,,139582647
2020,125639827,63,25,,139582648
2020,125639828,25,20,14-FEB-20,139582650
2020,125639829,21,65,,139582651
2020,125639829,25,20,,139582652
2020,125639832,23,900,,139582654
2020,125639833,7,800,,139582655
2020,125639835,63,1,,139582657
2020,125639836,63,100,,139582658
2020,125639837,6,150,,139582659
2020,125639837,16,150,,139582660
2020,125639839,63,70,,139582663
2020,125639839,7,800,,139582662
2020,125639838,38,1750,,139582661
2020,125639842,63,20,,139582667
2020,125639842,23,750,,139582666
2020,125639846,23,700,,139582670
2020,125639848,23,80,,139582672
2020,125639847,23,80,12-FEB-20,139582671
2020,125636495,16,30,,139581368
2020,125636495,63,20,,139581369
2020,125636499,10,,,139581374
2020,125639873,38,200,,139582699
2020,125639875,36,526,,139582700
2020,125639877,38,688,,139582702
2020,125636507,38,500,,139581378
2020,125636508,23,1100,12-FEB-20,139581379
2020,125636509,23,1100,,139581380
2020,125639883,23,500,,139582708
2020,125639885,35,999,,139582710
2020,125639886,23,500,,139582711
2020,125639887,63,1,,139582712
2020,125639804,23,1000,,139582621
2020,129373260,38,400,,144194072
2020,127059669,63,2000,,141275955
2020,129376996,4,160,,144194080
2020,129373280,38,200,,144192145
2020,129377006,38,546,,144194093
2020,127806096,4,200,,142243345
2020,127806119,63,315,,142243377
2020,127806117,63,315,12-JUN-20,142243375
2020,127806094,16,35,,142243342
2020,127806134,63,100,15-MAY-20,142225331
2020,127806134,21,50,15-MAY-20,142243397
2020,127806134,6,15,15-MAY-20,142225335
2020,127806154,38,150,,142243430
2020,127806103,63,4686,,142243349
2020,127793285,33,700,,142225336
2020,127793286,21,50,,142243403
2020,127793286,6,15,,142243404
2020,127793286,63,100,,142243400
2020,127793262,63,251,,142225306
2020,127806135,8,15,,142243402
2020,127806135,25,20,,142243401
2020,127806135,21,850,,142243398
2020,127806135,23,125,,142243399
2020,127793298,21,1,,142243418
2020,127793299,63,2000,,142225349
2020,127806161,38,200,,142243438
2020,127806116,63,40,,142243373
2020,127806100,63,3000,,142243348
2020,127793263,35,170,,142225307
2020,127806115,63,40,17-JUN-20,142243372
2020,127793326,16,10,,142225380
2020,127806165,4,200,,142243445
2020,127793242,4,650,,142243343
2020,127793242,63,25,,142243344
2020,127806101,10,,,142225294
2020,127793252,35,900,,142243351
2020,127806104,38,300,,142243350
2020,127806108,63,900,,142243358
2020,127806109,38,546,,142225301
2020,127793260,63,40,,142225305
2020,127793260,23,700,,142225304
2020,127793264,23,800,,142225308
2020,127806121,13,30,,142243379
2020,127793258,21,40,,142225302
2020,127793258,25,10,,142225303
2020,127806124,38,20,,142243384
2020,127793278,38,100,,142225323
2020,127806127,23,850,,142243388
2020,127793280,63,1,,142225327
2020,127806136,35,170,,142243405
2020,127806138,33,700,,142243408
2020,127793294,63,750,,142225343
2020,127793296,16,25,,142225345
2020,127793296,4,1000,,142243414
2020,127806146,63,1000,,142243419
2020,127793305,63,100,,142243420
2020,127806147,63,50,,142225358
2020,127806148,33,700,,142243421
2020,127793311,38,546,,142243424
2020,127806143,20,120,,142225346
2020,127806150,63,20,,142243425
2020,127806153,15,2000,,142225365
2020,127793314,35,500,,142225366
2020,127793321,63,20,,142225372
2020,127806160,23,699,,142243437
2020,127806167,38,546,,142243447
2020,127793327,63,100,,142225381
2020,127806173,4,450,,142225387
2020,127793330,38,100,,142225388
2020,130115541,4,10,,145116207
2020,130115541,17,1,,145116209
2020,130115541,6,1,,145116211
2020,130115541,11,1,,145116208
2020,130115601,23,500,,145116290
