"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2020,12,147151355,29189027
2020,12,147151357,29189029
2020,12,147151360,29189031
2020,18,149583847,29797418
2020,9,149583851,29797421
2020,12,149583877,29797431
2020,12,149583893,29797438
2020,18,149583897,29797442
2020,10,149583902,29797445
2020,12,149583908,29797446
2020,9,149583963,29797474
2020,12,149583813,29797399
2020,12,149583818,29797402
2020,9,145496959,28560135
2020,12,145496961,28560136
2020,12,145496963,28560138
2020,12,145496965,28560139
2020,12,145496970,28560141
2020,19,145496971,28560142
2020,12,145496972,28560143
2020,12,145496739,28560042
2020,2,149583833,29797409
2020,12,149583837,29797411
2020,12,149583795,29797390
2020,12,149583854,29797424
2020,12,149583867,29797428
2020,18,149583879,29797432
2020,3,149583886,29797435
2020,12,149583895,29797440
2020,12,149583944,29797464
2020,12,149583947,29797465
2020,12,149583951,29797467
2020,18,149583960,29797472
2020,12,149583900,29797443
2020,12,149583901,29797444
2020,12,149583909,29797447
2020,12,149583912,29797449
2020,12,149583914,29797450
2020,9,149583919,29797452
2020,18,149583928,29797457
2020,12,149583928,29797456
2020,12,149583931,29797459
2020,12,149583850,29797420
2020,12,149583859,29797425
2020,12,149583865,29797426
2020,12,149583883,29797434
2020,12,149583922,29797453
2020,12,149583935,29797461
2020,12,149583938,29797462
2020,9,149583942,29797463
2020,3,149583965,29797475
2020,12,149583975,29797481
2020,9,149583979,29797483
2020,9,149583980,29797484
2020,12,149583986,29797485
2020,12,149584000,29797495
2020,12,149584001,29797496
2020,12,149584003,29797497
2020,18,149584005,29797498
2020,18,149584006,29797499
2020,9,149584007,29797500
2020,9,149584008,29797501
2020,12,149584009,29797502
2020,12,149584013,29797504
2020,12,149584015,29797505
2020,12,149584017,29797507
2020,9,149583896,29797441
2020,12,149583918,29797451
2020,3,149583923,29797454
2020,3,149583924,29797455
2020,18,149583930,29797458
2020,12,149583934,29797460
2020,12,149583950,29797466
2020,12,149584021,29797510
2020,18,149583793,29797388
2020,12,149583817,29797401
2020,12,149583845,29797416
2020,12,149583848,29797419
2020,12,149583853,29797423
2020,12,149583866,29797427
2020,18,149583988,29797487
2020,12,149583988,29797486
2020,12,149583991,29797489
2020,12,149583992,29797490
2020,20,149583993,29797491
2020,9,149583994,29797492
2020,3,149583995,29797493
2020,12,149583952,29797468
2020,10,149583954,29797469
2020,12,149583954,29797470
2020,3,149583955,29797471
2020,12,149583961,29797473
2020,12,149583966,29797476
2020,9,149583969,29797479
2020,9,149583968,29797478
2020,12,149583974,29797480
2020,12,149583810,29797398
2020,12,149583822,29797403
2020,12,149583824,29797405
2020,12,149583852,29797422
2020,12,149583872,29797429
2020,12,154693915,31348411
2020,12,154693976,31348444
2020,12,151872717,30421819
2020,12,151872718,30421820
2020,12,154698589,31346189
2020,9,154698639,31346215
2020,12,156009663,31699226
2020,9,156005251,31699229
2020,18,156005251,31726820
2020,12,154698570,31346180
2020,12,154693874,31346181
2020,12,154698595,31348410
2020,18,154693924,31348415
2020,9,154693938,31348424
2020,12,154693940,31348425
2020,18,154693977,31348448
2020,12,154693830,31346165
2020,12,154698617,31346204
2020,12,154693959,31348433
2020,10,154698582,31348397
2020,12,154698529,31346160
2020,3,154698548,31348383
2020,18,154693894,31348401
2020,12,157664568,32214415
2020,12,157664549,32214404
2020,18,157664557,32214411
2020,12,157664571,32214416
2020,9,154693901,31348406
2020,12,154698601,31346197
2020,12,154698616,31348421
2020,12,154693946,31348426
2020,9,154693956,31346208
2020,12,154693990,31348456
2020,12,157668622,32218732
2020,18,157668644,32218749
2020,12,147145895,29192820
2020,9,147151368,29189036
2020,12,145496907,28560124
2020,9,145496909,28560125
2020,3,145496911,28560126
2020,3,148901513,29688780
2020,12,148906529,29684097
2020,9,150859207,30114425
2020,10,150861214,30114406
2020,12,150861238,30110427
2020,12,150861273,30114428
2020,20,148906609,29684134
2020,12,148906611,29684135
2020,12,148906612,29684136
2020,12,145496991,28560150
2020,12,145496998,28560154
2020,12,145497001,28560158
2020,20,145497003,28560159
2020,12,145497004,28560160
2020,9,145496987,28560147
2020,9,145496988,28560148
