"DATA_YEAR","OFFENDER_ID","INCIDENT_ID","OFFENDER_SEQ_NUM","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2020,138171620,121535890,1,5,45,"M",2,2,45,0
2020,138159413,121535891,1,5,48,"M",2,2,48,0
2020,138171626,121551727,1,5,20,"F",2,2,20,0
2020,138171631,121551729,3,5,16,"M",2,2,16,0
2020,138171629,121551729,1,5,16,"M",2,2,16,0
2020,138171630,121551729,2,5,14,"M",2,2,14,0
2020,138171634,121551731,0,,,"",,,,
2020,138171635,121551732,1,5,17,"M",2,3,16,19
2020,138171636,121551732,2,5,17,"M",2,3,16,19
2020,140437530,123448364,4,5,22,"M",1,2,22,0
2020,140437544,123448372,1,5,31,"M",2,2,31,0
2020,140437528,123448364,2,5,17,"M",2,2,15,19
2020,140437527,123448364,1,5,25,"M",2,2,25,0
2020,140437529,123448364,3,5,17,"M",2,2,16,19
2020,140437506,123448349,1,5,18,"M",2,2,18,0
2020,140437523,123448360,1,5,27,"F",2,3,25,30
2020,140437573,123448394,1,5,39,"F",2,2,39,0
2020,140437554,123448379,1,5,28,"M",2,2,28,0
2020,140437558,123448382,1,5,25,"M",2,2,25,0
2020,140437561,123448385,1,4,,"U",0,3,,
2020,140437586,123448401,2,5,23,"M",2,3,23,0
2020,140437585,123448401,1,5,17,"M",2,3,17,0
2020,140437587,123448401,3,5,20,"M",2,3,20,0
2020,140437598,123448405,1,5,14,"M",2,2,14,0
2020,140437600,123448407,1,5,20,"M",2,3,20,0
2020,140437605,123448410,1,5,31,"M",2,2,31,0
2020,140437607,123448412,0,,,"",,,,
2020,140437612,123448415,2,5,16,"F",2,2,16,0
2020,140437614,123448415,4,5,17,"M",2,2,17,0
2020,140437613,123448415,3,5,16,"F",2,2,16,0
2020,140437611,123448415,1,5,16,"F",2,2,16,0
2020,140437615,123448415,5,5,17,"M",2,2,16,18
2020,140437620,123448418,1,5,71,"M",2,2,71,0
2020,140437684,123448464,1,4,,"M",2,2,,
2020,140437481,123448329,1,5,17,"M",2,3,17,0
2020,140437487,123448334,1,5,25,"F",2,3,20,30
2020,136505031,120074161,2,5,14,"M",2,3,13,15
2020,136505035,120074165,1,5,15,"M",2,2,15,0
2020,136505033,120074163,1,5,26,"F",2,2,26,0
2020,136505030,120074161,1,5,13,"M",2,2,13,0
